"","text","obs_freq","exp_freq","p_value"
"1","A01 vie saint alexis",22,21.0888293118856,0.83682
"2","A02 vie saint barbre",2,12.0507596067918,0.00342
"3","A03 vie saint basille",9,9.46845397676497,0.87851
"4","A04 vie saint christofle",43,22.1109919571046,2e-05
"5","A05 vie sainte dieudonnee",9,19.1521000893655,0.01492
"6","A06 saint jean evangeliste",4,24.8277926720286,3e-05
"7","A07 vie saint jean paulus",10,9.952636282395,0.99011
"8","A08 vie glorieux confesseur",6,10.0602323503128,0.18639
"9","A09 vie saint leu",9,6.77855227882038,0.38591
"10","A10 poines enfer",6,15.3324396782842,0.01323
"11","A11 vie saint sebastien",9,6.88614834673816,0.41177
"12","A12 miracle saint servais",29,13.7453976764969,1e-04
"13","A13 vie seint thibault",NA,28.4591599642538,0
"14","A14 miracle seint thomas",NA,2.04432529043789,0.12901
"15","A15 vie saint yves",1,0.753172475424486,0.82233
"16","A16 guillaume angleterre",76,25.5002680965147,0
"17","A17 robert deable",38,27.3294012511171,0.03077
"18","A18 richart sans peour",15,22.0033958891868,0.11625
"19","A19 elegy troyes",NA,1.82913315460232,0.1814
"20","A20 vieillards tués",1,3.981054512958,0.12598
"21","A21 mauvais riche homme",4,2.79749776586238,0.45504
"22","A22 jeu des dez",4,3.44307417336908,0.74798
"23","A23 roy avoit amie",4,5.37980339588919,0.55467
"24","A24 dieu damours",NA,0.537980339588919,0.39059
"25","A25 quatre sereurs",NA,5.48739946380697,0.01637
