"lemma","count_final","rate_final","count_all","rate_all","vs_all","count_not_final","rate_not_final","vs_not_final","diff_rates"
"tenter",14,0.00119017257502338,28,0.000273016244466546,102558,14,0.000154193512858638,90795,7.71869421066055
"escouter",12,0.00102014792144861,24,0.000234013923828468,102558,12,0.000132165868164546,90795,7.71869421066055
"trépasser",12,0.00102014792144861,24,0.000234013923828468,102558,12,0.000132165868164546,90795,7.71869421066055
"voie",12,0.00102014792144861,24,0.000234013923828468,102558,12,0.000132165868164546,90795,7.71869421066055
"desservir",10,0.000850123267873842,20,0.00019501160319039,102558,10,0.000110138223470455,90795,7.71869421066055
"finer",9,0.000765110941086458,18,0.000175510442871351,102558,9,9.91244011234099e-05,90795,7.71869421066055
"Normandie",9,0.000765110941086458,18,0.000175510442871351,102558,9,9.91244011234099e-05,90795,7.71869421066055
"reposer",9,0.000765110941086458,18,0.000175510442871351,102558,9,9.91244011234099e-05,90795,7.71869421066055
"arriver",8,0.000680098614299073,16,0.000156009282552312,102558,8,8.81105787763643e-05,90795,7.71869421066055
"ovrer",8,0.000680098614299073,16,0.000156009282552312,102558,8,8.81105787763643e-05,90795,7.71869421066055
"avenir",7,0.000595086287511689,14,0.000136508122233273,102558,7,7.70967564293188e-05,90795,7.71869421066055
"avis",7,0.000595086287511689,14,0.000136508122233273,102558,7,7.70967564293188e-05,90795,7.71869421066055
"baptiser",7,0.000595086287511689,14,0.000136508122233273,102558,7,7.70967564293188e-05,90795,7.71869421066055
"commandement",6,0.000510073960724305,12,0.000117006961914234,102558,6,6.60829340822732e-05,90795,7.71869421066055
"durer",6,0.000510073960724305,12,0.000117006961914234,102558,6,6.60829340822732e-05,90795,7.71869421066055
"férir",6,0.000510073960724305,12,0.000117006961914234,102558,6,6.60829340822732e-05,90795,7.71869421066055
"müer",6,0.000510073960724305,12,0.000117006961914234,102558,6,6.60829340822732e-05,90795,7.71869421066055
"obéir",6,0.000510073960724305,12,0.000117006961914234,102558,6,6.60829340822732e-05,90795,7.71869421066055
"pardon",6,0.000510073960724305,12,0.000117006961914234,102558,6,6.60829340822732e-05,90795,7.71869421066055
"semblant",6,0.000510073960724305,12,0.000117006961914234,102558,6,6.60829340822732e-05,90795,7.71869421066055
"braire",5,0.000425061633936921,10,9.75058015951949e-05,102558,5,5.50691117352277e-05,90795,7.71869421066055
"di",5,0.000425061633936921,10,9.75058015951949e-05,102558,5,5.50691117352277e-05,90795,7.71869421066055
"facon",5,0.000425061633936921,10,9.75058015951949e-05,102558,5,5.50691117352277e-05,90795,7.71869421066055
"lignée",5,0.000425061633936921,10,9.75058015951949e-05,102558,5,5.50691117352277e-05,90795,7.71869421066055
"louer",5,0.000425061633936921,10,9.75058015951949e-05,102558,5,5.50691117352277e-05,90795,7.71869421066055
"puant",5,0.000425061633936921,10,9.75058015951949e-05,102558,5,5.50691117352277e-05,90795,7.71869421066055
"seignier",5,0.000425061633936921,10,9.75058015951949e-05,102558,5,5.50691117352277e-05,90795,7.71869421066055
"service",5,0.000425061633936921,10,9.75058015951949e-05,102558,5,5.50691117352277e-05,90795,7.71869421066055
"tuer",5,0.000425061633936921,10,9.75058015951949e-05,102558,5,5.50691117352277e-05,90795,7.71869421066055
"manière",20,0.00170024653574768,41,0.000399773786540299,102558,21,0.000231290269287956,90795,7.35113734348623
"sage",18,0.00153022188217292,37,0.000360771465902221,102558,19,0.000209262624593865,90795,7.31244714694157
"raison",33,0.00280540678398368,68,0.000663039450847325,102558,35,0.000385483782146594,90795,7.27762597005137
"demeurer",47,0.00399557935900706,97,0.000945806275473391,102558,50,0.000550691117352277,90795,7.25557255802091
"tourner",15,0.00127518490181076,31,0.000302267984945104,102558,16,0.000176221157552729,90795,7.23627582249426
"aorer",10,0.000850123267873842,21,0.000204762183349909,102558,11,0.000121152045817501,90795,7.01699473696413
"aprendre",10,0.000850123267873842,21,0.000204762183349909,102558,11,0.000121152045817501,90795,7.01699473696413
"départir",10,0.000850123267873842,21,0.000204762183349909,102558,11,0.000121152045817501,90795,7.01699473696413
"martire",10,0.000850123267873842,21,0.000204762183349909,102558,11,0.000121152045817501,90795,7.01699473696413
"pardonner",10,0.000850123267873842,21,0.000204762183349909,102558,11,0.000121152045817501,90795,7.01699473696413
"écriture",9,0.000765110941086458,19,0.00018526102303087,102558,10,0.000110138223470455,90795,6.94682478959449
"vilain",9,0.000765110941086458,19,0.00018526102303087,102558,10,0.000110138223470455,90795,6.94682478959449
"talent",16,0.00136019722859815,34,0.000331519725423663,102558,18,0.00019824880224682,90795,6.86106152058715
"cesser",8,0.000680098614299073,17,0.000165759862711831,102558,9,9.91244011234099e-05,90795,6.86106152058715
"déprier",8,0.000680098614299073,17,0.000165759862711831,102558,9,9.91244011234099e-05,90795,6.86106152058715
"chanter",15,0.00127518490181076,32,0.000312018565104624,102558,17,0.000187234979899774,90795,6.81061253881813
"ester",7,0.000595086287511689,15,0.000146258702392792,102558,8,8.81105787763643e-05,90795,6.75385743432798
"poissance",7,0.000595086287511689,15,0.000146258702392792,102558,8,8.81105787763643e-05,90795,6.75385743432798
"merci",25,0.0021253081696846,54,0.000526531328614053,102558,29,0.000319400848064321,90795,6.65404673332806
"bailler",6,0.000510073960724305,13,0.000126757542073753,102558,7,7.70967564293188e-05,90795,6.61602360913761
"dévotement",6,0.000510073960724305,13,0.000126757542073753,102558,7,7.70967564293188e-05,90795,6.61602360913761
"lez",6,0.000510073960724305,13,0.000126757542073753,102558,7,7.70967564293188e-05,90795,6.61602360913761
"amener",18,0.00153022188217292,39,0.00038027262622126,102558,21,0.000231290269287956,90795,6.61602360913761
"douleur",18,0.00153022188217292,39,0.00038027262622126,102558,21,0.000231290269287956,90795,6.61602360913761
"sauver",11,0.000935135594661226,24,0.000234013923828468,102558,13,0.000143179690511592,90795,6.53120279363585
"regarder",37,0.00314545609113321,81,0.000789796992921079,102558,44,0.000484608183270004,90795,6.49072013169182
"ami",71,0.00603587520190428,156,0.00152109050488504,102558,85,0.000936174899498871,90795,6.44737987008116
"accomplir",5,0.000425061633936921,11,0.000107256381754714,102558,6,6.60829340822732e-05,90795,6.43224517555046
"soupirer",5,0.000425061633936921,11,0.000107256381754714,102558,6,6.60829340822732e-05,90795,6.43224517555046
"maison",14,0.00119017257502338,31,0.000302267984945104,102558,17,0.000187234979899774,90795,6.35657170289692
"assëoir",9,0.000765110941086458,20,0.00019501160319039,102558,11,0.000121152045817501,90795,6.31529526326772
"maintenir",9,0.000765110941086458,20,0.00019501160319039,102558,11,0.000121152045817501,90795,6.31529526326772
"mener",55,0.00467567797330613,123,0.0011993213596209,102558,68,0.000748939919599097,90795,6.24306149391662
"passer",24,0.00204029584289722,54,0.000526531328614053,102558,30,0.000330414670411366,90795,6.17495536852844
"chrétienté",8,0.000680098614299073,18,0.000175510442871351,102558,10,0.000110138223470455,90795,6.17495536852844
"couchier",15,0.00127518490181076,34,0.000331519725423663,102558,19,0.000209262624593865,90795,6.09370595578464
"écrire",15,0.00127518490181076,34,0.000331519725423663,102558,19,0.000209262624593865,90795,6.09370595578464
"aidier",7,0.000595086287511689,16,0.000156009282552312,102558,9,9.91244011234099e-05,90795,6.00342883051376
"plorer",7,0.000595086287511689,16,0.000156009282552312,102558,9,9.91244011234099e-05,90795,6.00342883051376
"vie",65,0.00552580124117997,149,0.0014528364437684,102558,84,0.000925161077151826,90795,5.97279909158256
"clair",10,0.000850123267873842,23,0.000224263343668948,102558,13,0.000143179690511592,90795,5.9374570851235
"prisier",10,0.000850123267873842,23,0.000224263343668948,102558,13,0.000143179690511592,90795,5.9374570851235
"vestir",10,0.000850123267873842,23,0.000224263343668948,102558,13,0.000143179690511592,90795,5.9374570851235
"porter",48,0.00408059168579444,111,0.00108231439770666,102558,63,0.000693870807863869,90795,5.88090987478899
"monter",16,0.00136019722859815,37,0.000360771465902221,102558,21,0.000231290269287956,90795,5.88090987478899
"amer",43,0.00365553005185752,100,0.000975058015951949,102558,57,0.000627787873781596,90795,5.82287457997199
"descendre",15,0.00127518490181076,35,0.000341270305583182,102558,20,0.000220276446940911,90795,5.78902065799541
"embattre",6,0.000510073960724305,14,0.000136508122233273,102558,8,8.81105787763643e-05,90795,5.78902065799541
"guérir",6,0.000510073960724305,14,0.000136508122233273,102558,8,8.81105787763643e-05,90795,5.78902065799541
"guerre",6,0.000510073960724305,14,0.000136508122233273,102558,8,8.81105787763643e-05,90795,5.78902065799541
"humilité",6,0.000510073960724305,14,0.000136508122233273,102558,8,8.81105787763643e-05,90795,5.78902065799541
"parler",63,0.0053557765876052,148,0.00144308586360888,102558,85,0.000936174899498871,90795,5.72091453260723
"errer",11,0.000935135594661226,26,0.000253515084147507,102558,15,0.000165207335205683,90795,5.6603757544844
"naître",11,0.000935135594661226,26,0.000253515084147507,102558,15,0.000165207335205683,90795,5.6603757544844
"nommer",24,0.00204029584289722,57,0.000555783069092611,102558,33,0.000363456137452503,90795,5.61359578957131
"foison",5,0.000425061633936921,12,0.000117006961914234,102558,7,7.70967564293188e-05,90795,5.51335300761468
"menu",5,0.000425061633936921,12,0.000117006961914234,102558,7,7.70967564293188e-05,90795,5.51335300761468
"ouvrir",5,0.000425061633936921,12,0.000117006961914234,102558,7,7.70967564293188e-05,90795,5.51335300761468
"virginité",5,0.000425061633936921,12,0.000117006961914234,102558,7,7.70967564293188e-05,90795,5.51335300761468
"chier",19,0.0016152342089603,46,0.000448526687337897,102558,27,0.00029737320337023,90795,5.43167370379816
"manoir",7,0.000595086287511689,17,0.000165759862711831,102558,10,0.000110138223470455,90795,5.40308594746238
"bouter",9,0.000765110941086458,22,0.000214512763509429,102558,13,0.000143179690511592,90795,5.34371137661115
"sëoir",9,0.000765110941086458,22,0.000214512763509429,102558,13,0.000143179690511592,90795,5.34371137661115
"seulement",9,0.000765110941086458,22,0.000214512763509429,102558,13,0.000143179690511592,90795,5.34371137661115
"verité",13,0.00110516024823599,32,0.000312018565104624,102558,19,0.000209262624593865,90795,5.28121182834669
"lignage",8,0.000680098614299073,20,0.00019501160319039,102558,12,0.000132165868164546,90795,5.14579614044036
"povoir",8,0.000680098614299073,20,0.00019501160319039,102558,12,0.000132165868164546,90795,5.14579614044036
"decevoir",6,0.000510073960724305,15,0.000146258702392792,102558,9,9.91244011234099e-05,90795,5.14579614044036
"salir",6,0.000510073960724305,15,0.000146258702392792,102558,9,9.91244011234099e-05,90795,5.14579614044036
"lier",4,0.000340049307149537,10,9.75058015951949e-05,102558,6,6.60829340822732e-05,90795,5.14579614044036
"maladie",4,0.000340049307149537,10,9.75058015951949e-05,102558,6,6.60829340822732e-05,90795,5.14579614044036
"nouveau",4,0.000340049307149537,10,9.75058015951949e-05,102558,6,6.60829340822732e-05,90795,5.14579614044036
"piteux",4,0.000340049307149537,10,9.75058015951949e-05,102558,6,6.60829340822732e-05,90795,5.14579614044036
"trouver",69,0.00586585054832951,173,0.00168685036759687,102558,104,0.00114543752409274,90795,5.12105673591901
"pleurer",25,0.0021253081696846,63,0.000614286550049728,102558,38,0.000418525249187731,90795,5.0780882964872
"fuir",13,0.00110516024823599,33,0.000321769145264143,102558,20,0.000220276446940911,90795,5.01715123692936
"certain",16,0.00136019722859815,41,0.000399773786540299,102558,25,0.000275345558676139,90795,4.93996429482275
"retourner",23,0.00195528351610984,59,0.00057528422941165,102558,36,0.000396497604493639,90795,4.93138796792202
"clarté",7,0.000595086287511689,18,0.000175510442871351,102558,11,0.000121152045817501,90795,4.91189631587489
"rompre",7,0.000595086287511689,18,0.000175510442871351,102558,11,0.000121152045817501,90795,4.91189631587489
"endurer",12,0.00102014792144861,31,0.000302267984945104,102558,19,0.000209262624593865,90795,4.87496476462771
"apporter",5,0.000425061633936921,13,0.000126757542073753,102558,8,8.81105787763643e-05,90795,4.82418388166284
"loyal",5,0.000425061633936921,13,0.000126757542073753,102558,8,8.81105787763643e-05,90795,4.82418388166284
"ouvrer",5,0.000425061633936921,13,0.000126757542073753,102558,8,8.81105787763643e-05,90795,4.82418388166284
"prison",5,0.000425061633936921,13,0.000126757542073753,102558,8,8.81105787763643e-05,90795,4.82418388166284
"vendre",5,0.000425061633936921,13,0.000126757542073753,102558,8,8.81105787763643e-05,90795,4.82418388166284
"entrer",31,0.00263538213040891,81,0.000789796992921079,102558,50,0.000550691117352277,90795,4.78559041060954
"apercevoir",8,0.000680098614299073,21,0.000204762183349909,102558,13,0.000143179690511592,90795,4.7499656680988
"pays",8,0.000680098614299073,21,0.000204762183349909,102558,13,0.000143179690511592,90795,4.7499656680988
"argent",12,0.00102014792144861,32,0.000312018565104624,102558,20,0.000220276446940911,90795,4.63121652639633
"hautement",9,0.000765110941086458,24,0.000234013923828468,102558,15,0.000165207335205683,90795,4.63121652639633
"escrïer",6,0.000510073960724305,16,0.000156009282552312,102558,10,0.000110138223470455,90795,4.63121652639633
"pener",6,0.000510073960724305,16,0.000156009282552312,102558,10,0.000110138223470455,90795,4.63121652639633
"jeter",23,0.00195528351610984,62,0.000604535969890208,102558,39,0.000429539071534776,90795,4.55205043192801
"mestier",7,0.000595086287511689,19,0.00018526102303087,102558,12,0.000132165868164546,90795,4.50257162288532
"vieux",7,0.000595086287511689,19,0.00018526102303087,102558,12,0.000132165868164546,90795,4.50257162288532
"commander",22,0.00187027118932245,60,0.000585034809571169,102558,38,0.000418525249187731,90795,4.46871770090874
"päis",15,0.00127518490181076,41,0.000399773786540299,102558,26,0.000286359381023184,90795,4.45309281384262
"rendre",28,0.00238034515004676,77,0.000750794672283001,102558,49,0.000539677295005232,90795,4.41068240609174
"pitié",20,0.00170024653574768,55,0.000536281908773572,102558,35,0.000385483782146594,90795,4.41068240609174
"longuement",12,0.00102014792144861,33,0.000321769145264143,102558,21,0.000231290269287956,90795,4.41068240609174
"encontrer",4,0.000340049307149537,11,0.000107256381754714,102558,7,7.70967564293188e-05,90795,4.41068240609174
"laissier",4,0.000340049307149537,11,0.000107256381754714,102558,7,7.70967564293188e-05,90795,4.41068240609174
"loyer",4,0.000340049307149537,11,0.000107256381754714,102558,7,7.70967564293188e-05,90795,4.41068240609174
"veintre",4,0.000340049307149537,11,0.000107256381754714,102558,7,7.70967564293188e-05,90795,4.41068240609174
"venger",4,0.000340049307149537,11,0.000107256381754714,102558,7,7.70967564293188e-05,90795,4.41068240609174
"vision",4,0.000340049307149537,11,0.000107256381754714,102558,7,7.70967564293188e-05,90795,4.41068240609174
"briément",5,0.000425061633936921,14,0.000136508122233273,102558,9,9.91244011234099e-05,90795,4.28816345036697
"nouvelle",5,0.000425061633936921,14,0.000136508122233273,102558,9,9.91244011234099e-05,90795,4.28816345036697
"engendrer",6,0.000510073960724305,17,0.000165759862711831,102558,11,0.000121152045817501,90795,4.21019684217848
"fontaine",6,0.000510073960724305,17,0.000165759862711831,102558,11,0.000121152045817501,90795,4.21019684217848
"löer",6,0.000510073960724305,17,0.000165759862711831,102558,11,0.000121152045817501,90795,4.21019684217848
"partir",25,0.0021253081696846,71,0.000692291191325884,102558,46,0.000506635827964095,90795,4.19494250579378
