Bonseürus	ADJqua	bonseureux
cinquantisme	PROord	cinquantième
,	PONfbl	,
qu'	CONsub	que
il	PROper	il
espera	VERcjg	esperer
par	PRE	par
celui	PROdem	cel
estre	VERinf	estre
quites	ADJqua	quite
de	PRE	de
sun	DETpos	son
pechié	VERppe	pechié
,	PONfbl	,
si	ADVgen	si
cum	CONsub	comme
li	DETdef	le
sers	NOMcom	serf
est	VERcjg	estre
”	PONpdr	”
“	PONpga	“
oit	VERcjg	ouïr
quites	ADJqua	quite
qui	PROrel	que
cinquante	DETcar	cinquante
ans	NOMcom	an
avoit	VERcjg	avoir
servi	VERppe	servir
son	DETpos	son
segnor	NOMcom	seigneur
.	PONfrt	.

Et	CONcoo	et
cist	DETdem	cest
psames	NOMcom	psame
,	PONfbl	,
queinses	VERcjg	coindre
,	PONfbl	,
fu	VERcjg	estre
sesjubileus	ADJqua	sesjubileux
.	PONfrt	.

Li	DETdef	le
titeles	NOMcom	tetele
de	PRE	de
cest	DETdem	cest
psalme	NOMcom	psalme
dist	VERcjg	dire
:	PONfbl	:
Psalmes	NOMcom	psaume
David	NOMpro	David
quant	CONsub	cant
il	PROper	il
foï	VERcjg	fuir
de	PRE	de
la	DETdef	le
face	NOMcom	face
Absalon	NOMpro	Absalon
son	DETpos	son
fil	NOMcom	fil
.	PONfrt	.

Ce	PROdem	ce
trovuns	VERcjg	trouver
lisant	VERppa	lire
en	PRE	en
l'	DETdef	le
estoire,in	NOMcom	estoire
libro	NOMcom	libro
Regum	NOMpro	Régum
,	PONfbl	,
que	CONsub	que
Absalon	NOMpro	Absalon
guerrïa	VERcjg	guerroyer
assez	ADVgen	assez
son	DETpos	son
peire	NOMcom	père
David	NOMpro	David
et	CONcoo	et
qu'	CONsub	que
il	PROper	il
li	PROper	il
voloit	VERcjg	voloir
tolir	VERinf	tolir
son	DETpos	son
regne	NOMcom	règne
.	PONfrt	.

Or	ADVgen	or
li	PROper	il
avint	VERcjg	advenir
issi	ADVgen	issi
a	PRE	a
un	DETndf	un
ost	NOMcom	ost
qu'	PROrel	que
il	PROper	il
avoit	VERcjg	avoir
assemblé	VERppe	assembler
sor	PRE	sor
David	NOMpro	David
qu'	PROrel	que
il	PROper	il
passa	VERcjg	passer
par	PRE	par
desuz	PRE	dessous
un	DETndf	un
caisne	NOMcom	caisne
qui	PROrel	que
avoit	VERcjg	avoir
numquercus	NOMcom	nomquercus
Rogel	NOMpro	Rogel
,	PONfbl	,
si	ADVgen	si
vint	VERcjg	venir
li	DETdef	le
venz	NOMcom	vent
si	ADVgen	si
li	PROper	il
sozleva	VERcjg	soslever
ses	DETpos	son
crins	NOMcom	crin
contre	PRE	contre
munt	NOMcom	mont
”	PONpdr	”
“	PONpga	“
car	CONcoo	car
il	PROper	il
les	PROper	il
avoit	VERcjg	avoir
molt	ADVgen	moult
beaus	ADJqua	beau
”	PONpdr	”
“	PONpga	“
si	ADVgen	si
les	PROper	il
geta	VERcjg	jeter
sor	PRE	sor
une	DETndf	un
branche	NOMcom	branche
del	PRE.DETdef	de
chaisne	NOMcom	chaisne
,	PONfbl	,
si	ADVgen	si
remeist	VERcjg	remanoir
la	DETdef	le
pendanz	VERppa	pendre
et	CONcoo	et
li	DETdef	le
mule	NOMcom	mule
sor	PRE	sor
que	PROrel	que
il	PROper	il
seoit	VERcjg	sëoir
s'	PROper	soi
en	PROadv	en
passa	VERcjg	passer
utre	ADVgen	outre
.	PONfrt	.

Si	ADVgen	si
vint	VERcjg	venir
Joab	NOMpro	Joab
li	DETdef	le
conestables	NOMcom	conestable
son	DETpos	son
peire	NOMcom	père
si	ADVgen	si
li	PROper	il
ficha	VERcjg	fichier
trois	DETcar	trois
lances	NOMcom	lance
parmi	PRE	parmi
lo	DETdef	le
cors	NOMcom	corps
si	ADVgen	si
l'	PROper	il
ocist	VERcjg	ocire
.	PONfrt	.

Absalon	NOMpro	Absalon
ço	PROdem	ce
sone	VERcjg	soner
en	PRE	en
latinpax	NOMcom	latinpal
patris	VERppe	patrir
,	PONfbl	,
la	DETdef	le
pais	NOMcom	paix
del	PRE.DETdef	de
peire	NOMcom	père
,	PONfbl	,
nient	ADVgen	néant
por	PRE	por
ço	PROdem	ce
qu'	CONsub	que
il	PROper	il
øüst	VERcjg	savoir
nule	DETind	nul
pais	NOMcom	paix
envers	PRE	envers
søn	DETpos	son
peire	NOMcom	père
,	PONfbl	,
mais	CONcoo	mais
ses	DETpos	son
peire	NOMcom	père
l'	PROper	il
avoit	VERcjg	avoir
envers	PRE	envers
lui	PROper	il
,	PONfbl	,
car	CONcoo	car
mult	ADVgen	moult
l'	PROper	il
ama	VERcjg	amer
et	CONcoo	et
mult	ADVgen	moult
demena	VERcjg	demener
grant	ADJqua	grant
doel	NOMcom	deuil
por	PRE	por
sa	DETpos	son
mort	NOMcom	mort
.	PONfrt	.

Ensement	ADVgen	ensement
Judas	NOMpro	Judas
li	DETdef	le
traïtres	NOMcom	träitor
,	PONfbl	,
il	PROper	il
fu	VERcjg	estre
Absalon	NOMpro	Absalon
,	PONfbl	,
la	DETdef	le
pais	NOMcom	paix
del	PRE.DETdef	de
peire	NOMcom	père
,	PONfbl	,
par	PRE	par
figure	NOMcom	figure
,	PONfbl	,
car	CONcoo	car
il	PROper	il
portaJhesu	VERcjg	portesir
Christo	NOMpro	Christon
,	PONfbl	,
qui	PROrel	que
ses	DETpos	son
peires	NOMcom	père
estoit	VERcjg	estre
speritalment	ADVgen	esperitalement
,	PONfbl	,
la	DETdef	le
pais	NOMcom	paix
en	PRE	en
la	DETdef	le
boche	NOMcom	boche
dunt	PROrel	dont
il	PROper	il
le	PROper	il
baisa	VERcjg	baiser
.	PONfrt	.

Mais	CONcoo	mais
il	PROper	il
n'	ADVneg	ne
en	PROadv	en
avoit	VERcjg	avoir
nient	ADVgen	néant
el	PRE.DETdef	en
cuer	NOMcom	cuer
,	PONfbl	,
car	CONcoo	car
il	PROper	il
le	PROper	il
guarria	VERcjg	guérir
et	CONcoo	et
traita	VERcjg	traiter
avoec	PRE	avuec
les	DETdef	le
Judeus	NOMpro	Juif
qu'	CONsub	que
il	PROper	il
li	PROper	il
tolsist	VERcjg	tolir
son	DETpos	son
regne	NOMcom	règne
.	PONfrt	.

Mais	CONcoo	mais
ensement	ADVgen	ensement
cum	CONsub	comme
il	PROper	il
et	CONcoo	et
Absalon	NOMpro	Absalon
furent	VERcjg	estre
semblant	VERppa	sembler
en	PRE	en
felunnie	NOMcom	félonie
,	PONfbl	,
cil	PROdem	cel
de	PRE	de
son	DETpos	son
peire	NOMcom	père
guerrïer	VERinf	guerroyer
et	CONcoo	et
cist	PROdem	cest
de	PRE	de
sonSegnor	NOMcom	soigneur
Deu	NOMpro	Dieu
traïr	VERinf	träir
et	CONcoo	et
vendre	VERinf	vendre
et	CONcoo	et
livrer	VERinf	livrer
as	PRE.DETdef	à.le
Judeus	NOMpro	Juif
,	PONfbl	,
ensement	ADVgen	ensement
ourent	VERcjg	avoir
il	PROper	il
une	DETndf	un
maniere	NOMcom	manière
de	PRE	de
male	ADJqua	mal
mort	VERppe	mourir
,	PONfbl	,
car	CONcoo	car
cil	PROdem	cel
fu	VERcjg	estre
penduz	VERppe	pendre
al	PRE.DETdef	à.le
casne	NOMcom	casne
Rogel	NOMpro	Rogel
et	CONcoo	et
cist	DETdem	cest
altres	PROind	autre
,	PONfbl	,
Judas	NOMpro	Judas
,	PONfbl	,
quant	CONsub	cant
il	PROper	il
vit	VERcjg	vëoir
queChristusses	ADJqua	quérite
maistres	NOMcom	maître
par	PRE	par
lui	PROper	il
fu	VERcjg	estre
traïz	VERppe	träir
et	CONcoo	et
livré	VERppe	livrer
a	PRE	a
mort,abiit	NOMcom	mortabi
,	PONfbl	,
ço	PROdem	ce
dist	VERcjg	dire
l'	DETdef	le
Ewangelie,et	NOMpro	Evangelie
laqueo	PROrel	laque
se	PROper	soi
suspendit	VERcjg	soupendre
.	PONfrt	.

Il	PROper	il
ala	VERcjg	aller
,	PONfbl	,
ço	PROdem	ce
dist	VERcjg	dire
,	PONfbl	,
si	ADVgen	si
se	PROper	soi
pendi	VERcjg	pendre
a	PRE	a
un	DETndf	un
laz	NOMcom	laz
.	PONfrt	.

Reparez	VERcjg	repairer
autre	DETind	autre
titele	NOMcom	tetele
.	PONfrt	.

Quant	CONsub	quand
il	PROper	il
fuï	VERcjg	fuir
,	PONfbl	,
ço	PROdem	ce
dist	VERcjg	dire
,	PONfbl	,
de	PRE	de
la	DETdef	le
face	NOMcom	face
Absalon	NOMpro	Absalon
son	DETpos	son
fil	NOMcom	fil
.	PONfrt	.

Quant	ADVint	quand
fu	VERcjg	estre
ço	PROdem	ce
?	PONfrt	?

Quant	CONsub	quand
Absalon	NOMpro	Absalon
le	PROper	il
volt	VERcjg	vouloir
ocire	VERinf	occire
.	PONfrt	.

Et	CONcoo	et
nostre	DETpos	notre
Sire	NOMcom	seignor
Jhesus	NOMpro	Jésus
s'	PROper	soi
en	PROadv	en
fu	VERcjg	estre
speritalment	ADVgen	esperitalement
de	PRE	de
la	DETdef	le
faceJudequant	NOMcom	facejude
il	PROper	il
li	PROper	il
dona	VERcjg	doner
la	DETdef	le
sope	NOMcom	sope
en	PRE	en
la	DETdef	le
cene	NOMcom	cène
,	PONfbl	,
car	CONcoo	car
ço	PROdem	ce
dist	VERcjg	dire
l'	DETdef	le
Ewangelies	NOMpro	Evangelie
:Statim	ETR	Statin
post	ADJqua	post
buccellam	NOMcom	bouchellam
introivit	VERcjg	entroivre
Sathanas	NOMpro	Satan
in	PRE	en
cor	NOMcom	cor
Jude	NOMpro	Jude
.	PONfrt	.

Lors	ADVgen	lors
,	PONfbl	,
ço	PROdem	ce
dist	VERcjg	dire
,	PONfbl	,
aprés	PRE	après
le	DETdef	le
morsel	NOMcom	morsel
li	DETdef	le
entraSathanasel	ADJqua	entrasathasel
cuer	NOMcom	cuer
.	PONfrt	.

Et	CONcoo	et
dunc	ADVgen	donc
s'	PROper	soi
en	PROadv	en
fuïChristusli	VERcjg	furister
voirs	ADJqua	voir
Davida	NOMpro	Davida
facie	VERppe	facier
Absalon	NOMpro	Absalon
,	PONfbl	,
ço	PROdem	ce
estde	VERcjg	ester
Juda	NOMpro	Juda
,	PONfbl	,
car	CONcoo	car
entre	PRE	entre
lui	PROper	il
et	CONcoo	et
le	DETdef	le
diable	NOMcom	diable
ne	ADVneg	ne
poent	VERcjg	pouvoir
ensemble	ADVgen	ensemble
manoir	VERinf	manoir
.	PONfrt	.

Or	ADVgen	or
esguarduns	VERcjg	égarder
un	DETndf	un
grant	ADJqua	grant
sacrament	NOMcom	sacrement
et	CONcoo	et
une	DETndf	un
grande	ADJqua	grand
mervelle	NOMcom	merveille
de	PRE	de
Deu.Christussist	NOMpro	Devussist
en	PRE	en
sa	DETpos	son
cene	NOMcom	cène
etaccepit	VERppe	ettacher
panem	VERcjg	pener
,	PONfbl	,
si	ADVgen	si
prist	VERcjg	prendre
del	PRE.DETdef	de
pain	NOMcom	pain
,	PONfbl	,
ço	PROdem	ce
dist.Benedixit	VERcjg	distenir
il	PROper	il
le	PROper	il
beneï.Fregit	VERcjg	benévir
il	PROper	il
le	DETdef	le
froissa.Dedit	ADJqua	froissandit
discipulis	NOMcom	disciplis
suis	VERcjg	être
il	PROper	il
le	PROper	il
dona	VERcjg	doner
a	PRE	a
ses	DETpos	son
disciples.Accipite	NOMcom	disciplisepte
et	CONcoo	et
comedite	VERppe	commadire
.	PONfrt	.

Prendez	VERcjg	prendre
,	PONfbl	,
ço	PROdem	ce
dist	VERcjg	dire
,	PONfbl	,
si	ADVgen	si
mangiez.Hoc	ADVgen	mangieux
est	VERcjg	estre
corpus	ETR	corpous
meum	ETR	MeUS
.	PONfrt	.

Car	CONcoo	car
ço	PROdem	ce
est	VERcjg	estre
mes	DETpos	mon
cors.Petrusen	NOMcom	corsorprosen
manja	VERcjg	mangier
si	ADVgen	si
fu	VERcjg	estre
sauf,Johannes	VERppa	saufier
,	PONfbl	,
Andreaset	NOMpro	Andraset
tot	DETind	tot
li	DETdef	le
autre	PROind	autre
en	PROadv	en
mangerent	VERcjg	manger
et	CONcoo	et
furent	VERcjg	estre
sauf	ADJqua	sauf
;	PONfbl	;
Judas	NOMpro	Judas
en	PROadv	en
manja	VERcjg	mangier
si	ADVgen	si
fu	VERcjg	estre
perduz	VERppe	perdre
.	PONfrt	.

Et	CONcoo	et
loés	ADVgen	luès
,	PONfbl	,
ço	PROdem	ce
dist	VERcjg	dire
,	PONfbl	,
avoec	PRE	avuec
le	DETdef	le
morsel	NOMcom	morsel
li	PROper	il
entra	VERcjg	entrer
li	DETdef	le
diables	NOMcom	diable
el	PRE.DETdef	en
cors	NOMcom	corps
.	PONfrt	.

Cum	CONsub	comme
orible	ADJqua	orible
cose	NOMcom	chose
ço	PROdem	ce
est	VERcjg	estre
,	PONfbl	,
et	CONcoo	et
cum	CONsub	comme
grande	ADJqua	grand
cose	NOMcom	chose
ço	PROdem	ce
est	VERcjg	estre
de	PRE	de
nostre	DETpos	notre
Segnor	NOMcom	seigneur
,	PONfbl	,
qu'	CONsub	que
il	PROper	il
tot	PROind	tot
mangierentensembleunum	VERcjg	mangierbaner
et	CONcoo	et
verum	VERcjg	voir
corpus	ETR	corpous
Dominiet	NOMpro	Dominiet
tot	ADVgen	tot
furent	VERcjg	estre
sauf	ADJqua	sauf
,	PONfbl	,
et	CONcoo	et
li	DETdef	le
suls	ADJqua	seul
caitis	ADJqua	chétif
Judas	NOMpro	Judas
,	PONfbl	,
qui	PROrel	que
de	PRE	de
la	DETdef	le
mainChristi	ETR	mainchistis
Filii	NOMcom	filius
Dei	NOMpro	Dieu
viviprist	VERcjg	vivier
cel	DETdem	cil
meïsmecorpus	ADVgen	maismecoup
Dominique	NOMpro	Daminique
li	DETdef	le
autre	PROind	autre
,	PONfbl	,
si	ADVgen	si
fu	VERcjg	estre
perduz	VERppe	perdre
.	PONfrt	.

Li	DETdef	le
autre	PROind	autre
en	PRE	en
pristrentvitamet	VERcjg	pristrentamet
ilmortem	ETR	ilmort
,	PONfbl	,
li	DETdef	le
autresalutemet	ADVgen	autresautement
ilperpetuam	ETR	ilperpagn
dampnationem	ETR	Dampatione
.	PONfrt	.

Deus	NOMpro	Dieu
!	PONfrt	!

cum	CONsub	comme
dure	ADJqua	dur
parole	NOMcom	parole
a	VERcjg	avoir
ci	ADVgen	ci
.	PONfrt	.

Mais	CONcoo	mais
nos	PROper	nos
devuns	VERcjg	devoir
savoir	VERinf	savoir
que	CONsub	que
solunc	PRE	selon
la	DETdef	le
conscience	NOMcom	conscience
de	PRE	de
l'	DETdef	le
home	NOMcom	ome
li	DETdef	le
tornecorpus	NOMcom	tornocorpeus
Dominiquant	NOMpro	Daminiquant
il	PROper	il
le	PROper	il
prent	VERcjg	prendre
.	PONfrt	.

S'	CONsub	se
il	PROper	il
a	VERcjg	avoir
bone	ADJqua	bon
conscience	NOMcom	conscience
et	CONcoo	et
saine	ADJqua	sain
et	CONcoo	et
nete	ADJqua	net
,	PONfbl	,
hardiement	ADVgen	hardiment
le	PROper	il
poet	VERcjg	pouvoir
prendre	VERinf	prendre
,	PONfbl	,
car	CONcoo	car
ço	PROdem	ce
dist	VERcjg	dire
Deus	NOMpro	Dieu
,	PONfbl	,
qui	PROrel	que
mentir	VERinf	mentir
ne	ADVneg	ne
seit	VERcjg	être
:Qui	PROrel	que
manducat	VERcjg	manducer
carnem	NOMcom	charne
meam	NOMcom	miem
et	CONcoo	et
bibit	NOMcom	bibit
meum	ETR	MeUS
sanguinem	ETR	sanguine
habet	NOMcom	habet
vitam	ETR	VIVO
eternam	VERcjg	atterner
.	PONfrt	.

Mais	CONcoo	mais
qui	PROrel	que
hardiz	ADJqua	hardi
pechieres	NOMcom	pechière
est	VERcjg	estre
,	PONfbl	,
qui	PROrel	que
nule	DETind	nul
hunte	NOMcom	honte
n'	ADVneg	ne
a	VERcjg	avoir
de	PRE	de
son	DETpos	son
pechié	VERppe	pechié
,	PONfbl	,
ne	CONcoo	ne
envers	PRE	envers
Deu	NOMpro	Dieu
ne	CONcoo	ne
envers	PRE	envers
le	DETdef	le
secle	NOMcom	siècle
,	PONfbl	,
ainz	ADVgen	ainz
est	VERcjg	estre
passez	VERppe	passer
parmi	PRE	parmi
les	DETdef	le
deus	ADJcar	deux
manieres	NOMcom	manière
de	PRE	de
mort	NOMcom	mort
dunt	PROrel	dont
dit	VERppe	dire
avuns	VERcjg	avoir
la	DETdef	le
desure,delectationem	NOMcom	dessuretatione
,	PONfbl	,
operationem	NOMcom	operatione
,	PONfbl	,
si	ADVgen	si
est	VERcjg	estre
venuz	VERppe	venir
en	PRE	en
la	DETdef	le
tierce,in	NOMcom	terçoin
usum	NOMcom	osom
,	PONfbl	,
u	PROrel	où
il	PROper	il
put	VERcjg	pöoir
toz	ADVgen	tot
si	ADVgen	si
cum	CONsub	comme
fistLazarus	NOMcom	fistarar
quatriduanuski	DETcar	catridoncie
quatre	DETcar	quatre
jors	NOMcom	jour
avoit	VERcjg	avoir
jut	VERppe	jesir
el	PRE.DETdef	en
sepulchre	NOMcom	sépulcre
,	PONfbl	,
et	CONcoo	et
n'	ADVneg	ne
est	VERcjg	estre
en	PRE	en
nul	DETind	nul
porpens	NOMcom	porpens
d'	PRE	de
amender	VERinf	amender
les	DETdef	le
viez	ADJqua	viez
pechiez	NOMcom	pechié
einz	ADVgen	ainz
est	VERcjg	estre
en	PRE	en
aguait	NOMcom	agait
et	CONcoo	et
en	PRE	en
porchaz	NOMcom	porchat
qu'	PROrel	que
il	PROper	il
face	VERcjg	faire
des	PRE.DETdef	de.le
noveaus	NOMcom	noveau
,	PONfbl	,
certes	ADVgen	certes
cilsepoet	VERcjg	cilseper
mult	ADVgen	moult
doterne	ADJqua	doterne
cum	CONsub	comme
accipit	NOMcom	accipit
vitam	ETR	VIVO
incurrat	VERcjg	encourir
in	PRE	en
mortem	ETR	mort
entros	ADVgen	entros
qu'	CONsub	que
il	PROper	il
prent	VERcjg	prendre
la	DETdef	le
vie	NOMcom	vie
qu'	CONsub	que
il	PROper	il
ne	ADVneg	ne
cure	VERcjg	courir
en	PRE	en
la	DETdef	le
mort	NOMcom	mort
.	PONfrt	.

Aprés	ADVgen	après
dist	VERcjg	dire
:	PONfbl	:
Joab	NOMpro	Joab
ocist	VERcjg	ocire
Absalon	NOMpro	Absalon
de	PRE	de
trois	DETcar	trois
lances	NOMcom	lance
.	PONfrt	.

Et	CONcoo	et
Judas	NOMpro	Judas
fu	VERcjg	estre
damnez	VERppe	damner
por	PRE	por
ço	PROdem	ce
qu'	CONsub	que
il	PROper	il
pecha	VERcjg	pécher
en	PRE	en
trois	DETcar	trois
persones,inPatrem	NOMcom	personnem
et	CONcoo	et
Filium	NOMcom	filius
et	CONcoo	et
Spiritum	NOMcom	spiritus
Sanctum	ETR	SanctUS
.	PONfrt	.

Venuns	VERcjg	venir
a	PRE	a
la	DETdef	le
letre	NOMcom	letre
.	PONfrt	.

David	NOMpro	David
fait	VERcjg	faire
cest	DETdem	cest
psalme	NOMcom	psalme
por	PRE	por
ço	PROdem	ce
que	CONsub	que
Deus	NOMpro	Dieu
le	PROper	il
delivra	VERcjg	délivrer
de	PRE	de
la	DETdef	le
main	NOMcom	main
son	DETpos	son
fil	NOMcom	fil
Absalon	NOMpro	Absalon
et	CONcoo	et
de	PRE	de
sa	DETpos	son
gent	NOMcom	gent
.	PONfrt	.

Et	CONcoo	et
nostre	DETpos	notre
SireJhesus	NOMpro	Siréhus
Christus	NOMpro	Christ
,	PONfbl	,
li	DETdef	le
granz	ADJqua	grant
David	NOMpro	David
,	PONfbl	,
rent	VERcjg	rendre
graces	NOMcom	grâce
a	PRE	a
Deu	NOMpro	Dieu
le	DETdef	le
Peire	NOMcom	père
de	PRE	de
ço	PROdem	ce
qu'	CONsub	que
il	PROper	il
le	PROper	il
delivra	VERcjg	délivrer
de	PRE	de
latraïsum	NOMcom	latrasis
que	PROrel	que
Judas	NOMpro	Judas
li	PROper	il
fist	VERcjg	faire
,	PONfbl	,
et	CONcoo	et
des	PRE.DETdef	de.le
mains	NOMcom	main
des	PRE.DETdef	de.le
Judeus	NOMpro	Juif
,	PONfbl	,
par	PRE	par
la	DETdef	le
resurrectium	NOMcom	résurrection
,	PONfbl	,
si	ADVgen	si
dist	VERcjg	dire
si	ADVgen	si
faitement	ADVgen	faitement
:Domine	NOMcom	comine
,	PONfbl	,
quid	ETR	qui
multiplicati	VERppe	multipliciter
sunt	VERcjg	être
etc.	PROcar	etcent
Des	PRE.DETdef	de
Judeus	NOMpro	Juif
fu	VERcjg	estre
mult	ADVgen	moult
ki	PROrel	qui
Damnedeu	NOMpro	Damedieu
tormenteirent	VERcjg	tourmentir
,	PONfbl	,
car	CONcoo	car
il	PROper	il
furent	VERcjg	estre
tot	ADVgen	tot
assemblé	VERppe	assembler
encontre	PRE	encontre
lui.Tribulant	VERppa	livribolir
me	PROper	je
,	PONfbl	,
fait	VERcjg	faire
il,verbis	VERppe	illuerbir
,	PONfbl	,
par	PRE	par
lor	DETpos	lor
paroles	NOMcom	parole
,	PONfbl	,
car	CONcoo	car
il	PROper	il
dient	VERcjg	dire
:	PONfbl	:
Cist	DETdem	cest
hom	NOMcom	homme
ne	ADVneg	ne
vint	VERcjg	venir
unques	ADVgen	onques
de	PRE	de
Deu	NOMpro	Dieu
ki	PROrel	qui
ne	ADVneg	ne
guarde	VERcjg	garder
le	DETdef	le
sabat	NOMcom	sabat
.	PONfrt	.

Car	CONcoo	car
nostre	DETpos	notre
Sire	NOMcom	seignor
sanoit	VERcjg	saner
les	DETdef	le
malades	NOMcom	malade
et	CONcoo	et
faisoit	VERcjg	faire
les	DETdef	le
autres	ADJind	autre
bones	ADJqua	bon
ovres	NOMcom	oeuvre
autresi	ADVgen	autresi
bien	ADVgen	bien
par	PRE	par
le	DETdef	le
sabat	NOMcom	sabat
cum	CONsub	comme
par	PRE	par
altre	DETind	autre
jor	NOMcom	jor
.	PONfrt	.

Il	PROper	il
recevoit	VERcjg	recevoir
les	DETdef	le
pecheörs	NOMcom	pechëor
et	CONcoo	et
les	DETdef	le
pecheriz	NOMcom	péchériz
si	ADVgen	si
mangoit	VERcjg	manger
avoec	PRE	avuec
eaus	PROper	eux
,	PONfbl	,
et	CONcoo	et
li	DETdef	le
Judeu	NOMpro	Juif
li	PROper	il
distrent	VERcjg	dire
:Tu	CONsub	tou
Samaritanus	NOMpro	Samaritanus
es	VERcjg	être
.	PONfrt	.

Ço	PROdem	ce
est	VERcjg	estre
,	PONfbl	,
tu	PROper	tu
es	VERcjg	être
païns.Et	VERcjg	païendre
demonium	ADJqua	demonieme
habes	NOMcom	habe
.	PONfrt	.

Et	CONcoo	et
tu	PROper	tu
as	VERcjg	avoir
le	DETdef	le
diable	NOMcom	diable
el	PRE.DETdef	en
cors.Insurgunt	NOMcom	corsengurgont
adversum	VERcjg	adverser
mepar	ADVgen	mepar
faiz	VERppe	faire
,	PONfbl	,
car	CONcoo	car
collirent	VERcjg	cueillir
les	DETdef	le
pieres	NOMcom	pierre
dunt	PROrel	dont
il	PROper	il
le	PROper	il
voloient	VERcjg	voloir
lapider	VERinf	lapider
et	CONcoo	et
il	PROper	il
le	PROper	il
menerent	VERcjg	mener
sor	PRE	sor
un	DETndf	un
haut	ADJqua	haut
munt	NOMcom	mont
sil	ADVgen.PROper	si.le
voloient	VERcjg	voloir
jus	ADVgen	jus
trebuchier	VERinf	trebuchier
.	PONfrt	.

Mult	ADVgen	moult
dient	VERcjg	dire
a	PRE	a
men	DETpos	mon
ame	NOMcom	ame
:	PONfbl	:
N'	ADVneg	ne
est	VERcjg	estre
saluz	NOMcom	salu
a	PRE	a
lui	PROper	il
en	PRE	en
son	DETpos	son
Deu	NOMcom	dieu
.	PONfrt	.

MULTI	ETR	Multu
DICUNT	VERcjg	dire
ANIME	ETR	anem
MEE	ETR	met
;	PONfbl	;
NON	ADVneg	non
EST	VERcjg	estre
SALUS	ETR	Saxus
IPSI	ADVgen	ipsi
IN	ADVgen	in
DEO	PRE.DETdef	de.le
EIUS	NOMpro	Eusui
.	PONfrt	.

Multi	ADVgen	moulti
dicunt	VERcjg	dire
etc.Il	NOMcom	etchel
dist	VERcjg	dire
qu'	CONsub	que
il	PROper	il
estFilius	ADJqua	estilieux
Dei	NOMpro	Dieu
,	PONfbl	,
maisnon	NOMcom	maisnon
est	VERcjg	estre
salus	NOMcom	salut
ipsi	ADVgen	ipsi
in	PRE	en
Deo	NOMpro	Dieu
eius	NOMcom	ues
.	PONfrt	.

Ço	PROdem	ce
est	VERcjg	estre
,	PONfbl	,
Deus	NOMpro	Dieu
,	PONfbl	,
dunt	PROrel	dont
il	PROper	il
fait	VERcjg	faire
sun	DETpos	son
avoié	NOMcom	avoié
,	PONfbl	,
n'	ADVneg	ne
a	VERcjg	avoir
cure	NOMcom	cure
de	PRE	de
lui	PROper	il
.	PONfrt	.

Ben	ADVgen	bien
le	PROper	il
pouns	VERcjg	pouvoir
ocire	VERinf	occire
,	PONfbl	,
ja	ADVgen	ja
nel	ADVneg.PROper	ne
delivera	VERcjg	delivrer
de	PRE	de
nos	DETpos	notre
mains	NOMcom	main
.	PONfrt	.

Tu	PROper	tu
,	PONfbl	,
Sire	NOMcom	seignor
,	PONfbl	,
ies	VERcjg	être
mes	DETpos	mon
receveres	NOMcom	recevoire
et	CONcoo	et
ma	DETpos	mon
glorie	NOMcom	gloire
,	PONfbl	,
et	CONcoo	et
eshauçanz	VERppa	exhaucer
mun	DETpos	mon
chief	NOMcom	chief
.	PONfrt	.

TU	PROper	tu
AUTEM	VERcjg	autel
,	PONfbl	,
DOMINE	ETR	DOMINUS
,	PONfbl	,
SUSCEPTOR	PRE	surc
MEUS	NOMpro	Meus
ES	VERcjg	être
,	PONfbl	,
GLORIA	NOMpro	Glori
MEA	NOMpro	May
,	PONfbl	,
ET	CONcoo	et
EXALTANS	NOMpro	Etaltan
CAPUT	VERcjg	choir
MEUM	ETR	MiUM
.	PONfrt	.

Tu	PROper	tu
autem	VERcjg	auter
,	PONfbl	,
Domine	NOMcom	domine
etc.	ETR	etc.
Susceptor	NOMpro	Suscept
meus	ADVgen	mus
,	PONfbl	,
ço	PROdem	ce
estmedicus	VERcjg	étider
meus	NOMcom	moius
,	PONfbl	,
mes	DETpos	mon
mires	NOMcom	mire
,	PONfbl	,
qui	PROrel	que
me	PROper	je
guaristra	VERcjg	guérir
mes	DETpos	mon
plaies	NOMcom	plaie
que	PROrel	que
li	DETdef	le
Judeu	NOMpro	Juif
me	PROper	je
funt	VERcjg	faire
es	PRE.DETdef	en.le
mains	NOMcom	main
et	CONcoo	et
es	PRE.DETdef	en.le
piez	NOMcom	pié
et	CONcoo	et
es	PRE.DETdef	en.le
costezcrucifigendo	NOMcom	costecrifiende
et	CONcoo	et
occidendo	NOMcom	occident
.	PONfrt	.

Mais	CONcoo	mais
ne	ADVneg	ne
mepoent	VERcjg	mouvoir
greveir	VERinf	grever
,	PONfbl	,
cartu	NOMcom	cartu
es	PRE.DETdef	en.le
gloria	NOMcom	glorie
mea	NOMcom	mie
,	PONfbl	,
resuscitando	NOMcom	ressuscitant
de	PRE	de
morte	NOMcom	morte
et	CONcoo	et
sepulcro	NOMcom	sépulcre
;	PONfbl	;
ki	PROrel	qui
me	PROper	je
resuscitas	VERcjg	ressusciter
de	PRE	de
la	DETdef	le
mort	NOMcom	mort
et	CONcoo	et
del	PRE.DETdef	de
sepulcre	NOMcom	sépulcre
me	PROper	je
relevas.Et	VERcjg	relevasser
exaltans	VERppa	exalter
