MAISTRE	NOMcom	maistre
eusse	VERcjg	avoir
dit	VERppe	dire
“	PONpga	“
la	DETdef	le
main	NOMcom	main
sur	PRE	sur
le	DETdef	le
pot	NOMcom	pot
!	PONfrt	!

”	PONpdr	”
,	PONfbl	,
par	PRE	par
ce	PROdem	ce
dit	VERppe	dire
mon	DETpos	mon
denier	NOMcom	denier
me	PROper	je
fust	VERcjg	estre
demeuré	VERppe	demeurer
.	PONfrt	.

Au	PRE.DETdef	a
fort	ADJqua	fort
,	PONfbl	,
est	VERcjg	estre
ce	PROdem	ce
bien	ADVgen	bien
labouré	VERppe	labourer
?	PONfrt	?

Dieu	NOMpro	Dieu
et	CONcoo	et
luy	PROper	lui
partiront	VERcjg	partir
ensemble	ADVgen	ensemble
ce	DETdem	ce
denier	NOMcom	denier
la	ADVgen	là
,	PONfbl	,
se	CONsub	se
bon	ADJqua	bon
leur	PROper	leur
semble	VERcjg	sembler
,	PONfbl	,
car	CONcoo	car
c'	PROdem	ce
est	VERcjg	estre
tout	DETind	tout
quant	PROrel	cant
qu'	PROrel	que
ilz	PROper	il
en	PROadv	en
auront	VERcjg	avoir
,	PONfbl	,
ja	ADVgen	ja
si	ADVgen	si
bien	ADVgen	bien
chanter	VERinf	chanter
ne	ADVneg	ne
sçauront	VERcjg	scavoir
,	PONfbl	,
ne	CONcoo	ne
pour	PRE	pour
crier	VERinf	crïer
ne	CONcoo	ne
pour	PRE	pour
brester	VERinf	brester
.	PONfrt	.

GUILLEMETTE	NOMpro	Guillemet
Comment	ADVint	comment
l'	PROper	il
a	VERcjg	avoir
il	PROper	il
voulu	VERppe	vouloir
prester	VERinf	prester
,	PONfbl	,
luy	PROper	lui
qui	PROrel	que
est	VERcjg	estre
ung	DETndf	un
homs	NOMcom	homme
si	ADVgen	si
rebelle	ADJqua	rebelle
?	PONfrt	?

PATHELIN	NOMcom	patilin
Par	PRE	par
saincte	ADJqua	saint
Marie	NOMpro	Marie
la	DETdef	le
belle	ADJqua	beau
,	PONfbl	,
je	PROper	je
l'	PROper	il
ay	VERcjg	avoir
armé	VERppe	armer
et	CONcoo	et
blasonné	VERppe	blasonner
si	ADVgen	si
qu'	CONsub	que
il	PROper	il
le	PROper	il
m'	PROper	je
a	VERcjg	avoir
presque	ADVgen	près
donné	VERppe	donner
Je	PROper	je
luy	PROper	lui
disoye	VERcjg	dire
que	CONsub	que
son	DETpos	son
feu	ADJqua	feu
pere	NOMcom	père
fut	VERcjg	être
si	ADVgen	si
vaillant.“Ha	ADJqua	vaillant
!	PONfrt	!

fais	VERcjg	faire
je	PROper	je
,	PONfbl	,
frere	NOMcom	frère
,	PONfbl	,
qu'	PROint	que
estes	VERcjg	estre
vous	PROper	vous
de	PRE	de
bon	ADJqua	bon
parentaige	NOMcom	parentage
!	PONfrt	!

Vous	PROper	vous
estes	VERcjg	estre
,	PONfbl	,
fais	VERcjg	faire
je	PROper	je
,	PONfbl	,
du	PRE.DETdef	de.le
lignaige	NOMcom	lignage
d'	PRE	de
icy	ADVgen	ici
entour	PRE	entour
plus	ADVgen	plus
a	PRE	a
louer	VERinf	louer
.	PONfbl	.
”	PONpdr	”
Mais	CONcoo	mais
je	PROper	je
puisse	VERcjg	pöoir
Dieu	NOMpro	Dieu
avouer	VERinf	avouer
s'	CONsub	se
il	PROper	il
n'	ADVneg	ne
est	VERcjg	estre
attrait	VERppe	attraire
d'	PRE	de
une	DETndf	un
peaultraille	NOMcom	peautraille
,	PONfbl	,
la	DETdef	le
plus	ADVgen	plus
rebelle	ADJqua	rebelle
villenaille	NOMcom	villaille
qui	PROrel	que
soit	VERcjg	estre
,	PONfbl	,
se	PROdem	ce
croy	VERcjg	croire
je	PROper	je
,	PONfbl	,
en	PRE	en
ce	DETdem	ce
royaume	NOMcom	royaume
!	PONfrt	!

“	PONpga	“
Ha	INJ	ha
!	PONfrt	!

fais	VERcjg	faire
je	PROper	je
,	PONfbl	,
mon	DETpos	mon
amy	NOMcom	ami
Guillaume	NOMpro	Guillaume
,	PONfbl	,
que	PROrel	que
resemblez	VERcjg	ressembler
vous	PROper	vous
bien	ADVgen	bien
de	PRE	de
chiere	NOMcom	chiere
et	CONcoo	et
du	PRE.DETdef	de.le
tout	PROind	tout
a	PRE	a
vostre	DETpos	vostre
bon	ADJqua	bon
pere	NOMcom	père
!	PONfrt	!

”	PONpdr	”
Dieu	NOMpro	Dieu
sçay	VERcjg	savoir
comme	CONsub	comme
j'	PROper	je
eschaffauldoye	VERcjg	échafaudouir
,	PONfbl	,
et	CONcoo	et
a	PRE	a
la	DETdef	le
fois	NOMcom	fois
j'	PROper	je
entrelardoye	VERcjg	entrelarder
en	PRE	en
parlant	VERppa	parler
de	PRE	de
sa	DETpos	son
drapperie	NOMcom	drapire
!	PONfrt	!

“	PONpga	“
Et	CONcoo	et
puis	ADVgen	puis
,	PONfbl	,
fais	VERcjg	faire
je	PROper	je
,	PONfbl	,
saincte	ADJqua	saint
Marie	NOMpro	Marie
,	PONfbl	,
comment	ADVint	comment
prestoit	VERcjg	prêter
il	PROper	il
doulcement	ADVgen	doucement
ses	DETpos	son
denrees	NOMcom	denree
,	PONfbl	,
si	ADVgen	si
humblement	ADVgen	humblement
!	PONfrt	!

C'	PROdem	ce
estes	VERcjg	estre
vous	PROper	vous
,	PONfbl	,
fais	VERcjg	faire
je	PROper	je
,	PONfbl	,
tout	ADVgen	tout
crachié	VERppe	crachier
!	PONfrt	!

”	PONpdr	”
Toutesfois	ADVgen	toutefois
,	PONfbl	,
on	PROind	on
eust	VERcjg	avoir
arrachié	VERppe	arrachier
les	DETdef	le
dens	NOMcom	dent
du	PRE.DETdef	de.le
villain	ADJqua	vilain
marsouyn	NOMcom	marsouin
son	DETpos	son
feu	ADJqua	feu
pere	NOMcom	père
,	PONfbl	,
et	CONcoo	et
du	PRE.DETdef	de.le
babouyn	NOMcom	babouin
,	PONfbl	,
le	DETdef	le
filz	NOMcom	fil
,	PONfbl	,
avant	PRE	avant
qu'	CONsub	que
il	PROper	il
en	PROadv	en
prestassent	VERcjg	prêter
cecy	PROdem	cest
,	PONfbl	,
ne	CONcoo	ne
que	CONsub	que
ung	DETndf	un
beau	ADJqua	beau
mot	NOMcom	mot
parlassent	VERcjg	parler
.	PONfrt	.

Mais	CONcoo	mais
,	PONfbl	,
au	PRE.DETdef	a
fort	NOMcom	fort
,	PONfbl	,
ay	VERcjg	avoir
je	PROper	je
tant	ADVgen	tant
bretté	NOMcom	breté
et	CONcoo	et
parlé	VERppe	parler
qu'	CONsub	que
il	PROper	il
m'	PROper	je
en	PROadv	en
a	VERcjg	avoir
presté	VERppe	prester
six	DETcar	six
aulnes	NOMcom	aune
.	PONfrt	.

GUILLEMETTEVoire	NOMpro	Guilleume
,	PONfbl	,
a	PRE	a
jamais	ADVgen	jamais
rendre	VERinf	rendre
!	PONfrt	!

PATHELIN	NOMcom	patilin
Ainsi	ADVgen	ainsi
le	PROper	il
devez	VERcjg	devoir
vous	PROper	vous
entendre	VERinf	entendre
.	PONfrt	.

Rendrë	VERinf	rendre
?	PONfrt	?

On	PROind	on
luy	PROper	lui
rendra	VERcjg	rendre
le	DETdef	le
dyable	NOMcom	diable
!	PONfrt	!

GUILLEMETTE	NOMcom	guilleme
Il	PROimp	il
m'	PROper	je
est	VERcjg	estre
souvenu	VERppe	souvenir
de	PRE	de
la	DETdef	le
fable	NOMcom	fable
du	PRE.DETdef	de.le
corbiau	NOMcom	corbeau
qui	PROrel	que
estoit	VERcjg	estre
assis	VERppe	assëoir
sur	PRE	sur
une	DETndf	un
croix	NOMcom	croix
de	PRE	de
cinq	DETcar	cinq
a	PRE	a
six	DETcar	six
toises	NOMcom	toise
de	PRE	de
hault	ADJqua	haut
,	PONfbl	,
lequel	PROrel	lequel
tenoit	VERcjg	tenir
ung	DETndf	un
fromage	NOMcom	formage
au	PRE.DETdef	a
bec	NOMcom	bec
.	PONfrt	.

La	ADVgen	là
venoit	VERcjg	venir
ung	DETndf	un
renard	NOMcom	renard
qui	PROrel	que
vit	VERcjg	vëoir
ce	DETdem	ce
froumaige	NOMcom	fromage
;	PONfbl	;
pença	VERcjg	penser
a	PRE	a
luy:“Comment	ADVgen	luitiem
l'	PROper	il
aurai	VERcjg	avoir
ge	PROper	je
?	PONfrt	?

”	PONpdr	”
Lors	ADVgen	lors
se	PROper	soi
mist	VERcjg	mettre
dessoubz	PRE	dessous
le	DETdef	le
corbeau	NOMcom	courbeau
.	PONfrt	.

“	PONpga	“
Ha	INJ	ha
,	PONfbl	,
fist	VERcjg	faire
il	PROper	il
,	PONfbl	,
tant	ADVgen	tant
as	VERcjg	avoir
le	DETdef	le
corps	NOMcom	corps
beau	ADJqua	beau
et	CONcoo	et
ton	DETpos	ton
chant	NOMcom	chant
plain	ADJqua	plein
de	PRE	de
melodie	NOMcom	mélodie
!	PONfrt	!

”	PONpdr	”
Le	DETdef	le
corbeau	NOMcom	courbeau
par	PRE	par
sa	DETpos	son
cornardie	NOMcom	cornardie
,	PONfbl	,
oyant	VERppa	ouïr
son	DETpos	son
chant	NOMcom	chant
ainsi	ADVgen	ainsi
vanter	VERinf	vanter
,	PONfbl	,
si	ADVgen	si
ouvrist	VERcjg	ouvrir
le	DETdef	le
bec	NOMcom	bec
pour	PRE	pour
chanter	VERinf	chanter
et	CONcoo	et
son	DETpos	son
fromaige	NOMcom	formage
chet	VERcjg	choir
a	PRE	a
terre	NOMcom	terre
.	PONfrt	.

Et	CONcoo	et
maistre	NOMcom	maître
Renard	VERcjg	renarder
le	PROper	il
vous	PROper	vous
serre	VERcjg	serrer
a	PRE	a
bonnes	ADJqua	bon
dens	NOMcom	dent
et	CONcoo	et
si	ADVgen	si
l'	PROper	il
emporte	VERcjg	emporter
.	PONfrt	.

Ainsi	ADVgen	ainsi
est	VERcjg	estre
il	PROper	il
,	PONfbl	,
je	PROper	je
m'	PROper	je
en	PROadv	en
fais	VERcjg	faire
forte	ADJqua	fort
,	PONfbl	,
de	PRE	de
ce	DETdem	ce
drap	NOMcom	drap
:	PONfbl	:
vous	PROper	vous
l'	PROper	il
avez	VERcjg	avoir
happé	VERppe	happer
par	PRE	par
blasonner	VERinf	blasonner
,	PONfbl	,
et	CONcoo	et
attrappé	VERppe	attraper
en	PRE	en
luy	PROper	lui
usant	VERppa	user
de	PRE	de
beau	ADJqua	beau
langaige	NOMcom	langage
,	PONfbl	,
comme	CONsub	comme
fist	VERcjg	faire
Renard	NOMcom	renard
du	PRE.DETdef	de.le
froumaige	NOMcom	fromage
;	PONfbl	;
vous	PROper	vous
l'en	PROind	loin
avez	VERcjg	avoir
prins	VERppe	prendre
par	PRE	par
la	DETdef	le
moe	NOMcom	möe
.	PONfrt	.

PATHELIN	NOMcom	patilin
Il	PROper	il
doit	VERcjg	devoir
venir	VERinf	venir
manger	VERinf	manger
de	PRE	de
l'	DETdef	le
oye	NOMcom	oie
,	PONfbl	,
mais	CONcoo	mais
vecy	PRE	veci
qu'	PROrel	que
il	PROimp	il
nous	PROper	nous
fauldra	VERcjg	falir
faire	VERinf	faire
.	PONfrt	.

Je	PROper	je
suis	VERcjg	être
certain	ADJqua	certain
qu'	CONsub	que
il	PROper	il
viendra	VERcjg	venir
braire	VERinf	braire
pour	PRE	pour
avoir	VERinf	avoir
argent	NOMcom	argent
promptement	ADVgen	promptement
.	PONfrt	.

J'	PROper	je
ay	VERcjg	avoir
pensé	VERppe	penser
bon	ADJqua	bon
appointtement	NOMcom	appointement
:	PONfbl	:
il	PROimp	il
escouvient	VERcjg	esconvenir
que	CONsub	que
je	PROper	je
me	PROper	je
couche	VERcjg	couchier
,	PONfbl	,
comme	CONsub	comme
malade	ADJqua	malade
,	PONfbl	,
sur	PRE	sur
ma	DETpos	mon
couche	NOMcom	couche
,	PONfbl	,
et	CONcoo	et
,	PONfbl	,
quant	CONsub	cant
il	PROper	il
viendra	VERcjg	venir
,	PONfbl	,
vous	PROper	vous
direz	VERcjg	dire
:	PONfbl	:
“	PONpga	“
Ha	INJ	ha
!	PONfrt	!

parlez	VERcjg	parler
bas	ADVgen	bas
!	PONfrt	!

”	PONpdr	”
et	CONcoo	et
gemirez	VERcjg	gemir
en	PRE	en
faisant	VERppa	faire
une	DETndf	un
chere	ADJqua	cher
fade	NOMcom	fe
.	PONfrt	.

“	PONpga	“
Las	ADJqua	las
!	PONfrt	!

ferez	VERcjg	faire
vous	PROper	vous
,	PONfbl	,
il	PROper	il
est	VERcjg	estre
malade	ADJqua	malade
passé	VERppe	passer
deux	DETcar	deux
moys	NOMcom	mois
ou	CONcoo	o
six	DETcar	six
sepmaines	NOMcom	semaine
.	PONfbl	.
”	PONpdr	”
Et	CONcoo	et
s'	CONsub	se
i	PROper	il
vous	PROper	vous
dit:“Ce	NOMcom	ditice
sont	VERcjg	estre
trudaines	NOMcom	troudaine
,	PONfbl	,
il	PROper	il
vient	VERcjg	venir
d'	PRE	de
avec	PRE	avec
moy	PROper	moi
tout	ADVgen	tout
venant	VERppa	venir
!	PONfrt	!

”	PONpdr	”
“	PONpga	“
Helas	ADVgen	elà
!	PONfrt	!

ce	PROdem	ce
n'	ADVneg	ne
est	VERcjg	estre
pas	ADVneg	pas
maintenant	ADVgen	maintenant
,	PONfbl	,
ferez	VERcjg	faire
vous	PROper	vous
,	PONfbl	,
qu'	CONsub	que
il	PROimp	il
fault	VERcjg	falir
rigoler	VERinf	rigoler
”	PONpdr	”
,	PONfbl	,
et	CONcoo	et
le	PROper	il
me	PROper	je
laissez	VERcjg	laisser
flageoler	VERinf	flagëoler
,	PONfbl	,
car	CONcoo	car
il	PROper	il
n'	ADVneg	ne
en	PROadv	en
aura	VERcjg	avoir
aultre	DETind	autre
chose	NOMcom	chose
.	PONfrt	.

GUILLEMETTE	VERcjg	guillement
Par	PRE	par
l'	DETdef	le
ame	NOMcom	ame
qui	PROrel	que
en	PRE	en
moy	PROper	moi
repose	VERcjg	reposer
,	PONfbl	,
je	PROper	je
feray	VERcjg	faire
tres	ADVgen	très
bien	ADVgen	bien
la	DETdef	le
maniere	NOMcom	manière
.	PONfrt	.

Mais	CONcoo	mais
,	PONfbl	,
se	CONsub	se
vous	PROper	vous
renchëez	VERcjg	rencher
arriere	ADVgen	ariere
que	CONsub	que
justice	NOMcom	justice
vous	PROper	vous
en	PROadv	en
repreigne	VERcjg	reprendre
,	PONfbl	,
je	PROper	je
me	PROper	je
doubte	VERcjg	douter
qu'	CONsub	que
il	PROimp	il
ne	ADVneg	ne
vous	PROper	vous
preigne	VERcjg	prendre
pis	ADVgen	pis
la	DETdef	le
moitié	NOMcom	moitié
que	CONsub	que
l'	DETdef	le
aultre	ADJind	autre
fois	NOMcom	fois
.	PONfrt	.

PATHELIN	NOMcom	patilin
Or	ADVgen	or
paix	NOMcom	paix
!	PONfrt	!

Je	PROper	je
sçay	VERcjg	savoir
bien	ADVgen	bien
que	CONsub	que
je	PROper	je
fais	VERcjg	faire
;	PONfbl	;
il	PROimp	il
fault	VERcjg	falir
faire	VERinf	faire
ainsi	ADVgen	ainsi
que	CONsub	que
je	PROper	je
dy	VERcjg	dire
.	PONfrt	.

GUILLEMETTE	NOMpro	Guillemet
Souviengne	VERcjg	souvenir
vous	PROper	vous
du	PRE.DETdef	de.le
samedi	NOMcom	samedi
,	PONfbl	,
pour	PRE	pour
Dieu	NOMpro	Dieu
,	PONfbl	,
qu'	PROrel	que
on	PROind	on
vous	PROper	vous
pillorïa	VERcjg	pillorir
:	PONfbl	:
vous	PROper	vous
sçavez	VERcjg	savoir
que	CONsub	que
chascun	PROind	chascun
cria	VERcjg	crïer
sur	PRE	sur
vous	PROper	vous
pour	PRE	pour
vostre	DETpos	vostre
tromperie	NOMcom	tromperie
.	PONfrt	.

PATHELIN	NOMcom	patilin
Or	ADVgen	or
laissez	VERcjg	laisser
celle	DETdem	cil
baverie	NOMcom	baverie
!	PONfrt	!

Il	PROper	il
viendra	VERcjg	venir
,	PONfbl	,
nous	PROper	nous
ne	ADVneg	ne
gardons	VERcjg	garder
l'	DETdef	le
eure	NOMcom	heure
.	PONfrt	.

Il	PROimp	il
fault	VERcjg	falir
que	CONsub	que
ce	DETdem	ce
drap	NOMcom	drap
nous	PROper	nous
demeure	VERcjg	demeurer
.	PONfrt	.

Je	PROper	je
m'	PROper	je
en	PROadv	en
vois	VERcjg	aler
coucher	VERinf	coucher
.	PONfrt	.

GUILLEMETTEAlez	VERcjg	guilleter
doncques	ADVgen	donc
.	PONfrt	.

PATHELIN	NOMcom	patilin
Or	ADVgen	or
ne	ADVneg	ne
riez	VERcjg	rire
point	ADVneg	point
!	PONfrt	!

GUILLEMETTERien	NOMpro	Guillemet
quiconques	PROind	quiconque
,	PONfbl	,
mais	CONcoo	mais
pleureray	VERcjg	pleurer
a	PRE	a
chaudes	ADJqua	chaut
larmes	NOMcom	larme
.	PONfrt	.

PATHELIN	NOMcom	patilin
Il	PROimp	il
nous	PROper	nous
fault	VERcjg	falir
estre	VERinf	estre
tous	DETind	tous
deux	DETcar	deux
fermes	NOMcom	ferme
,	PONfbl	,
affin	ADVgen	afin
qu'	CONsub	que
il	PROper	il
ne	ADVneg	ne
s'	PROper	soi
en	PROadv	en
apparçoive	VERcjg	apercevoir
.	PONfrt	.

LE	DETdef	le
DRAPPIER	NOMcom	drepier
Je	PROper	je
croy	VERcjg	croire
qu'	CONsub	que
il	PROimp	il
est	VERcjg	estre
temps	NOMcom	temps
que	CONsub	que
je	PROper	je
boive	VERcjg	boivre
pour	PRE	pour
m'	PROper	je
en	PROadv	en
aller	VERinf	aller
.	PONfrt	.

Hé	INJ	hai
!	PONfrt	!

non	ADVneg	non
feray	VERcjg	faire
:	PONfbl	:
je	PROper	je
doy	VERcjg	devoir
boire	VERinf	boire
et	CONcoo	et
si	ADVgen	si
mangeray	VERcjg	mangier
de	PRE	de
l'	DETdef	le
oye	NOMcom	oie
,	PONfbl	,
par	PRE	par
saint	ADJqua	saint
Mathelin	NOMpro	Mathelin
,	PONfbl	,
chiez	PRE	chiez
maistre	NOMcom	maître
Pierre	NOMpro	Pierre
Pathelin	NOMpro	Pathelin
,	PONfbl	,
et	CONcoo	et
la	PROper	il
recevray	VERcjg	recevoir
je	PROper	je
pecune	NOMcom	pécune
.	PONfrt	.

Je	PROper	je
happeray	VERcjg	happer
la	ADVgen	là
une	DETndf	un
prune	NOMcom	prone
a	PRE	a
tout	DETind	tout
le	DETdef	le
moins	NOMcom	moin
,	PONfbl	,
sans	PRE	sans
rien	PROind	rien
despendre	VERinf	dépendre
.	PONfrt	.

Je	PROper	je
y	PROadv	y
vois	VERcjg	aler
,	PONfbl	,
je	PROper	je
ne	ADVneg	ne
puis	VERcjg	pöoir
plus	ADVgen	plus
rien	PROind	rien
vendre	VERinf	vendre
.	PONfrt	.

Hau	INJ	ha
,	PONfbl	,
maistre	NOMcom	maître
Pierre	NOMpro	Pierre
!	PONfrt	!

GUILLEMETTEHelas	NOMpro	Guillaume
!	PONfrt	!

sire	NOMcom	seignor
,	PONfbl	,
pour	PRE	pour
Dieu	NOMpro	Dieu
,	PONfbl	,
se	CONsub	se
vous	PROper	vous
voulez	VERcjg	vouloir
rien	PROind	rien
dire	VERinf	dire
,	PONfbl	,
parlez	VERcjg	parler
plus	ADVgen	plus
bas	ADVgen	bas
.	PONfrt	.

LE	DETdef	le
DRAPPIERDieu	NOMpro	Drapieiu
vous	PROper	vous
gart	VERcjg	garder
,	PONfbl	,
dame	NOMcom	dame
!	PONfrt	!

GUILLEMETTE	ETR	Guilleme
Ho	INJ	ho
!	PONfrt	!

plus	ADVgen	plus
bas	ADJqua	bas
!	PONfrt	!

LE	DETdef	le
DRAPPIEREt	NOMpro	Drapeu
quoy	PROint	quoi
?	PONfrt	?

GUILLEMETTEBon	NOMpro	Guillemenon
gré	NOMcom	gré
m'	DETpos	mon
ame	NOMcom	ame
...	PONfbl	.
LE	DETdef	le
DRAPPIER	NOMcom	drepier
Ou	PROint	où
est	VERcjg	estre
il	PROper	il
?	PONfrt	?

GUILLEMETTELas	NOMpro	Guillemel
!	PONfrt	!

ou	PROint	où
doit	VERcjg	devoir
il	PROper	il
estre	VERinf	estre
?	PONfrt	?

LE	DETdef	le
DRAPPIER	NOMcom	drepier
Qui	PROint	que
?	PONfrt	?

GUILLEMETTEHa	INJ	guillement
!	PONfrt	!

Que	CONsub	que
c'	PROdem	ce
est	VERcjg	estre
mal	ADVgen	mal
dit	VERppe	dire
,	PONfbl	,
mon	DETpos	mon
maistre	NOMcom	maître
!	PONfrt	!

Ou	CONcoo	o
il	PROper	il
est	VERcjg	estre
?	PONfrt	?

EtDieu	NOMpro	Etiieu
,	PONfbl	,
par	PRE	par
sa	DETpos	son
grace	NOMcom	grâce
,	PONfbl	,
le	PROper	il
sachë	VERcjg	savoir
!	PONfrt	!

Il	PROper	il
garde	VERcjg	garder
la	DETdef	le
place	NOMcom	place
.	PONfrt	.

Ou	CONcoo	o
il	PROper	il
est	VERcjg	estre
?	PONfrt	?

le	DETdef	le
povre	ADJqua	povre
martir	NOMcom	martyr
!	PONfrt	!

Unze	DETcar	onze
sepmaines	NOMcom	semaine
sans	PRE	sans
partir	VERinf	partir
!	PONfrt	!

LE	DETdef	le
DRAPPIER	NOMcom	drepier
Le	DETdef	le
...	PONfrt	.
Qui	PROint	que
?	PONfrt	?

GUILLEMETTEPardonnez	VERcjg	guilletner
moy	PROper	moi
,	PONfbl	,
je	PROper	je
n'	ADVneg	ne
ose	VERcjg	oser
parler	VERinf	parler
hault	ADVgen	haut
:	PONfbl	:
je	PROper	je
croy	VERcjg	croire
qu'	CONsub	que
il	PROper	il
repose	VERcjg	reposer
,	PONfbl	,
il	PROper	il
est	VERcjg	estre
ung	DETndf	un
petit	PROind	petit
aplommé	VERppe	aplommer
.	PONfrt	.

Helas	ADVgen	elà
!	PONfrt	!

il	PROper	il
est	VERcjg	estre
si	ADVgen	si
assomé	VERppe	assomer
,	PONfbl	,
le	DETdef	le
povre	ADJqua	povre
homme	NOMcom	homme
!	PONfrt	!

LE	DETdef	le
DRAPPIERQui	NOMpro	Drapeuique
?	PONfrt	?

GUILLEMETTEMaistre	NOMpro	Guillemet
Pierre	NOMpro	Pierre
!	PONfrt	!

LE	DETdef	le
DRAPPIER	NOMcom	drepier
Quoy	PROint	que
?	PONfrt	?

n'	ADVneg	ne
est	VERcjg	estre
il	PROper	il
pas	ADVneg	pas
venu	VERppe	venir
querre	VERinf	querre
six	DETcar	six
aulnes	NOMcom	aune
de	PRE	de
drap	NOMcom	drap
maintenant	ADVgen	maintenant
?	PONfrt	?

GUILLEMETTE	NOMpro	Guillemet
Qui	PROint	que
?	PONfrt	?

Luy	PROper	lui
?	PONfrt	?

LE	DETdef	le
DRAPPIERIl	NOMpro	Drepile
en	PROadv	en
vient	VERcjg	venir
tout	ADVgen	tout
venant	VERppa	venir
,	PONfbl	,
n'	ADVneg	ne
a	VERcjg	avoir
pas	ADVneg	pas
la	DETdef	le
moitié	NOMcom	moitié
d'	PRE	de
ung	DETndf	un
quart	NOMcom	cart
d'	PRE	de
heure	NOMcom	heure
.	PONfrt	.

Delivrez	VERcjg	delivrer
moy	PROper	moi
.	PONfrt	.

Dea	INJ	dea
!	PONfrt	!

je	PROper	je
demeure	VERcjg	demeurer
beaucop	ADVgen	beaucon
!	PONfrt	!

Sa	ADVgen	sa
,	PONfbl	,
sans	PRE	sans
plus	ADVgen	plus
flageoler	VERinf	flagëoler
,	PONfbl	,
mon	DETpos	mon
argent	NOMcom	argent
!	PONfrt	!

GUILLEMETTEHee	VERppe	guillementer
,	PONfbl	,
sans	PRE	sans
rigoler	NOMcom	rigolier
!	PONfrt	!

Il	PROimp	il
n'	ADVneg	ne
est	VERcjg	estre
pas	ADVneg	pas
temps	NOMcom	temps
que	PROrel	que
l'	DETdef	le
on	PROind	on
rigole	VERcjg	rigoler
.	PONfrt	.

LE	DETdef	le
DRAPPIER	NOMcom	drepier
Sa	ADVgen	sa
,	PONfbl	,
mon	DETpos	mon
argent	NOMcom	argent
!	PONfrt	!

Estes	VERcjg	estre
vous	PROper	vous
folle	ADJqua	fol
?	PONfrt	?

Il	PROimp	il
me	PROper	je
fault	VERcjg	falir
neuf	DETcar	neuf
frans	NOMcom	franc
.	PONfrt	.

GUILLEMETTEHa	INJ	guillement
!	PONfrt	!

Guillaume	NOMpro	Guillaume
,	PONfbl	,
il	PROimp	il
ne	ADVneg	ne
fault	VERcjg	falir
point	ADVneg	point
couvrir	VERinf	couvrir
de	PRE	de
chaume	NOMcom	chaume
ycy	ADVgen	ici
.	PONfrt	.

Me	PROper	je
bailliez	VERcjg	baillier
ses	DETpos	son
brocars	NOMcom	brochart
?	PONfrt	?

Alez	VERcjg	aler
sorner	VERinf	sorner
a	PRE	a
voz	DETpos	vostre
coquars	NOMcom	cocard
,	PONfbl	,
a	PRE	a
qui	PROrel	que
vousvouldrïezjouer	VERinf	voulourer
.	PONfrt	.

LE	DETdef	le
DRAPPIER	NOMcom	drepier
Jenepuisse	VERcjg	jenepöoir
Dieu	NOMpro	Dieu
desavouer	VERinf	desavouer
se	CONsub	se
je	PROper	je
n'	ADVneg	ne
ay	VERcjg	avoir
neuf	DETcar	neuf
frans	ADJqua	franc
!	PONfrt	!

GUILLEMETTEHelas	NOMpro	Guillaume
!	PONfrt	!

sire	NOMcom	seignor
,	PONfbl	,
chascun	PROind	chascun
n'	ADVneg	ne
a	VERcjg	avoir
pas	ADVneg	pas
si	ADVgen	si
fain	NOMcom	faim
de	PRE	de
rire	VERinf	rire
comme	CONsub	comme
vous	PROper	vous
,	PONfbl	,
ne	CONcoo	ne
de	PRE	de
flagorner	VERinf	flagorner
.	PONfrt	.

LE	DETdef	le
DRAPPIER	NOMcom	drepier
Dittes	VERcjg	dire
,	PONfbl	,
je	PROper	je
vous	PROper	vous
prie	VERcjg	priier
,	PONfbl	,
sans	PRE	sans
sorner	VERinf	sorner
,	PONfbl	,
par	PRE	par
amour	NOMcom	amour
,	PONfbl	,
faictes	VERcjg	faire
moy	PROper	moi
venir	VERinf	venir
maistre	NOMcom	maître
Pierre	NOMpro	Pierre
.	PONfrt	.

GUILLEMETTEMesavenir	VERinf	guillement
vous	PROper	vous
puist	VERcjg	pouvoir
il	PROper	il
!	PONfrt	!

Et	CONcoo	et
esse	VERcjg	esser
a	PRE	a
meshuy	ADVgen	meshui
?	PONfrt	?

LE	DETdef	le
DRAPPIER	NOMcom	drepier
N'	ADVneg	ne
esse	VERcjg	esser
pas	ADVneg	pas
cëans	VERppa	ciser
que	CONsub	que
je	PROper	je
suis	VERcjg	être
chez	PRE	chez
maistre	NOMcom	maître
Pierre	NOMpro	Pierre
Pathelin	NOMpro	Pathelin
?	PONfrt	?

GUILLEMETTE	ETR	Guilleme
Ouÿ	ETR	Oui
.	PONfrt	.

Le	DETdef	le
mal	NOMcom	mal
saint	ADJqua	saint
Mathurin	NOMpro	Mathurin
,	PONfbl	,
sans	PRE	sans
le	DETdef	le
mien	PROpos	mon
,	PONfbl	,
au	PRE.DETdef	a
cerveau	NOMcom	cerveau
vous	PROper	vous
tienne	VERcjg	tenir
!	PONfrt	!

Parlez	VERcjg	parler
bas	ADVgen	bas
!	PONfrt	!

LE	DETdef	le
DRAPPIERLe	ADJqua	drepile
dyable	NOMcom	diable
y	PROadv	y
adviengne	VERcjg	advenir
,	PONfbl	,
ne	ADVneg	ne
l'	PROper	il
oseray	VERcjg	oser
je	PROper	je
demander	VERinf	demander
?	PONfrt	?

