Jute	VERcjg	jouter
estuiez	VERcjg	estuiier
em	PRE	en
buistes	NOMcom	buiste
u	CONcoo	ou
en	PRE	en
saceunslinges	NOMcom	saconline
.	PONfrt	.

Si	ADVgen	si
pernez	VERcjg	prendre
si	ADVgen	si
gros	ADJqua	gros
cume	CONsub	comme
vostre	DETpos	vostre
polcer	NOMcom	poucier
.	PONfrt	.

Altre	DETind	autre
puldre	NOMcom	poudre
soluble	ADJqua	souble
:	PONfbl	:
Pernez	VERcjg	prendre
la	DETdef	le
racine	NOMcom	racine
del	PRE.DETdef	de
time	NOMcom	time
,	PONfbl	,
ço	PROdem	ce
est	VERcjg	estre
l'	DETdef	le
amblette	NOMcom	amblette
del	PRE.DETdef	de
pré	NOMcom	pré
u	CONcoo	ou
des	PRE.DETdef	de.le
marais	NOMcom	marai
,	PONfbl	,
un	DETndf	un
unce	NOMcom	once
,	PONfbl	,
de	PRE	de
la	DETdef	le
sauge	ADJqua	sauge
.ii	PROcar	deus
.	PONfrt	.

unces	ADVgen	onques
,	PONfbl	,
del	PRE.DETdef	de
grant	ADJqua	grant
puliol	NOMcom	pulieul
dous	ADJqua	doux
,	PONfbl	,
de	PRE	de
canele	NOMcom	chanelle
un	DETndf	un
unce	NOMcom	once
,	PONfbl	,
de	PRE	de
peivre	NOMcom	poivre
demie	ADJqua	demi
e	CONcoo	et
faites	VERcjg	faire
puldre	NOMcom	poudre
.	PONfrt	.

E	CONcoo	et
si	CONsub	si
vus	PROper	vous
volez	VERcjg	voloir
,	PONfbl	,
si	ADVgen	si
poez	VERcjg	pöoir
faire	VERinf	faire
leituarie	NOMcom	leitüaire
agut	ADJqua	aigu
;	PONfbl	;
si	ADVgen	si
en	PROadv	en
durrez	VERcjg	donner
une	DETndf	un
cuilleree	NOMcom	cuillere
ensemble	ADVgen	ensemble
a	PRE	a
jeun	NOMcom	join
.	PONfrt	.

E	CONcoo	et
si	CONsub	si
vus	PROper	vous
volez	VERcjg	voloir
,	PONfbl	,
mettre	VERinf	mettre
i	PROadv	i
poez	VERcjg	pöoir
vomite	NOMcom	vomite
.x	PROcar	dis
.	PONfrt	.

grains	NOMcom	grain
triblez	VERppe	tribler
e	CONcoo	et
confiz	VERppe	confire
a	PRE	a
leituarie	NOMcom	leitüaire
.	PONfrt	.

Sil	ADVgen.PROper	si.le
dunez	VERcjg	donner
al	PRE.DETdef	à.le
matin	NOMcom	matin
quant	CONsub	cant
li	DETdef	le
jurs	NOMcom	jour
parra	VERcjg	paroir
,	PONfbl	,
e	CONcoo	et
le	DETdef	le
seir	NOMcom	soir
devant	ADVgen	devant
guardez	VERcjg	garder
qu'	CONsub	que
il	PROper	il
ne	ADVneg	ne
manjust	VERcjg	mangier
fors	PRE	fors
un	DETndf	un
of	NOMcom	of
u	CONcoo	ou
dous	DETcar	deux
mous	NOMcom	mous
.	PONfrt	.

La	DETdef	le
mecine	NOMcom	mecine
ert	VERcjg	être
destempree	VERppe	détemprer
od	PRE	o
le	DETdef	le
vin	NOMcom	vin
teve	ADJqua	teve
,	PONfbl	,
od	PRE	o
le	DETdef	le
deit	NOMcom	doit
mové	VERppe	mover
.	PONfrt	.

Puis	ADVgen	puis
si	ADVgen	si
prenge	VERcjg	prendre
l'en	PROind	loin
une	DETndf	un
geline	NOMcom	geline
,	PONfbl	,
si	ADVgen	si
la	PROper	il
mette	VERcjg	mettre
l'en	PROind	loin
buillir	VERinf	bouillir
forment	ADVgen	fortement
od	PRE	o
le	DETdef	le
vin	NOMcom	vin
si	DETpos	son
tens	NOMcom	temps
est	VERcjg	estre
de	PRE	de
char	NOMcom	char
mangier	VERinf	mangier
.	PONfrt	.

Si	CONsub	si
ço	PROdem	ce
est	VERcjg	estre
altre	DETind	autre
jur	NOMcom	jour
,	PONfbl	,
pernez	VERcjg	prendre
perche	NOMcom	perche
u	CONcoo	ou
luz	NOMcom	luz
en	PRE	en
cumin	NOMcom	commin
u	CONcoo	ou
en	PRE	en
sauge	NOMcom	sauge
e	CONcoo	et
quant	CONsub	cant
il	PROper	il
ert	VERcjg	être
bien	ADVgen	bien
delivrez	VERppe	delivrer
,	PONfbl	,
si	ADVgen	si
pernez	VERcjg	prendre
del	PRE.DETdef	de
bruet	NOMcom	bruet
,	PONfbl	,
si	ADVgen	si
li	PROper	il
dunez	VERcjg	donner
a	PRE	a
humer	VERinf	hommer
,	PONfbl	,
si	ADVgen	si
s'	PROper	soi
espurgerat	VERcjg	éperger
tut	PROind	tout
.	PONfrt	.

E	CONcoo	et
quant	CONsub	cant
il	PROper	il
ert	VERcjg	être
expurgiez	VERppe	expurger
tut	PROind	tout
,	PONfbl	,
vers	PRE	vers
miedi	NOMcom	miedi
si	ADVgen	si
li	PROper	il
dunez	VERcjg	donner
a	PRE	a
mangier	VERinf	mangier
e	CONcoo	et
sil	ADVgen.PROper	si.le
gardez	VERcjg	garder
que	CONsub	que
il	PROper	il
ne	ADVneg	ne
baive	VERcjg	baivre
se	CONsub	se
vin	NOMcom	vin
nun	ADVneg	non
od	PRE	o
mie	ADVneg	mie
e	CONcoo	et
ço	PROdem	ce
petit	ADJqua	petit
.	PONfrt	.

E	CONcoo	et
le	DETdef	le
jur	NOMcom	jour
e	CONcoo	et
la	DETdef	le
nuit	NOMcom	nuit
le	PROper	il
guardez	VERcjg	garder
de	PRE	de
trop	ADVgen	trop
beivre	VERinf	boire
e	CONcoo	et
sur	PRE	sur
tute	DETind	tout
rien	NOMcom	rien
tant	ADVgen	tant
cum	CONsub	comme
il	PROper	il
avra	VERcjg	avoir
le	DETdef	le
puisun	NOMcom	poisson
el	PRE.DETdef	en
cors	NOMcom	corps
.	PONfrt	.

Si	CONsub	si
tu	PROper	tu
veies	VERcjg	voir
que	CONsub	que
il	PROper	il
ne	ADVneg	ne
se	PROper	soi
puisse	VERcjg	pöoir
delivrer	VERinf	delivrer
,	PONfbl	,
si	ADVgen	si
pernez	VERcjg	prendre
eue	VERppe	avoir
teve	NOMcom	teve
,	PONfbl	,
si	ADVgen	si
li	PROper	il
dunez	VERcjg	donner
a	PRE	a
beivre	VERinf	boire
e	CONcoo	et
une	DETndf	un
plume	NOMcom	plume
li	PROper	il
faites	VERcjg	faire
mettre	VERinf	mettre
en	PRE	en
la	DETdef	le
gule	NOMcom	gueule
pur	PRE	pour
rendre	VERinf	rendre
fors	ADVgen	fors
”	PONpdr	”
“	PONpga	“
issi	ADVgen	issi
sedelivra	VERcjg	sédelivrer
.	PONfrt	.

Medicine	NOMcom	médicine
encuntre	PRE	encontre
mal	NOMcom	mal
volant	VERppa	voler
:	PONfbl	:
Pernez	VERcjg	prendre
la	DETdef	le
rascine	NOMcom	rascine
del	PRE.DETdef	de
amorosche	NOMcom	amorche
,	PONfbl	,
ço	PROdem	ce
est	VERcjg	estre
melden	ADJqua	maudien
en	PRE	en
engleis	NOMcom	anglais
,	PONfbl	,
si	ADVgen	si
la	PROper	il
triblez	VERcjg	tribler
,	PONfbl	,
si	ADVgen	si
la	PROper	il
dunez	VERcjg	donner
al	PRE.DETdef	à.le
malade	ADJqua	malade
beivre	VERinf	boire
sul	ADJqua	seul
.	PONfrt	.

Si	ADVgen	si
guardez	VERcjg	garder
que	CONsub	que
en	PRE	en
la	DETdef	le
maisun	NOMcom	maison
n'	ADVneg	ne
ait	VERcjg	avoir
hume	NOMcom	homme
ne	CONcoo	ne
beste	NOMcom	beste
.	PONfrt	.

En	PRE	en
l'	DETdef	le
entree	NOMcom	entrée
de	PRE	de
marz	NOMcom	mars
bevez	VERcjg	boivre
chascun	DETind	chascun
jur	NOMcom	jour
pleine	ADJqua	plein
cuiler	NOMcom	cuillier
de	PRE	de
jus	ADVgen	jus
de	PRE	de
savine	NOMcom	savine
,	PONfbl	,
ço	PROdem	ce
vus	PROper	vous
esteindra	VERcjg	esteindre
le	DETdef	le
cursun	NOMcom	courson
del	PRE.DETdef	de
fi	NOMcom	fi
ki	PROrel	qui
seine	VERcjg	saignier
.	PONfrt	.

La	DETdef	le
baie	NOMcom	baie
del	PRE.DETdef	de
lorer	VERinf	lorer
guarist	VERcjg	guérir
l'	DETdef	le
esplien	NOMcom	espliien
e	CONcoo	et
le	DETdef	le
feie	NOMcom	foie
,	PONfbl	,
ki	PROrel	qui
est	VERcjg	estre
adestré	VERppe	adestrer
,	PONfbl	,
del	PRE.DETdef	de
freine	NOMcom	freine
dunt	PROrel	dont
il	PROper	il
sunt	VERcjg	être
emflé	VERppe	enfler
.	PONfrt	.

Ço	PROdem	ce
dient	VERcjg	dire
li	DETdef	le
ancien	ADJqua	ancien
que	CONsub	que
fuldrees	VERppe	foudrer
sunt	VERcjg	être
tutes	DETind	tous
arbres	NOMcom	arbre
for	PRE	fors
sul	ADJqua	seul
lorier	NOMcom	lorier
.	PONfrt	.

Uncore	ADVgen	encore
la	PROper	il
baietolt	VERcjg	baieter
le	DETdef	le
vent	NOMcom	vent
ki	PROrel	qui
est	VERcjg	estre
el	PRE.DETdef	en
chief	NOMcom	chief
dunt	PROrel	dont
vient	VERcjg	venir
esvertun	NOMcom	esverton
e	CONcoo	et
depiece	VERcjg	depecier
la	DETdef	le
pierre	NOMcom	piere
ki	PROrel	qui
est	VERcjg	estre
es	PRE.DETdef	en.le
rains	NOMcom	raim
e	CONcoo	et
en	PRE	en
la	DETdef	le
vessie	NOMcom	vaissie
si	CONsub	si
l'en	PROper	il
le	PROper	il
bait	VERcjg	baire
.	PONfrt	.

Si	ADVgen	si
guarist	VERcjg	guérir
morsun	NOMcom	morson
de	PRE	de
serpent	NOMcom	serpent
u	CONcoo	ou
d'	PRE	de
altre	DETind	autre
vermine	NOMcom	vermine
si	CONsub	si
l'en	PROper	il
le	PROper	il
trible	VERcjg	tribler
e	CONcoo	et
met	VERcjg	metre
desur	PRE	dessure
sei	PROper	soi
e	CONcoo	et
s'	CONsub	se
il	PROper	il
le	PROper	il
bait	VERcjg	baire
.	PONfrt	.

Le	DETdef	le
mandragone	NOMcom	mandragone
dunez	VERcjg	donner
l'en	PROind	loin
a	PRE	a
beivre	VERinf	boire
em	PRE	en
vin	NOMcom	vin
a	PRE	a
cels	PROdem	cil
que	PROrel	que
l'en	PROind	loin
taille	VERcjg	taillier
de	PRE	de
plaie	NOMcom	plaie
del	PRE.DETdef	de
chief	NOMcom	chief
.	PONfrt	.

E	CONcoo	et
cum	CONsub	comme
l'en	PROind	loin
lé	PROper	le
volt	VERcjg	vouloir
esveillier	VERinf	esveillier
,	PONfbl	,
si	ADVgen	si
metent	VERcjg	metre
en	PRE	en
l'	DETdef	le
oie	NOMcom	hoi
la	DETdef	le
semence	NOMcom	semence
de	PRE	de
rue	NOMcom	rue
triblé	VERppe	tribler
od	PRE	o
eisil	NOMcom	exil
.	PONfrt	.

Uncore	ADVgen	encore
lur	PROper	leur
dune	VERcjg	donner
l'en	PROind	loin
a	PRE	a
beivre	VERinf	boire
opium	NOMcom	opiom
que	PROrel	que
l'en	PROind	loin
fait	VERcjg	faire
en	PRE	en
ceste	DETdem	cest
guise	NOMcom	guise
.	PONfrt	.

La	DETdef	le
rue	NOMcom	rue
valt	VERcjg	valoir
encuntre	PRE	encontre
tuz	ADVgen	tout
venimeus	ADJqua	venimos
,	PONfbl	,
car	CONcoo	car
ço	PROdem	ce
mustre	VERcjg	montrer
la	DETdef	le
musteile	NOMcom	moutoille
,	PONfbl	,
kar	CONcoo	car
quant	CONsub	cant
ele	PROper	il
se	PROper	soi
deit	VERcjg	devoir
combatre	VERinf	combattre
encontre	PRE	encontre
l'	DETdef	le
escorpiunt	NOMcom	escorpion
,	PONfbl	,
si	ADVgen	si
en	PROadv	en
use	VERcjg	user
primes	ADVgen	prim
.	PONfrt	.

Mellét	NOMcom	mêlé
of	VERcjg	avoir
eisil	NOMcom	exil
e	CONcoo	et
od	PRE	o
olie	NOMcom	olie
roset	VERcjg	roser
,	PONfbl	,
forment	ADVgen	fortement
tolt	VERcjg	tolir
la	DETdef	le
dolur	NOMcom	douleur
del	PRE.DETdef	de
chiefefu	NOMcom	chiefef
salvage	ADJqua	sauvage
esteint	VERppe	éteindre
;	PONfbl	;
triblé	VERppe	tribler
od	PRE	o
olie	NOMcom	olie
roset	ADJqua	rosé
u	CONcoo	ou
od	PRE	o
blanc	ADJqua	blanc
plum	NOMcom	plomb
,	PONfbl	,
li	DETdef	le
jus	NOMcom	jeu
mis	VERppe	metre
en	PRE	en
l'	DETdef	le
oie	NOMcom	hoi
al	PRE.DETdef	à.le
surd	ADJqua	sourd
le	PROper	il
fait	VERcjg	faire
oïr	VERinf	öir
.	PONfrt	.

La	DETdef	le
sarre	NOMcom	serre
est	VERcjg	estre
de	PRE	de
chaude	ADJqua	chaut
nature	NOMcom	nature
.	PONfrt	.

Hume	NOMcom	homme
ki	PROrel	qui
a	VERcjg	avoir
perdu	VERppe	perdre
le	DETdef	le
talant	NOMcom	talent
de	PRE	de
femme	NOMcom	femme
beivet	VERcjg	boire
la	PROper	il
,	PONfbl	,
sil	ADVgen.PROper	si.le
ravra	VERcjg	ravoir
.	PONfrt	.

Mult	ADVgen	moult
forment	ADVgen	fortement
valt	VERcjg	valoir
al	PRE.DETdef	à.le
esplein	NOMcom	esplain
,	PONfbl	,
si	CONsub	si
li	DETdef	le
hom	NOMcom	homme
l'	PROper	il
use	VERcjg	user
,	PONfbl	,
e	CONcoo	et
al	PRE.DETdef	à.le
mal	NOMcom	mal
del	PRE.DETdef	de
flanc	NOMcom	flanc
e	CONcoo	et
a	PRE	a
espuint(r)es	NOMcom	espointrie
ki	PROrel	qui
poinnent	VERcjg	pener
cumme	CONsub	comme
lance	NOMcom	lance
.	PONfrt	.

Li	DETdef	le
cerfoilz	NOMcom	cerfoil
triblez	VERppe	tribler
od	PRE	o
le	DETdef	le
miel	NOMcom	miel
e	CONcoo	et
mis	VERppe	metre
sur	PRE	sur
la	DETdef	le
chancre	NOMcom	chancre
en	PRE	en
fin	NOMcom	fin
l'	PROper	il
ocit	VERcjg	ocire
.	PONfrt	.

Quit	VERcjg	cuider
en	PRE	en
l'	DETdef	le
eue	NOMcom	eau
e	CONcoo	et
beue	VERcjg	boivre
,	PONfbl	,
oste	VERcjg	oster
les	DETdef	le
vunches	NOMcom	vonche
del	PRE.DETdef	de
quer	NOMcom	cœur
,	PONfbl	,
e	CONcoo	et
le	DETdef	le
fleume	NOMcom	flume
del	PRE.DETdef	de
chief	NOMcom	chief
si	ADVgen	si
vus	PROper	vous
metez	VERcjg	metre
l'	DETdef	le
eue	NOMcom	eau
el	PRE.DETdef	en
neis	NOMcom	noif
.	PONfrt	.

Triblez	VERppe	tribler
e	CONcoo	et
destemprez	VERppe	détemprer
od	PRE	o
eisil	NOMcom	exil
e	CONcoo	et
beus	NOMcom	beau
,	PONfbl	,
ocist	VERcjg	ocire
les	DETdef	le
vers	NOMcom	vers
del	PRE.DETdef	de
ventre	NOMcom	ventre
.	PONfrt	.

Li	DETdef	le
raffes	NOMcom	rafae
oste	VERcjg	oster
la	DETdef	le
purreture	NOMcom	purreture
del	PRE.DETdef	de
ventre	NOMcom	ventre
.	PONfrt	.

Triblez	VERcjg	tribler
le	PROper	il
od	PRE	o
miel	NOMcom	miel
,	PONfbl	,
sin	ADVgen.PROadv	si.en
uinnez	VERcjg	venir
le	DETdef	le
chef	NOMcom	chef
ki	PROrel	qui
est	VERcjg	estre
pelez	VERppe	peler
del	PRE.DETdef	de
mal	NOMcom	mal
,	PONfbl	,
si	ADVgen	si
fera	VERcjg	faire
revenir	VERinf	revenir
les	DETdef	le
chevols	NOMcom	chevel
bels	ADJqua	beau
e	CONcoo	et
druz	ADJqua	dru
.	PONfrt	.

La	DETdef	le
semence	NOMcom	semence
triblee	VERppe	tribler
od	PRE	o
le	DETdef	le
vin	NOMcom	vin
toit	VERcjg	ter
la	DETdef	le
tus	PROind	tous
.	PONfrt	.

Triblez	VERcjg	tribler
la	DETdef	le
semense	NOMcom	semense
,	PONfbl	,
sin	ADVgen.PROadv	si.en
uinnez	VERcjg	venir
vos	PROper	vos
mains	ADVgen	moins
,	PONfbl	,
si	ADVgen	si
purrez	VERcjg	pouvoir
baillir	VERinf	baillir
serpens	NOMcom	serpent
e	CONcoo	et
coluvres	NOMcom	coulouvre
,	PONfbl	,
que	CONsub	que
ja	ADVgen	ja
mal	NOMcom	mal
ne	ADVneg	ne
vus	PROper	vous
ferunt	VERcjg	faire
.	PONfrt	.

Li(a)	NOMpro	Lis
alnes	NOMcom	aune
est	VERcjg	estre
forment	ADVgen	fortement
bons	ADJqua	bon
pur	PRE	pour
la	DETdef	le
dolur	NOMcom	douleur
del	PRE.DETdef	de
ventre	NOMcom	ventre
e	CONcoo	et
de	PRE	de
la	DETdef	le
peitrine	NOMcom	poitrine
e	CONcoo	et
del	PRE.DETdef	de
pulmun	NOMcom	poumon
.	PONfrt	.

Les	DETdef	le
freides	ADJqua	froid
humurs	NOMcom	humeur
hoste	NOMcom	hôte
.	PONfrt	.

Faites	VERcjg	faire
em	PRE	en
puldre	NOMcom	poudre
,	PONfbl	,
sin	ADVgen.PROadv	si.en
avrez	VERcjg	avoir
bon	ADJqua	bon
leituarie	NOMcom	leitüaire
.	PONfrt	.

La	DETdef	le
fuille	NOMcom	feuille
del	PRE.DETdef	de
poucel	NOMcom	pouceau
quisez	VERppe	coiser
,	PONfbl	,
sis	DETpos	son
triblez	VERppe	tribler
od	PRE	o
l'	DETdef	le
ulie	NOMcom	olie
roset	VERcjg	roser
,	PONfbl	,
si	ADVgen	si
metez	VERcjg	metre
la	DETdef	le
paste	NOMcom	paste
sur	PRE	sur
la	DETdef	le
gute	NOMcom	goutte
rancle	NOMcom	rancle
a	PRE	a
sur	PRE	sur
altre	PROind	autre
,	PONfbl	,
sempres	ADVgen	sempres
l'	PROper	il
ocit	VERcjg	ocire
.	PONfrt	.

Mecine	NOMcom	mecine
pur	PRE	pour
teinne	NOMcom	teine
:	PONfbl	:
Pernez	VERcjg	prendre
la	DETdef	le
merde	NOMcom	merde
del	PRE.DETdef	de
oue	NOMcom	oue
e	CONcoo	et
del	PRE.DETdef	de
porc	NOMcom	porc
,	PONfbl	,
sis	ADVgen.PROper	si.le
ardez	VERcjg	ardre
ensemble	ADVgen	ensemble
e	CONcoo	et
faites	VERcjg	faire
pudre	NOMcom	pudre
.	PONfrt	.

Puis	ADVgen	puis
esrachez	VERcjg	esracher
les	DETdef	le
pailz	NOMcom	pail
,	PONfbl	,
si	ADVgen	si
uinnez	VERcjg	venir
la	DETdef	le
place	NOMcom	place
demiel	ADJqua	demiel
.	PONfrt	.

Puis	ADVgen	puis
metez	VERcjg	metre
la	DETdef	le
puldre	NOMcom	poudre
,	PONfbl	,
mais	CONcoo	mais
guardez	VERcjg	garder
que	CONsub	que
primes	ADVgen	prim
seit	VERcjg	être
le	DETdef	le
chief	NOMcom	chief
del	PRE.DETdef	de
teinnus	NOMcom	teindu
bien	ADVgen	bien
lavez	VERppe	laver
de	PRE	de
savun	NOMcom	savon
,	PONfbl	,
puis	ADVgen	puis
de	PRE	de
forte	ADJqua	fort
leisive	NOMcom	laisive
,	PONfbl	,
terce	ADJord	tiers
faiz	NOMcom	fait
de	PRE	de
miel	ADJqua	miel
teve	NOMcom	teve
ki	PROrel	qui
devant	ADVgen	devant
sait	VERcjg	savoir
bien	ADVgen	bien
buillit	VERcjg	bouillir
.	PONfrt	.

Emprés	PRE	emprès
la	DETdef	le
bete	NOMcom	bete
del	PRE.DETdef	de
curtil	NOMcom	courtil
l'	PROper	il
emplastre	VERcjg	emplastrer
sur	PRE	sur
le	DETdef	le
chief	NOMcom	chief
,	PONfbl	,
puis	ADVgen	puis
se	PROper	soi
siece	VERcjg	secier
al	PRE.DETdef	à.le
solail	NOMcom	solail
.	PONfrt	.

En	PRE	en
ceste	DETdem	cest
maniere	NOMcom	manière
fait	VERcjg	faire
l'en	PROind	loin
l'	DETdef	le
ulie	NOMcom	olie
roset	ADJqua	rosé
:	PONfbl	:
Pernez	VERcjg	prendre
les	DETdef	le
roses	NOMcom	rose
verz	ADJqua	vert
,	PONfbl	,
ço	PROdem	ce
sunt	VERcjg	être
les	DETdef	le
flurs	NOMcom	fleur
,	PONfbl	,
une	DETndf	un
livre	NOMcom	livre
u	CONcoo	ou
dous	PROcar	deux
,	PONfbl	,
sis	ADVgen.PROper	si.le
metez	VERcjg	metre
en	PRE	en
un	DETndf	un
morter	NOMcom	mortier
,	PONfbl	,
sis	DETpos	son
triblez	VERppe	tribler
,	PONfbl	,
puis	ADVgen	puis
sis	ADVgen.PROper	si.le
metez	VERcjg	metre
en	PRE	en
un	DETndf	un
veissel	NOMcom	vaisseau
de	PRE	de
veirre	NOMcom	voirre
od	PRE	o
dous	DETcar	deux
livres	NOMcom	livre
d'	PRE	de
olie	NOMcom	olie
d'	PRE	de
olive	NOMcom	olive
u	CONcoo	ou
od	PRE	o
une	PROind	un
solunc	PRE	selon
ço	PROdem	ce
que	PROrel	que
vus	PROper	vous
i	PROadv	i
metez	VERcjg	metre
de	PRE	de
roses	NOMcom	rose
.	PONfrt	.

Si	ADVgen	si
estupez	VERcjg	étouper
bien	ADVgen	bien
levaissel	NOMcom	levaisseau
,	PONfbl	,
sil	ADVgen.PROper	si.le
metez	VERcjg	metre
al	PRE.DETdef	à.le
soleil	NOMcom	soleil
pendre	VERinf	pendre
.viii	PROcar	uit
.	PONfrt	.

jurz	NOMcom	jour
.	PONfrt	.

Al	PRE.DETdef	à.le
novime	ADJord	novime
jur	NOMcom	jour
cuillez	VERcjg	coillir
les	DETdef	le
roses	NOMcom	rose
,	PONfbl	,
si	ADVgen	si
metez	VERcjg	metre
altretant	ADVgen	autretant
fresches	ADJqua	frois
e	CONcoo	et
metez	VERcjg	metre
regeres	NOMcom	règere
al	PRE.DETdef	à.le
solail	NOMcom	solail
.	PONfrt	.

Iço	PROdem	ce
faites	VERcjg	faire
altres	DETind	autre
.viii	PROcar	uit
.	PONfrt	.

jurs	NOMcom	jour
par	PRE	par
memes	ADVgen	memen
.	PONfrt	.

Al	PRE.DETdef	à.le
novime	ADJord	novime
jurs	NOMcom	jour
cuillez	VERcjg	coillir
les	PROper	il
,	PONfbl	,
si	ADVgen	si
em	PROadv	en
metez	VERcjg	metre
altretantez	ADVgen	autretanté
al	PRE.DETdef	à.le
solail	NOMcom	solail
.	PONfrt	.

Iço	PROdem	ce
faites	VERcjg	faire
jusque	PRE	jusque
a	PRE	a
quarante	DETcar	quarante
jurz	NOMcom	jour
,	PONfbl	,
puis	ADVgen	puis
en	PRE	en
salf	ADJqua	sauf
lé	PROper	le
metez	VERcjg	metre
.	PONfrt	.

Icest	PROdem	cist
unt	VERcjg	avoir
refreidist	VERppe	refraidir
tutes	DETind	tous
chalurs	NOMcom	chalour
.	PONfrt	.

Li	DETdef	le
altre	PROind	autre
le	PROper	il
funt	VERcjg	faire
plus	ADVgen	plus
ligierement	ADVgen	ligièrement
,	PONfbl	,
kar	CONcoo	car
il	PROper	il
pernent	VERcjg	prendre
une	DETndf	un
livre	NOMcom	livre
de	PRE	de
roses	NOMcom	rose
e	CONcoo	et
altre	PROind	autre
d'	PRE	de
olie	NOMcom	olie
d'	PRE	de
olive	NOMcom	olive
,	PONfbl	,
si	ADVgen	si
metent	VERcjg	metre
ensemble	ADVgen	ensemble
el	PRE.DETdef	en
vaissel	NOMcom	vaisseau
de	PRE	de
vaire	NOMcom	vaire
e	CONcoo	et
si	ADVgen	si
l'	PROper	il
estupent	VERcjg	étouper
forment	ADVgen	fortement
,	PONfbl	,
puis	ADVgen	puis
sil	ADVgen.PROper	si.le
mettent	VERcjg	mettre
el	PRE.DETdef	en
solail	NOMcom	solail
pendre	VERinf	pendre
.xl	PROcar	cinquante
.	PONfrt	.

jurz	NOMcom	jour
,	PONfbl	,
après	ADVgen	après
l'	PROper	il
estuent	VERcjg	estüer
.	PONfrt	.

Le	DETdef	le
fanuil	NOMcom	fenui
quisez	VERcjg	coiser
od	PRE	o
le	DETdef	le
vin	NOMcom	vin
,	PONfbl	,
si	ADVgen	si
lavez	VERppe	laver
le	PROper	il
vit	VERcjg	vëoir
al	PRE.DETdef	à.le
hume	NOMcom	homme
ki	PROrel	qui
est	VERcjg	estre
emflez	VERppe	enfler
,	PONfbl	,
sempres	ADVgen	sempres
asuagerat	VERcjg	assuager
.	PONfrt	.

Pur	PRE	pour
palaisin	NOMcom	palaisin
enquereiz	VERcjg	enquérir
un	DETndf	un
neir	ADJqua	noir
chien	NOMcom	chien
,	PONfbl	,
fendez	VERcjg	fendre
le	PROper	il
,	PONfbl	,
pernez	VERcjg	prendre
le	DETdef	le
fielchald	NOMcom	fiéchal
.	PONfrt	.

Li	PROper	il
deit	VERcjg	devoir
estre	VERinf	estre
duné	VERppe	donner
enceis	ADVgen	ainçois
que	CONsub	que
il	PROper	il
le	PROper	il
relaist	VERcjg	relaisser
destemprez	VERppe	détemprer
od	PRE	o
une	DETndf	un
cuillier	NOMcom	cuillier
.	PONfrt	.

Desserrez	VERcjg	desserrer
les	DETdef	le
denz	NOMcom	dent
,	PONfbl	,
versez	VERcjg	verser
el	PRE.DETdef	en
cors	NOMcom	corps
.	PONfrt	.

Ço	PROdem	ce
est	VERcjg	estre
pruvee	VERppe	prouver
chose	NOMcom	chose
senz	PRE	sans
nule	DETind	nul
dotance	NOMcom	dotance
.	PONfrt	.

Pur	PRE	pour
l'	DETdef	le
esplien	NOMcom	espliien
:	PONfbl	:
Pernez	VERcjg	prendre
la	DETdef	le
rascine	NOMcom	rascine
del	PRE.DETdef	de
freine	NOMcom	freine
e	CONcoo	et
la	DETdef	le
verveine	NOMcom	verveine
uniement	ADVgen	uniement
,	PONfbl	,
lavez	VERcjg	laver
la	DETdef	le
rascine	NOMcom	rascine
e	CONcoo	et
raez	VERcjg	ravoir
cume	CONsub	comme
nef	NOMcom	nef
.	PONfrt	.

Triblez	VERcjg	tribler
ensemble	ADVgen	ensemble
,	PONfbl	,
metez	VERcjg	metre
buillir	VERinf	bouillir
en	PRE	en
un	DETndf	un
pot	NOMcom	pot
qi	PROrel	qui
teinge	VERcjg	tenir
un	DETndf	un
sister	NOMcom	sistier
de	PRE	de
vin	NOMcom	vin
e	CONcoo	et
quisez	VERcjg	coiser
a	PRE	a
la	DETdef	le
meité	NOMcom	moitié
.	PONfrt	.

Derechef	ADVgen	derrechef
emplez	VERcjg	emploiier
de	PRE	de
vin	NOMcom	vin
e	CONcoo	et
laissez	VERcjg	laisser
buillir	VERinf	bouillir
josque	PRE	jusque
alkes	ADVgen	auques
seit	VERcjg	être
saim	ADJqua	saim
.	PONfrt	.

Usez	VERcjg	user
par	PRE	par
matin	NOMcom	matin
dous	DETcar	deux
cuillerees	NOMcom	cuillere
freit	VERcjg	faire
,	PONfbl	,
al	PRE.DETdef	à.le
seir	NOMcom	soir
teve	VERcjg	taire
.	PONfrt	.

Mult	ADVgen	moult
est	VERcjg	estre
pruvee	VERppe	prouver
medecine	NOMcom	medecine
.	PONfrt	.

Pur	PRE	pour
la	DETdef	le
dolur	NOMcom	douleur
del	PRE.DETdef	de
flanc	NOMcom	flanc
:	PONfbl	:
Querez	VERcjg	querre
ferine	NOMcom	ferine
d'	PRE	de
orge	NOMcom	orge
.	PONfrt	.

Si	ADVgen	si
le	PROper	il
saacez	VERcjg	savoir
bien	ADVgen	bien
plein	ADJqua	plein
escuele	NOMcom	escüele
de	PRE	de
ceste	DETdem	cest
ferine	NOMcom	ferine
e	CONcoo	et
d'	PRE	de
altre	PROind	autre
de	PRE	de
forment	ADVgen	fortement
,	PONfbl	,
plein	ADJqua	plein
hanap	NOMcom	hanap
