Plaist	VERcjg	plaire
darz	NOMcom	dart
,	PONfbl	,
Tant	ADVgen	tant
en	PROadv	en
abatent	VERcjg	abatre
al	PRE.DETdef	à.le
cors	NOMcom	corps
de	PRE	de
sun	DETpos	son
cheval	NOMcom	cheval
,	PONfbl	,
De	PRE	de
sul	ADJqua	seul
les	DETdef	le
hanstes	NOMcom	hanste
fust	VERcjg	estre
chargé	VERppe	charger
un	DETndf	un
char	NOMcom	char
.	PONfrt	.

Un	DETndf	un
Barbarin	NOMpro	Barbarin
vint	VERcjg	venir
par	PRE	par
mi	NOMcom	mi
un	DETndf	un
val	NOMcom	val
,	PONfbl	,
Entre	PRE	entre
ses	DETpos	son
quisses	NOMcom	cuisse
out	VERcjg	avoir
un	DETndf	un
ignel	ADJqua	ignel
cheval	NOMcom	cheval
,	PONfbl	,
En	PRE	en
sun	DETpos	son
poig	NOMcom	poing
destre	ADJqua	destre
portad	VERcjg	porter
un	DETndf	un
trenchant	VERppa	trancher
dart	NOMcom	dart
;	PONfbl	;
Treis	DETcar	trois
feiz	NOMcom	fois
l'	PROper	il
escust	VERcjg	escourre
,	PONfbl	,
a	PRE	a
la	DETdef	le
quarte	PROord	quart
le	PROper	il
lançad	VERcjg	lancer
,	PONfbl	,
E	CONcoo	et
fiert	VERcjg	ferir
li	PROper	il
en	PRE	en
la	DETdef	le
broine	NOMcom	breine
de	PRE	de
la	DETdef	le
senestre	ADJqua	senestre
part	NOMcom	part
Que	CONsub	que
trente	PROcar	trente
des	PRE.DETdef	de.le
mailles	NOMcom	maille
l'en	PROind	loin
abat	VERcjg	abattre
contreval	ADVgen	contreval
;	PONfbl	;
Une	DETndf	un
grant	ADJqua	grant
plaie	NOMcom	plaie
li	PROper	il
fist	VERcjg	faire
el	PRE.DETdef	en
cors	NOMcom	corps
del	PRE.DETdef	de
dart	NOMcom	dart
,	PONfbl	,
La	DETdef	le
blanche	ADJqua	blanc
enseigne	NOMcom	enseigne
li	PROper	il
chai	VERcjg	choir
del	PRE.DETdef	de
destre	ADJqua	destre
braz	NOMcom	braz
;	PONfbl	;
Ne	ADVneg	ne
vint	VERcjg	venir
le	DETdef	le
jur	NOMcom	jour
que	PROrel	que
unc	ADVgen	onques
puis	ADVgen	puis
le	PROper	il
relevast	VERcjg	relever
.	PONfrt	.

Lunsdi	VERcjg	londre
al	PRE.DETdef	à.le
vespre	NOMcom	vêpre
.	PONfrt	.

Ne	ADVneg	ne
vint	VERcjg	venir
le	DETdef	le
jur	NOMcom	jour
que	PROrel	que
puis	ADVgen	puis
le	PROper	il
relevast	VERcjg	relever
de	PRE	de
terre	NOMcom	terre
.	PONfrt	.

Il	PROper	il
mist	VERcjg	mettre
sa	DETpos	son
main	NOMcom	main
derere	PRE	derrière
sun	DETpos	son
dos	NOMcom	dos
,	PONfbl	,
Trovad	VERcjg	trouver
la	DETdef	le
hanste	NOMcom	hanste
,	PONfbl	,
trait	VERcjg	traire
le	DETdef	le
dart	NOMcom	dart
de	PRE	de
sun	DETpos	son
cors	NOMcom	corps
.	PONfrt	.

Fert	VERcjg	férir
le	DETdef	le
paien	NOMcom	païen
sur	PRE	sur
la	DETdef	le
broine	NOMcom	breine
de	PRE	de
sun	DETpos	son
dos	NOMcom	dos
,	PONfbl	,
Par	PRE	par
mi	NOMcom	mi
l'	DETdef	le
eschine	NOMcom	eschine
li	PROper	il
mist	VERcjg	mettre
le	DETdef	le
fer	NOMcom	fer
tut	ADVgen	tout
fors	ADVgen	fors
.	PONfrt	.

Od	PRE	o
icel	DETdem	cil
colp	NOMcom	coup
l'	PROper	il
ad	VERcjg	avoir
trebuché	VERppe	trébucher
mort	VERppe	mourir
.	PONfrt	.

“	PONpga	“
Ultre	ADVgen	outre
,	PONfbl	,
lecchere	NOMcom	léchere
,	PONfbl	,
malveis	ADJqua	mauvais
Barbarin	NOMpro	Barbarin
!	PONfrt	!

”	PONpdr	”
Ço	PROdem	ce
li	PROper	il
ad	VERcjg	avoir
dit	VERppe	dire
Vivien	NOMpro	Vivien
le	DETdef	le
meschin	NOMcom	meschin
:	PONfbl	:
“	PONpga	“
Ne	ADVneg	ne
repeireras	VERcjg	repairier
al	PRE.DETdef	à.le
regne	NOMcom	règne
dunt	PROrel	dont
tu	PROper	tu
venis	VERcjg	venir
,	PONfbl	,
Ne	CONcoo	ne
ne	ADVneg	ne
t'	PROper	tu
en	PROadv	en
vanteras	VERcjg	vanter
ja	ADVgen	ja
mais	ADVgen	mais
a	PRE	a
nul	DETind	nul
dis	NOMcom	di
Que	CONsub	que
mort	VERppe	mourir
aiez	VERcjg	avoir
le	DETdef	le
barun	NOMcom	baron
Lowis	NOMpro	Louis
!	PONfrt	!

”	PONpdr	”
Puis	ADVgen	puis
traist	VERcjg	traire
s'	DETpos	son
espee	NOMcom	espee
e	CONcoo	et
comence	VERcjg	commencer
a	PRE	a
ferir	VERinf	férir
.	PONfrt	.

Qui	PROrel	que
qu'	PROrel	que
il	PROper	il
fert	VERcjg	férir
sur	PRE	sur
halberc	NOMcom	haubert
u	CONcoo	ou
sur	PRE	sur
healme	NOMcom	heaume
Sunt	VERcjg	être
colp	NOMcom	coup
n'	ADVneg	ne
arestet	VERcjg	arrêter
desque	PRE	desque
jusqu'	PRE	jusque
en	PRE	en
terre	NOMcom	terre
.	PONfrt	.

“	PONpga	“
Sainte	ADJqua	saint
Marie	NOMpro	Marie
,	PONfbl	,
virgine	ADJqua	virgin
pucele	NOMcom	pucele
,	PONfbl	,
Tramettez	VERcjg	tramettre
mei	PROper	moi
,	PONfbl	,
dame	NOMcom	dame
,	PONfbl	,
Lowis	NOMpro	Louis
u	CONcoo	ou
Willame	NOMpro	Guillaume
.	PONfbl	.
”	PONpdr	”
Cest	DETdem	cest
oreisun	NOMcom	oraison
dist	VERcjg	dire
Vivien	NOMpro	Vivien
en	PRE	en
la	DETdef	le
presse	NOMcom	presse
:	PONfbl	:
“	PONpga	“
Deus	NOMpro	Dieu
,	PONfbl	,
rei	NOMcom	roi
de	PRE	de
glorie	NOMcom	gloire
,	PONfbl	,
qui	PROrel	que
me	PROper	je
fesis	VERcjg	faire
né	VERppe	naître
,	PONfbl	,
E	CONcoo	et
de	PRE	de
la	DETdef	le
sainte	ADJqua	saint
virgne	NOMcom	virgne
,	PONfbl	,
sire	NOMcom	seignor
,	PONfbl	,
fustes	VERcjg	estre
né	VERppe	naître
,	PONfbl	,
En	PRE	en
treis	DETcar	trois
persones	NOMcom	personne
fud	VERcjg	être
tun	DETpos	ton
cors	NOMcom	corps
comandé	VERppe	comander
,	PONfbl	,
E	CONcoo	et
en	PRE	en
sainte	ADJqua	saint
croiz	NOMcom	croix
pur	PRE	pour
peccheurs	NOMcom	pécheur
pené	VERppe	pener
,	PONfbl	,
Cele	NOMcom	cele
e	CONcoo	et
terre	NOMcom	terre
fesis	NOMcom	faisis
e	CONcoo	et
tere	NOMcom	terre
e	CONcoo	et
mer	NOMcom	mer
,	PONfbl	,
Soleil	NOMcom	soleil
e	CONcoo	et
lune	NOMcom	lune
,	PONfbl	,
tut	DETind	tout
ço	PROdem	ce
as	VERcjg	avoir
comandé	VERppe	comander
,	PONfbl	,
E	CONcoo	et
Eva	NOMpro	Eva
e	CONcoo	et
Adam	NOMpro	Adam
pur	PRE	pour
le	DETdef	le
secle	NOMcom	siècle
restorer	VERinf	restaurer
.	PONfrt	.

Si	ADVgen	si
verreiement	ADVgen	verrément
,	PONfbl	,
sire	NOMcom	seignor
,	PONfbl	,
cum	CONsub	comme
tu	PROper	tu
es	VERcjg	être
veirs	ADJqua	voir
Deus	NOMpro	Dieu
,	PONfbl	,
Tu	PROper	tu
me	PROper	je
defent	VERcjg	défendre
,	PONfbl	,
sire	NOMcom	seignor
,	PONfbl	,
par	PRE	par
ta	DETpos	ton
sainte	ADJqua	saint
bunté	NOMcom	bonté
Que	CONsub	que
al	PRE.DETdef	à.le
quor	NOMcom	coeur
ne	ADVneg	ne
me	PROper	je
puisse	VERcjg	pöoir
unques	ADVgen	onques
entrer	VERinf	entrer
Que	CONsub	que
plein	ADJqua	plein
pé	NOMcom	pé
fuie	VERcjg	fuir
pur	PRE	pour
la	DETdef	le
teste	NOMcom	teste
colper	VERinf	couper
;	PONfbl	;
Tresqu'	PRE	tresque
a	PRE	a
la	DETdef	le
mort	NOMcom	mort
me	PROper	je
lais	VERcjg	laisser
ma	DETpos	mon
fei	NOMcom	foi
garder	VERinf	garder
,	PONfbl	,
Deus	NOMpro	Dieu
,	PONfbl	,
que	CONsub	que
ne	ADVneg	ne
la	PROper	il
mente	VERcjg	mentir
,	PONfbl	,
pur	PRE	pour
tes	DETpos	ton
saintes	ADJqua	saint
buntez	NOMcom	bonté
.	PONfbl	.
”	PONpdr	”
“	PONpga	“
Sainte	ADJqua	saint
Marie	NOMpro	Marie
,	PONfbl	,
mere	NOMcom	mere
genitriz	NOMcom	génitriz
,	PONfbl	,
Si	ADVgen	si
verreiement	ADVgen	verrément
cum	CONsub	comme
Deus	NOMpro	Dieu
portas	VERcjg	porter
a	PRE	a
fiz	NOMcom	fils
,	PONfbl	,
Garisez	VERcjg	garir
mei	PROper	moi
pur	PRE	pour
ta	DETpos	ton
sainte	ADJqua	saint
merci	NOMcom	merci
,	PONfbl	,
Que	CONsub	que
ne	ADVneg	ne
m'	PROper	je
ocient	VERcjg	occire
cist	DETdem	cest
felon	NOMcom	felon
Sarazin	NOMpro	Sarrasin
.	PONfbl	.
”	PONpdr	”
Quant	CONsub	quand
l'	PROper	il
out	VERcjg	avoir
dit	VERppe	dire
,	PONfbl	,
li	DETdef	le
bers	NOMcom	baron
se	PROper	soi
repentid	VERcjg	repentir
:	PONfbl	:
“	PONpga	“
Mult	ADVgen	moult
pensai	VERcjg	penser
ore	ADVgen	or
que	CONsub	que
fols	NOMcom	fou
e	CONcoo	et
que	CONsub	que
brixs	NOMcom	bris
,	PONfbl	,
Que	CONcoo	que
mun	DETpos	mon
cors	NOMcom	corps
quidai	VERcjg	cuider
de	PRE	de
la	DETdef	le
mort	NOMcom	mort
garir	VERinf	garir
,	PONfbl	,
Quant	CONsub	quand
Dampnedeu	NOMpro	Damedieu
meimes	ADJqua	maime
nel	ADVneg.PROper	ne
fist	VERcjg	faire
,	PONfbl	,
Que	CONsub	que
pur	PRE	pour
nus	PROper	nous
mort	VERppe	mourir
en	PRE	en
sainte	ADJqua	saint
croiz	NOMcom	croix
soffri	VERcjg	sofrir
,	PONfbl	,
Pur	PRE	pour
nus	PROper	nous
raindre	VERinf	reindre
de	PRE	de
noz	DETpos	notre
mortels	ADJqua	mortel
enemis	NOMcom	ennemi
.	PONfrt	.

Respit	NOMcom	respit
de	PRE	de
mort	NOMcom	mort
,	PONfbl	,
sire	NOMcom	seignor
,	PONfbl	,
ne	ADVneg	ne
te	PROper	tu
dei	VERcjg	devoir
jo	PROper	je
rover	VERinf	rover
,	PONfbl	,
Car	CONcoo	car
a	PRE	a
tei	PROper	toi
meisme	ADJind	même
ne	ADVneg	ne
la	PROper	il
voilsis	VERcjg	vouloir
pardoner	VERinf	pardoner
.	PONfrt	.

Tramettez	VERcjg	tramettre
mei	PROper	moi
,	PONfbl	,
sire	NOMcom	seignor
,	PONfbl	,
Willame	NOMpro	Guillaume
al	PRE.DETdef	à.le
curb	NOMcom	cour
nes	NOMcom	nef
,	PONfbl	,
U	PROrel	où
Lowis	NOMpro	Louis
qui	PROrel	que
France	NOMpro	France
ad	VERcjg	avoir
a	PRE	a
garder	VERinf	garder
.	PONfrt	.

Par	PRE	par
lui	PROper	il
veintrun	VERcjg	vaincre
la	DETdef	le
bataille	NOMcom	bataille
champel	ADJqua	champel
.	PONfrt	.

Deus	NOMpro	Dieu
,	PONfbl	,
de	PRE	de
tant	ADVgen	tant
moldes	ADJqua	muel
pot	VERcjg	pöoir
hom	NOMcom	homme
altre	DETind	autre
resenbler	VERinf	ressembler
!	PONfrt	!

Jo	PROper	je
ne	ADVneg	ne
di	VERcjg	dire
mie	ADVneg	mie
pur	PRE	pour
Willame	NOMpro	Guillaume
al	PRE.DETdef	à.le
curb	ADJqua	courb
niés	NOMcom	nevo
;	PONfbl	;
Forz	ADJqua	fort
sui	VERcjg	estre
jo	PROper	je
mult	ADVgen	moult
,	PONfbl	,
e	CONcoo	et
hardi	VERppe	hardi
sui	VERcjg	estre
assez	ADVgen	assez
,	PONfbl	,
De	PRE	de
vasselage	NOMcom	vasselage
puis	VERcjg	pöoir
ben	ADVgen	bien
estre	VERinf	estre
sun	DETpos	son
per	NOMcom	pair
;	PONfbl	;
Mais	CONcoo	mais
de	PRE	de
plus	ADVgen	plus
loinz	ADVgen	loin
ad	VERcjg	avoir
sun	DETpos	son
pris	NOMcom	pris
aquité	VERppe	acquitter
,	PONfbl	,
Car	CONcoo	car
s'	CONsub	se
il	PROper	il
fust	VERcjg	estre
en	PRE	en
l'	DETdef	le
Archamp	NOMpro	Archamp
sur	PRE	sur
mer	NOMcom	mer
,	PONfbl	,
Vencu	VERppe	vaincre
eust	VERcjg	avoir
la	DETdef	le
bataille	NOMcom	bataille
champel	ADJqua	champel
.	PONfrt	.

Allas	INJ	allas
,	PONfbl	,
peccable	ADJqua	pechable
,	PONfbl	,
n'	ADVneg	ne
en	PROadv	en
puis	VERcjg	pöoir
home	NOMcom	ome
gent	ADJqua	gent
Lunsdi	NOMcom	londi
al	PRE.DETdef	à.le
vespre	NOMcom	vêpre
.	PONfrt	.

Que	CONsub	que
me	PROper	je
demande	VERcjg	demander
ceste	DETdem	cest
gent	NOMcom	gent
adverse	ADJqua	adverse
.	PONfbl	.
”	PONpdr	”
Grant	ADJqua	grant
fu	VERcjg	estre
le	DETdef	le
chaud	ADJqua	chaut
cum	CONsub	comme
en	PRE	en
mai	NOMcom	mai
en	PRE	en
esté	NOMcom	esté
,	PONfbl	,
E	CONcoo	et
long	ADJqua	long
le	DETdef	le
jur	NOMcom	jour
,	PONfbl	,
si	ADVgen	si
n'	ADVneg	ne
out	VERcjg	avoir
treis	DETcar	trois
jurz	NOMcom	jour
mangé	VERppe	manger
.	PONfrt	.

Grant	ADJqua	grant
est	VERcjg	estre
la	DETdef	le
faim	NOMcom	faim
e	CONcoo	et
fort	ADJqua	fort
pur	PRE	pour
deporter	VERinf	deporter
,	PONfbl	,
E	CONcoo	et
la	DETdef	le
seif	NOMcom	soif
male	ADJqua	mal
,	PONfbl	,
nel	ADVneg.PROper	ne
poet	VERcjg	pouvoir
endurer	VERinf	endurer
.	PONfrt	.

Par	PRE	par
mi	NOMcom	mi
la	DETdef	le
boche	NOMcom	boche
vait	VERcjg	aller
le	DETdef	le
sanc	NOMcom	sanc
tut	ADVgen	tout
cler	ADJqua	clair
,	PONfbl	,
E	CONcoo	et
par	PRE	par
la	DETdef	le
plaie	NOMcom	plaie
del	PRE.DETdef	de
senestre	ADJqua	senestre
costé	NOMcom	costé
.	PONfrt	.

Loinz	ADVgen	loin
sunt	VERcjg	être
les	DETdef	le
eves	NOMcom	eau
,	PONfbl	,
qu'	CONsub	que
il	PROper	il
nes	ADVneg.PROper	ne
solt	VERcjg	souloir
trover	VERinf	trover
;	PONfbl	;
De	PRE	de
quinze	DETcar	quinze
liwes	NOMcom	lieue
n'	ADVneg	ne
i	PROadv	i
out	VERcjg	avoir
funteine	NOMcom	fontaine
ne	CONcoo	ne
gué	NOMcom	gué
Fors	PRE	fors
l'	DETdef	le
eve	NOMcom	aigue
salee	VERppe	saler
qui	PROrel	que
ert	VERcjg	être
al	PRE.DETdef	à.le
flot	NOMcom	flot
de	PRE	de
la	DETdef	le
mer	NOMcom	mer
;	PONfbl	;
Mais	CONcoo	mais
par	PRE	par
mi	NOMcom	mi
le	DETdef	le
champ	NOMcom	champ
curt	VERcjg	courir
un	DETndf	un
duit	NOMcom	duit
troblé	VERppe	torbler
D'	PRE	de
une	DETndf	un
roche	NOMcom	roche
ben	ADVgen	bien
prof	ADVgen	pruef
de	PRE	de
la	DETdef	le
mer	NOMcom	mer
;	PONfbl	;
Sarazins	NOMpro	Sarrasin
l'	PROper	il
orent	VERcjg	avoir
a	PRE	a
lur	DETpos	leur
chevals	NOMcom	cheval
medlé	VERppe	mêler
,	PONfbl	,
De	PRE	de
sanc	NOMcom	sanc
e	CONcoo	et
de	PRE	de
cervele	NOMcom	cervele
fud	VERcjg	être
tut	ADVgen	tout
envolupé	VERppe	enveluper
.	PONfrt	.

La	ADVgen	là
vint	VERcjg	venir
corant	VERppa	corir
Vivien	NOMpro	Vivien
li	DETdef	le
alosé	VERppe	aloser
,	PONfbl	,
Si	ADVgen	si
s'	PROper	soi
enclinad	VERcjg	encliner
a	PRE	a
l'	DETdef	le
eve	NOMcom	aigue
salee	VERppe	saler
del	PRE.DETdef	de
gué	NOMcom	gué
,	PONfbl	,
Sin	ADVgen.PROadv	si.en
ad	VERcjg	avoir
beu	VERppe	boire
assez	ADVgen	assez
estre	VERinf	estre
sun	DETpos	son
gré	NOMcom	gré
.	PONfrt	.

E	CONcoo	et
cil	PROdem	cel
li	PROper	il
lancerent	VERcjg	lancer
lur	DETpos	leur
espees	NOMcom	espee
adubé	VERppe	adouber
,	PONfbl	,
Granz	ADJqua	grand
colps	NOMcom	coup
li	PROper	il
donent	VERcjg	doner
al	PRE.DETdef	à.le
graver	NOMcom	graver
u	PROrel	où
il	PROper	il
ert	VERcjg	être
.	PONfrt	.

Forte	ADJqua	fort
fu	VERcjg	estre
la	DETdef	le
broine	NOMcom	breine
,	PONfbl	,
ne	ADVneg	ne
la	PROper	il
pourent	VERcjg	pouvoir
entamer	VERinf	entamer
,	PONfbl	,
Que	CONcoo	que
li	PROper	il
ad	VERcjg	avoir
gari	VERppe	guérir
tut	DETind	tout
le	DETdef	le
gros	ADJqua	gros
des	PRE.DETdef	de.le
costez	NOMcom	costé
,	PONfbl	,
Mais	CONcoo	mais
as	PRE.DETdef	à.le
jambes	NOMcom	jambe
e	CONcoo	et
as	PRE.DETdef	à.le
braz	NOMcom	braz
e	CONcoo	et
par	PRE	par
el	PROind	el
Plus	ADVgen	plus
qu'	CONsub	que
en	PRE	en
vint	DETcar	vingt
lius	NOMcom	lieu
unt	VERcjg	avoir
le	DETdef	le
cunte	NOMcom	comte
nafré	VERppe	navrer
.	PONfrt	.

Dunc	CONcoo	donc
se	PROper	soi
redresce	VERcjg	redrecier
cum	CONsub	comme
hardi	ADJqua	hardi
sengler	NOMcom	sengler
,	PONfbl	,
Si	ADVgen	si
traist	VERcjg	traire
s'	DETpos	son
espee	NOMcom	espee
del	PRE.DETdef	de
senestre	ADJqua	senestre
costé	NOMcom	costé
;	PONfbl	;
Dunc	ADVgen	donc
se	PROper	soi
defent	VERcjg	défendre
Vivien	NOMpro	Vivien
cum	CONsub	comme
ber	NOMcom	baron
.	PONfrt	.

Il	PROper	il
le	PROper	il
demeinent	VERcjg	démener
cun	CONsub	comme
chiens	NOMcom	chien
funt	VERcjg	faire
fort	ADJqua	fort
sengler	NOMcom	sengler
.	PONfrt	.

L'	DETdef	le
ewe	NOMcom	eau
fu	VERcjg	estre
salee	VERppe	saler
qu'	PROrel	que
il	PROper	il
out	VERcjg	avoir
beu	VERppe	boire
de	PRE	de
la	DETdef	le
mer	NOMcom	mer
,	PONfbl	,
Fors	ADVgen	fors
est	VERcjg	estre
issue	VERppe	issir
,	PONfbl	,
ne	ADVneg	ne
li	PROper	il
pot	VERcjg	pöoir
el	PRE.DETdef	en
cors	NOMcom	corps
durer	VERinf	durer
;	PONfbl	;
Sailli	VERppe	salir
li	PROper	il
est	VERcjg	estre
arere	ADVgen	arrière
de	PRE	de
la	DETdef	le
boche	NOMcom	boche
e	CONcoo	et
del	PRE.DETdef	de
niés	NOMcom	nevo
;	PONfbl	;
Grant	ADJqua	grant
fu	VERcjg	estre
l'	DETdef	le
anguisse	NOMcom	anguisse
,	PONfbl	,
les	DETdef	le
oilz	NOMcom	oeil
li	PROper	il
sunt	VERcjg	être
troblez	VERppe	torbler
.	PONfrt	.

Dunc	ADVgen	donc
ne	ADVneg	ne
sout	VERcjg	savoir
veie	NOMcom	voie
tenir	VERinf	tenir
ne	CONcoo	ne
esgarder	VERinf	esgarder
.	PONfrt	.

Paien	NOMcom	païen
le	PROper	il
pristrent	VERcjg	prendre
durement	ADVgen	durement
a	PRE	a
haster	VERinf	haster
.	PONfrt	.

De	PRE	de
plusur	DETind	plusieurs
parz	NOMcom	part
l'	PROper	il
acoillent	VERcjg	acoillir
li	DETdef	le
guerreier	VERinf	guerroyer
,	PONfbl	,
Lancent	VERcjg	lancer
li	DETdef	le
guivres	NOMcom	guivre
e	CONcoo	et
trenchanz	ADJqua	tranchant
darz	NOMcom	dart
d'	PRE	de
ascer	NOMcom	ascier
;	PONfbl	;
Tant	ADVgen	tant
en	PROind	on
l'	PROper	il
abatent	VERcjg	abatre
en	PRE	en
l'	DETdef	le
escu	NOMcom	escu
de	PRE	de
quarters	NOMcom	quartier
Que	CONsub	que
nel	ADVneg.PROper	ne
pout	VERcjg	pouvoir
le	DETdef	le
cunte	NOMcom	comte
a	PRE	a
sa	DETpos	son
teste	NOMcom	teste
drescer	VERinf	dresser
;	PONfbl	;
Jus	ADVgen	jus
a	PRE	a
la	DETdef	le
terre	NOMcom	terre
li	PROper	il
chai	VERcjg	choir
a	PRE	a
ses	DETpos	son
pez	NOMcom	pied
.	PONfrt	.

Dunc	CONcoo	donc
le	PROper	il
comencent	VERcjg	commencer
paien	NOMcom	païen
formen	ADJqua	forment
a	PRE	a
haster	VERinf	haster
,	PONfbl	,
E	CONcoo	et
sun	DETpos	son
vasselage	NOMcom	vasselage
mult	ADVgen	moult
durement	ADVgen	durement
a	PRE	a
lasser	VERinf	lasser
.	PONfrt	.

Lancent	VERcjg	lancer
a	PRE	a
lui	PROper	il
guivres	NOMcom	guivre
e	CONcoo	et
aguz	ADJqua	agu
darz	NOMcom	dart
,	PONfbl	,
Entur	PRE	entour
le	DETdef	le
cunte	NOMcom	comte
debatent	VERcjg	debatre
sun	DETpos	son
halberc	NOMcom	haubert
;	PONfbl	;
Le	DETdef	le
fort	ADJqua	fort
acer	NOMcom	acier
detrenche	VERcjg	détrancher
le	DETdef	le
menu	ADJqua	menu
fer	NOMcom	fer
Que	CONsub	que
tut	DETind	tout
le	DETdef	le
piz	NOMcom	piz
covrent	VERcjg	covrir
de	PRE	de
claveals	NOMcom	claveau
.	PONfrt	.

Jus	ADVgen	jus
a	PRE	a
la	DETdef	le
terre	NOMcom	terre
li	PROper	il
cheent	VERcjg	choir
les	DETdef	le
boels	NOMcom	beau
;	PONfbl	;
N'	ADVneg	ne
en	PROadv	en
est	VERcjg	estre
fis	NOMcom	fils
que	PROrel	que
durt	VERcjg	durer
longement	ADVgen	longuement
mes	ADVgen	mais
.	PONfrt	.

Dunc	ADVgen	donc
reclaime	VERcjg	reclamer
Deus	NOMpro	Dieu
qu'	CONsub	que
il	PROper	il
merci	NOMcom	merci
en	PROadv	en
ait	VERcjg	avoir
.	PONfrt	.

Vivien	ADJqua	vivien
eire	NOMcom	erre
a	VERcjg	avoir
pé	NOMcom	pé
par	PRE	par
mi	NOMcom	mi
le	DETdef	le
champ	NOMcom	champ
,	PONfbl	,
Chet	VERcjg	choir
lui	PROper	il
sun	DETpos	son
healme	NOMcom	heaume
sur	PRE	sur
le	DETdef	le
nasel	NOMcom	nasel
devant	ADVgen	devant
,	PONfbl	,
E	CONcoo	et
entre	PRE	entre
ses	DETpos	son
pez	NOMcom	pied
ses	DETpos	son
boals	NOMcom	boal
trainant	VERppa	traîner
;	PONfbl	;
Al	PRE.DETdef	à.le
braz	NOMcom	braz
senestre	ADJqua	senestre
les	PROper	il
vait	VERcjg	aller
cuntretenant	VERppa	contretenir
.	PONfrt	.

En	PRE	en
sa	DETpos	son
main	NOMcom	main
destre	ADJqua	destre
porte	VERcjg	porter
d'	PRE	de
ascer	VERinf	ascher
un	DETndf	un
brant	NOMcom	brant
,	PONfbl	,
Tut	ADVgen	tout
fu	VERcjg	estre
vermeil	ADJqua	vermeil
des	PRE	des
le	DETdef	le
holz	NOMcom	hout
en	PRE	en
avant	ADVgen	avant
,	PONfbl	,
L'	DETdef	le
escalberc	NOMcom	échaubert
plein	ADJqua	plein
e	CONcoo	et
de	PRE	de
feie	NOMcom	foie
e	CONcoo	et
de	PRE	de
sanc	NOMcom	sanc
;	PONfbl	;
Devers	PRE	devers
la	DETdef	le
mure	NOMcom	meure
s'	PROper	soi
en	PROadv	en
vait	VERcjg	aller
apuiant	VERppa	appuyer
.	PONfrt	.

La	DETdef	le
sue	ADJpos	sien
mort	NOMcom	mort
le	PROper	il
vait	VERcjg	aller
mult	ADVgen	moult
destreignant	VERppa	destreindre
,	PONfbl	,
E	CONcoo	et
il	PROper	il
se	PROper	soi
sustent	VERcjg	soutenir
cuntreval	ADVgen	contreval
de	PRE	de
sun	DETpos	son
brant	NOMcom	brant
.	PONfrt	.

Forment	ADVgen	fortement
reclaime	VERcjg	reclamer
Jhesu	NOMpro	Jésus
le	DETdef	le
tut	ADVgen	tout
poant	ADJqua	pöant
,	PONfbl	,
Qu'	CONsub	que
il	PROper	il
li	PROper	il
tramette	VERcjg	tramettre
Willame	NOMpro	Guillaume
le	DETdef	le
bon	ADJqua	bon
franc	ADJqua	franc
,	PONfbl	,
U	CONcoo	ou
Lowis	NOMpro	Louis
,	PONfbl	,
le	DETdef	le
fort	ADJqua	fort
rei	NOMcom	roi
cunbatant	VERppa	combattre
:	PONfbl	:
“	PONpga	“
Deus	NOMpro	Dieu
veirs	ADJqua	voir
de	PRE	de
glorie	NOMcom	gloire
,	PONfbl	,
qui	PROrel	que
mains	ADVgen	moins
en	PRE	en
trinité	NOMcom	trinité
,	PONfbl	,
E	CONcoo	et
en	PRE	en
la	DETdef	le
virgne	NOMcom	virgne
fustes	VERcjg	estre
regeneré	VERppe	régénérer
,	PONfbl	,
E	CONcoo	et
en	PRE	en
treis	DETcar	trois
persones	NOMcom	personne
fud	VERcjg	être
tun	DETpos	ton
cors	NOMcom	corps
comandé	VERppe	comander
,	PONfbl	,
En	PRE	en
sainte	ADJqua	saint
croiz	NOMcom	croix
te	PROper	tu
laissas	VERcjg	laisser
,	PONfbl	,
sire	NOMcom	seignor
,	PONfbl	,
pener	VERinf	pener
,	PONfbl	,
Defent	VERcjg	défendre
mei	PROper	moi
,	PONfbl	,
pere	NOMcom	père
,	PONfbl	,
par	PRE	par
ta	DETpos	ton
sainte	ADJqua	saint
bunté	NOMcom	bonté
,	PONfbl	,
Ne	ADVneg	ne
seit	VERcjg	être
pur	PRE	pour
quei	PROrel	quoi
al	PRE.DETdef	à.le
cors	NOMcom	corps
me	PROper	je
puisse	VERcjg	pöoir
entrer	VERinf	entrer
Que	CONsub	que
plein	ADJqua	plein
pé	NOMcom	pé
fuie	VERcjg	fuir
de	PRE	de
bataille	NOMcom	bataille
champel	ADJqua	champel
;	PONfbl	;
A	PRE	a
la	DETdef	le
mort	NOMcom	mort
me	PROper	je
lait	VERcjg	laiier
ma	DETpos	mon
fei	NOMcom	foi
garder	VERinf	garder
;	PONfbl	;
Deus	NOMpro	Dieu
,	PONfbl	,
ne	ADVneg	ne
la	PROper	il
mente	VERcjg	mentir
,	PONfbl	,
par	PRE	par
ta	DETpos	ton
sainte	ADJqua	saint
bunté	NOMcom	bonté
.	PONfrt	.

Tramettez	VERcjg	tramettre
mei	PROper	moi
,	PONfbl	,
sire	NOMcom	seignor
,	PONfbl	,
Willame	NOMpro	Guillaume
al	PRE.DETdef	à.le
curb	ADJqua	courb
niés	NOMcom	nevo
;	PONfbl	;
Sages	ADJqua	sage
hom	NOMcom	homme
