Philippes	NOMpro	Philippe
escripture	NOMcom	écriture
Fiere	ADJqua	fier
at	VERcjg	avoir
reguardeüre	NOMcom	regardëure
;	PONfbl	;
E	CONcoo	et
l'	DETdef	le
ume	NOMcom	homme
qu'	PROrel	que
il	PROper	il
verat	VERcjg	voir
Ki	PROrel	qui
juste	PRE	jouxte
lui	PROper	il
serat	VERcjg	être
,	PONfbl	,
Tres	ADVgen	très
bien	ADVgen	bien
set	VERcjg	savoir
purpenser	VERinf	pourpenser
Se	CONsub	se
il	PROper	il
deit	VERcjg	devoir
luinz	ADVgen	loin
aler	VERinf	aler
.	PONfrt	.

Mult	ADVgen	moult
aimë	VERcjg	amer
a	PRE	a
mangier	VERinf	mangier
En	PRE	en
halt	ADJqua	haut
munt	NOMcom	mont
,	PONfbl	,
en	PRE	en
rochier	NOMcom	rochier
.	PONfrt	.

Beste	NOMcom	bête
de	PRE	de
tel	DETind	tel
baillie	NOMcom	baillie
Nus	PROper	nous
demustre	VERcjg	démontrer
la	DETdef	le
vie	NOMcom	vie
Que	CONsub	que
Deus	NOMpro	Dieu
menat	VERcjg	mener
en	PRE	en
tere	NOMcom	terre
Pur	PRE	pour
noz	DETpos	notre
anmes	NOMcom	âme
cunquere	VERinf	conquérir
,	PONfbl	,
Quant	CONsub	quand
Jesus	NOMpro	Jésus
preechout	VERcjg	précher
E	CONcoo	et
haltement	ADVgen	hautement
parlout	VERcjg	parler
E	CONcoo	et
prudume	NOMcom	prudhomme
l'	PROper	il
oeient	VERcjg	ouïr
Ki	PROrel	qui
le	DETdef	le
bien	NOMcom	bien
reteneient	VERcjg	retenir
.	PONfrt	.

Cil	PROdem	cel
sunt	VERcjg	être
halt	ADJqua	haut
cume	CONsub	comme
munt	NOMcom	mont
Ki	PROrel	qui
bien	ADVgen	bien
dient	VERcjg	dire
e	CONcoo	et
funt	VERcjg	faire
,	PONfbl	,
Il	PROper	il
sunt	VERcjg	être
munt	NOMcom	mont
de	PRE	de
vertuz	NOMcom	vertu
,	PONfbl	,
D'	PRE	de
icels	PROdem	cil
est	VERcjg	estre
Deus	NOMpro	Dieu
peüz	VERppe	paistre
;	PONfbl	;
Sur	PRE	sur
cels	PROdem	cil
est	VERcjg	estre
sun	DETpos	son
estal	NOMcom	estal
Ki	PROrel	qui
se	PROper	soi
guardent	VERcjg	garder
de	PRE	de
mal	NOMcom	mal
,	PONfbl	,
E	CONcoo	et
il	PROper	il
est	VERcjg	estre
lur	DETpos	leur
pulture	NOMcom	puture
,	PONfbl	,
Si	ADVgen	si
cum	CONsub	comme
dit	VERcjg	dire
escripture	NOMcom	écriture
.	PONfrt	.

Deus	NOMpro	Dieu
veit	VERcjg	voir
tuz	DETind	tous
cez	PROdem	cest
ki	PROrel	qui
sunt	VERcjg	être
,	PONfbl	,
Ki	PROrel	qui
furent	VERcjg	estre
e	CONcoo	et
serunt	VERcjg	être
,	PONfbl	,
Deus	NOMpro	Dieu
e	CONcoo	et
prof	ADVgen	pruef
e	CONcoo	et
luinz	ADVgen	loin
veit	VERcjg	voir
Issi	ADVgen	issi
cum	CONsub	comme
faire	VERinf	faire
deit	VERcjg	devoir
;	PONfbl	;
Deus	NOMpro	Dieu
cunuist	VERcjg	connaître
tute	DETind	tout
gent	NOMcom	gent
E	CONcoo	et
lur	DETpos	leur
faiz	NOMcom	fait
ensement	ADVgen	ensement
,	PONfbl	,
Tut	DETind	tout
ço	PROdem	ce
que	PROrel	que
il	PROper	il
fait	VERppe	faire
unt	VERcjg	avoir
,	PONfbl	,
Que	CONsub	que
il	PROper	il
funt	VERcjg	faire
e	CONcoo	et
ferunt	VERcjg	faire
;	PONfbl	;
Deus	NOMpro	Dieu
cunuist	VERcjg	connaître
les	DETdef	le
eranz	VERppa	être
E	CONcoo	et
tuz	DETind	tous
les	DETdef	le
surjurnanz	VERppa	séjourner
,	PONfbl	,
Deus	NOMpro	Dieu
set	VERcjg	savoir
bien	ADVgen	bien
esguarder	VERinf	égarder
Ki	PROrel	qui
luinz	ADVgen	loin
deivent	VERcjg	devoir
erer	VERinf	être
:	PONfbl	:
Cil	PROdem	cel
en	PRE	en
luinz	ADVgen	loin
ererunt	VERcjg	être
Ki	PROrel	qui
en	PRE	en
enfer	NOMcom	enfer
irunt	VERcjg	aller
“	PONpga	“
Fierement	ADVgen	fièrement
les	PROper	il
verat	VERcjg	voir
Pur	PRE	pour
ço	PROdem	ce
qu'	CONsub	que
il	PROper	il
les	PROper	il
harat	VERcjg	harver
E	CONcoo	et
cil	PROdem	cel
surjurnerunt	VERcjg	séjourner
Ki	PROrel	qui
od	PRE	o
Dé	NOMpro	dieu
rernaindrunt	VERcjg	reraner
.	PONfrt	.

E	CONcoo	et
ço	PROdem	ce
saciez	VERcjg	savoir
senz	PRE	sans
faille	NOMcom	faille
:	PONfbl	:
Ki	PROrel	qui
eire	NOMcom	erre
si	ADVgen	si
travaille	VERcjg	travaillier
,	PONfbl	,
E	CONcoo	et
cil	PROdem	cel
travaillerunt	VERcjg	travailler
Ki	PROrel	qui
en	PRE	en
enfer	NOMcom	enfer
irunt	VERcjg	aller
.	PONfrt	.

Aiez	VERcjg	aider
en	PRE	en
remembrance	NOMcom	remembrance
,	PONfbl	,
Ço	PROdem	ce
est	VERcjg	estre
signefiance	NOMcom	signefiance
.	PONfrt	.

Ydrus	NOMpro	Idruire
est	VERcjg	estre
beste	ADJqua	best
evage	NOMcom	evage
D'	PRE	de
un	DETndf	un
estrange	ADJqua	estrange
curage	NOMcom	courage
;	PONfbl	;
A	PRE	a
culovre	NOMcom	coulovre
est	VERcjg	estre
semblable	ADJqua	semblable
,	PONfbl	,
En	PRE	en
ille	PROper	elle
est	VERcjg	estre
cunversable	ADJqua	conversable
.	PONfrt	.

E	CONcoo	et
Phisiologus	NOMpro	Phisiologue
Iço	PROdem	ce
dit	VERcjg	dire
que	CONsub	que
ydrus	NOMcom	idreux
Volentiers	ADVgen	volentiers
est	VERcjg	estre
en	PRE	en
illes	PROper	elle
,	PONfbl	,
Mult	ADVgen	moult
par	ADVgen	par
het	VERcjg	häir
cocodrilles	NOMcom	cocodril
,	PONfbl	,
Par	PRE	par
engin	NOMcom	engin
li	PROper	il
quiert	VERcjg	querre
mort	VERppe	mourir
Quant	CONsub	quand
buche	NOMcom	bouche
uverte	VERppe	ouvrir
dort	VERcjg	dormir
.	PONfrt	.

Quant	CONsub	quand
l'	PROper	il
at	VERcjg	avoir
aperceü	VERppe	apercevoir
Met	VERcjg	mettre
sei	PROper	soi
en	PRE	en
la	DETdef	le
palu	NOMcom	palüor
;	PONfbl	;
Quant	CONsub	quand
s'	PROper	soi
est	VERcjg	estre
bien	ADVgen	bien
enboëe	VERppe	embouer
E	CONcoo	et
del	PRE.DETdef	de
limun	NOMcom	limon
luëe	VERppe	luer
,	PONfbl	,
Quant	CONsub	quand
pot	VERcjg	pöoir
escolurgier	VERinf	escoulouger
,	PONfbl	,
En	PRE	en
sa	DETpos	son
buche	NOMcom	bouche
mucier	VERinf	musser
,	PONfbl	,
Dunc	ADVgen	donc
vient	VERcjg	venir
al	PRE.DETdef	à.le
cocodrille	NOMcom	cocodril
La	ADVgen	là
u	PROrel	où
il	PROper	il
dort	VERcjg	dormir
en	PRE	en
l'	DETdef	le
ille	NOMcom	île
,	PONfbl	,
En	PRE	en
la	DETdef	le
buche	NOMcom	bouche
se	PROper	soi
met	VERcjg	metre
Petit	ADJqua	petit
e	CONcoo	et
petitet	ADJqua	petitet
.	PONfrt	.

Or	ADVgen	or
oëz	VERcjg	ouïr
quel	DETrel	quel
merveille	NOMcom	merveille
:	PONfbl	:
Cocodrilles	NOMpro	Cocodrille
s'	PROper	soi
esveille	VERcjg	éveiller
,	PONfbl	,
E	CONcoo	et
itant	ADVgen	itant
par	ADVgen	par
est	VERcjg	estre
glut	ADJqua	glout
Que	CONsub	que
tut	ADVgen	tout
vif	ADJqua	vif
le	PROper	il
transglut	VERcjg	trengloistre
.	PONfrt	.

Ydrus	NOMpro	Idruire
el	PRE.DETdef	en
cors	NOMcom	corps
li	PROper	il
entre	VERcjg	entrer
,	PONfbl	,
La	DETdef	le
boille	NOMcom	boille
de	PRE	de
sun	DETpos	son
ventre	NOMcom	ventre
Li	PROper	il
trenchë	VERcjg	trancher
e	CONcoo	et
depart	VERcjg	departir
Si	ADVgen	si
l'	PROper	il
ocit	VERcjg	ocire
par	PRE	par
tel	DETind	tel
art	NOMcom	art
;	PONfbl	;
Puis	ADVgen	puis
s'	PROper	soi
en	PROadv	en
ist	VERcjg	issir
vis	ADJqua	vif
del	PRE.DETdef	de
cors	NOMcom	corps
,	PONfbl	,
Sa	DETpos	son
boille	NOMcom	boille
en	PROadv	en
gete	VERcjg	jeter
hors	ADVgen	hors
.	PONfrt	.

Ço	PROdem	ce
est	VERcjg	estre
allegorie	NOMcom	allégorie
,	PONfbl	,
Grant	ADJqua	grant
chose	NOMcom	chose
signefie	VERcjg	signefier
.	PONfrt	.

Ydrus	NOMpro	Idruire
en	PRE	en
verité	NOMcom	verité
Nus	PROper	nous
signefie	VERcjg	signefier
Dé	NOMpro	dieu
;	PONfbl	;
Deus	NOMpro	Dieu
pur	PRE	pour
redemptiun	NOMcom	rédemption
Prist	VERcjg	prendre
incarnatiun	NOMcom	incarnation
,	PONfbl	,
Char	CONcoo	car
devint	VERcjg	devenir
enpuldree	VERppe	empoudrer
E	CONcoo	et
puldrë	NOMcom	poudre
enboëe	VERppe	embouer
.	PONfrt	.

De	PRE	de
boe	NOMcom	böe
vient	VERcjg	venir
limuns	NOMcom	limon
E	CONcoo	et
de	PRE	de
char	NOMcom	char
quir	ETR	quir
avuns	VERcjg	avoir
;	PONfbl	;
Deus	NOMcom	dieu
de	PRE	de
char	NOMcom	char
fut	VERcjg	être
vestuz	VERppe	vestir
Dunt	PROrel	dont
sathan	NOMcom	satan
fut	VERcjg	être
vencuz	VERppe	vaincre
.	PONfrt	.

Que	PROint	que
ireie	VERcjg	aller
acuntant	VERppa	acompter
Par	PRE	par
altretel	DETind	autretel
semblant	NOMcom	semblant
?	PONfrt	?

Deus	NOMpro	Dieu
devenquit	VERcjg	devancur
diable	NOMcom	diable
Par	PRE	par
semblant	NOMcom	semblant
cuvenable	ADJqua	convenable
.	PONfrt	.

Cocodrils	NOMcom	cocodril
signefie	VERcjg	signefier
Diable	NOMcom	diable
en	PRE	en
ceste	DETdem	cest
vie	NOMcom	vie
;	PONfbl	;
Quant	CONsub	quand
buche	NOMcom	bouche
uverte	VERppe	ouvrir
dort	VERcjg	dormir
Dunc	ADVgen	donc
mustre	VERcjg	montrer
enfer	NOMcom	enfer
e	CONcoo	et
mort	NOMcom	mort
.	PONfrt	.

Enferz	VERppe	enfercier
ert	VERcjg	être
en	PRE	en
repos	NOMcom	repos
,	PONfbl	,
Uverz	VERppe	ouvrir
esteit	VERcjg	être
nient	ADVgen	néant
clos	VERppe	clore
,	PONfbl	,
Ainz	ADVgen	ains
que	CONsub	que
li	DETdef	le
fiz	NOMcom	fils
de	PRE	de
Dé	NOMpro	dieu
Presist	VERcjg	prendre
humanité	NOMcom	humanité
;	PONfbl	;
A	PRE	a
seür	ADJqua	sëur
tute	DETind	tout
gent	NOMcom	gent
Perneit	VERcjg	prendre
apertement	ADVgen	apartement
.	PONfrt	.

Enferz	NOMcom	enfert
Dé	NOMpro	dieu
recuillit	VERcjg	recueillir
E	CONcoo	et
vif	ADJqua	vif
le	DETdef	le
transglutit	NOMcom	trenglutit
,	PONfbl	,
C'	PROdem	ce
est	VERcjg	estre
qu'	CONsub	que
en	PRE	en
enfer	NOMcom	enfer
entrat	VERcjg	entrer
E	CONcoo	et
les	DETdef	le
sons	PROpos	sien
en	PROadv	en
getat	VERcjg	jeter
Sulunc	PRE	selon
sa	DETpos	son
deïté	NOMcom	dëité
,	PONfbl	,
Nient	PROind	néant
en	PRE	en
humanité	NOMcom	humanité
.	PONfrt	.

Issi	ADVgen	issi
d'	PRE	de
enfer	NOMcom	enfer
fut	VERcjg	être
mort	VERppe	mourir
,	PONfbl	,
Fors	ADVgen	fors
nus	PROper	nous
mist	VERcjg	mettre
par	PRE	par
tel	DETind	tel
sort	NOMcom	sort
:	PONfbl	:
Vis	NOMcom	vis
entrat	VERcjg	entrer
en	PRE	en
enfer	NOMcom	enfer
E	CONcoo	et
vis	NOMcom	vis
issit	VERcjg	issir
d'	PRE	de
enfer	NOMcom	enfer
,	PONfbl	,
D'	PRE	de
enfer	NOMcom	enfer
les	DETdef	le
bons	NOMcom	bon
getat	VERcjg	jeter
E	CONcoo	et
les	DETdef	le
mals	NOMcom	mal
i	PROadv	i
laissat	VERcjg	laisser
.	PONfrt	.

Issi	ADVgen	issi
fut	VERcjg	être
Deus	NOMpro	Dieu
morsure	NOMcom	morsure
,	PONfbl	,
Si	ADVgen	si
cum	CONsub	comme
dit	VERcjg	dire
escripture	NOMcom	écriture
.	PONfrt	.

E	CONcoo	et
Phisiologus	NOMpro	Phisiologue
Dit	VERcjg	dire
que	CONsub	que
cocodrillus	NOMcom	cocodril
En	PRE	en
l'	DETdef	le
eve	NOMcom	aigue
naist	VERcjg	naître
del	PRE.DETdef	de
Nil	NOMpro	Nil
E	CONcoo	et
mult	ADVgen	moult
est	VERcjg	estre
beste	NOMcom	beste
vil	ADJqua	vil
.	PONfrt	.

Quatre	DETcar	quatre
piez	NOMcom	pié
at	VERcjg	avoir
la	DETdef	le
beste	NOMcom	beste
E	CONcoo	et
mult	ADVgen	moult
est	VERcjg	estre
de	PRE	de
fier	ADJqua	fier
estre	VERinf	estre
;	PONfbl	;
De	PRE	de
tere	NOMcom	terre
e	CONcoo	et
d'	PRE	de
eve	NOMcom	aigue
vit	VERcjg	vëoir
,	PONfbl	,
Si	ADVgen	si
cum	CONsub	comme
Ysidres	NOMpro	Isidres
dit	VERcjg	dire
.	PONfrt	.

Vint	VERcjg	venir
cutes	NOMcom	coute
de	PRE	de
lungur	NOMcom	longueur
Trove	VERcjg	trover
l'	OUT	il
em	PROind	on
le	DETdef	le
graignur	ADJqua	graindre
;	PONfbl	;
Granz	ADJqua	grand
denz	NOMcom	dent
e	CONcoo	et
ungles	NOMcom	ongle
at	VERcjg	avoir
,	PONfbl	,
Durs	ADJqua	dur
est	VERcjg	estre
li	DETdef	le
quirs	NOMcom	cuir
qu'	PROrel	que
il	PROper	il
at	VERcjg	avoir
,	PONfbl	,
Pur	PRE	pour
piere	NOMcom	pierre
n'	ADVneg	ne
iert	VERcjg	estre
rumpuz	VERppe	rompre
,	PONfbl	,
Ja	ADVgen	ja
tant	ADVgen	tant
nen	ADVneg.PROper	ne.me
iert	VERcjg	estre
feruz	VERppe	férir
.	PONfrt	.

S'	CONsub	se
il	PROper	il
pot	VERcjg	pöoir
,	PONfbl	,
ume	NOMcom	homme
devure	VERcjg	dévorer
,	PONfbl	,
Quant	CONsub	quand
mangié	VERppe	mangier
l'	PROper	il
at	VERcjg	avoir
,	PONfbl	,
si	ADVgen	si
plure	VERcjg	pleurer
.	PONfrt	.

Atant	ADVgen	atant
fin	VERcjg	findre
ma	DETpos	mon
raisun	NOMcom	raison
,	PONfbl	,
Altre	PROind	autre
cumencerum	VERcjg	commencer
.	PONfrt	.

Li	DETdef	le
cers	NOMcom	cerf
at	VERcjg	avoir
tel	DETind	tel
nature	NOMcom	nature
,	PONfbl	,
Si	ADVgen	si
cum	CONsub	comme
dit	VERcjg	dire
escripture	NOMcom	écriture
,	PONfbl	,
Qu'	CONsub	que
il	PROper	il
vait	VERcjg	aller
fosse	NOMcom	fosse
querant	VERppa	querre
U	CONcoo	ou
serpenz	NOMcom	serpent
seit	VERcjg	être
gisant	VERppa	jesir
;	PONfbl	;
Quant	CONsub	quand
truvé	VERppe	trouver
at	VERcjg	avoir
serpent	NOMcom	serpent
En	PRE	en
sa	DETpos	son
buche	NOMcom	bouche
eve	NOMcom	aigue
prent	VERcjg	prendre
Si	CONsub	si
la	DETdef	le
verse	NOMcom	verse
dedenz	ADVgen	dedans
Puis	ADVgen	puis
i	PROadv	i
fait	VERcjg	faire
suflemenz	NOMcom	soufflement
;	PONfbl	;
Tant	ADVgen	tant
i	PROadv	i
sufle	VERcjg	sofler
e	CONcoo	et
aleine	VERcjg	alener
Fors	ADVgen	fors
l'en	PROind	loin
trait	VERcjg	traire
a	PRE	a
grant	ADJqua	grant
peine	NOMcom	peine
.	PONfrt	.

Li	DETdef	le
cers	NOMcom	cerf
est	VERcjg	estre
curuciez	VERppe	courrucer
,	PONfbl	,
Puis	ADVgen	puis
l'	PROper	il
ocit	VERcjg	ocire
od	PRE	o
ses	DETpos	son
piez	NOMcom	pié
.	PONfrt	.

Or	ADVgen	or
oëz	VERcjg	ouïr
par	PRE	par
maistrie	NOMcom	maîtrie
Que	CONsub	que
iço	PROdem	ce
signefie	VERcjg	signefier
.	PONfrt	.

Par	PRE	par
cest	DETdem	cest
cerf	NOMcom	cerf
par	PRE	par
raisun	NOMcom	raison
Jesu	NOMpro	Jésus
Crist	NOMpro	Christ
entendum	VERcjg	entendre
:	PONfbl	:
L'	DETdef	le
eve	NOMcom	aigue
sapïence	NOMcom	sapience
est	VERcjg	estre
Ki	PROrel	qui
en	PRE	en
sa	DETpos	son
buchë	NOMcom	bouche
est	VERcjg	estre
,	PONfbl	,
E	CONcoo	et
saint	ADJqua	saint
espirement	NOMcom	espirement
Entent	VERcjg	entendre
par	PRE	par
suflement	NOMcom	souflement
,	PONfbl	,
E	CONcoo	et
par	PRE	par
serpent	NOMcom	serpent
diable	NOMcom	diable
Par	PRE	par
semblant	NOMcom	semblant
cuvenable	ADJqua	convenable
;	PONfbl	;
E	CONcoo	et
par	PRE	par
sa	DETpos	son
fosse	NOMcom	fosse
entent	VERcjg	entendre
Le	DETdef	le
cors	NOMcom	corps
de	PRE	de
mainte	DETind	maint
gent	NOMcom	gent
,	PONfbl	,
E	CONcoo	et
par	PRE	par
piez	NOMcom	pié
del	PRE.DETdef	de
cerf	NOMcom	cerf
fin	ADJqua	fin
;	PONfbl	;
E	CONcoo	et
diable	NOMcom	diable
en	PRE	en
la	DETdef	le
fin	NOMcom	fin
Fut	VERcjg	être
destruiz	VERppe	détruire
e	CONcoo	et
damnez	VERppe	damner
,	PONfbl	,
De	PRE	de
cors	NOMcom	corps
de	PRE	de
gent	NOMcom	gent
getez	VERppe	jeter
Par	PRE	par
espir	NOMcom	espir
,	PONfbl	,
par	PRE	par
saveir	VERinf	savoir
,	PONfbl	,
Iço	PROdem	ce
creüm	VERcjg	croire
par	PRE	par
veir	NOMcom	voir
.	PONfrt	.

Saciez	VERcjg	savoir
que	CONsub	que
cors	NOMcom	corps
de	PRE	de
gent	NOMcom	gent
Ert	VERcjg	estre
fosse	NOMcom	fosse
de	PRE	de
serpent	NOMcom	serpent
,	PONfbl	,
Kar	CONcoo	car
par	PRE	par
serpent	NOMcom	serpent
sathan	ADJqua	satan
Deçut	VERcjg	decevoir
Eve	NOMpro	avoir
e	CONcoo	et
Adam	NOMpro	Adam
.	PONfrt	.

N'	ADVneg	ne
en	PROadv	en
voil	VERcjg	vouloir
or	ADVgen	or
plus	ADVgen	plus
traitier	VERinf	traiter
,	PONfbl	,
Altre	PROind	autre
voil	VERcjg	vouloir
cumencier	VERinf	commencer
.	PONfrt	.

Aptalon	NOMpro	Aptalon
ço	PROdem	ce
est	VERcjg	estre
beste	NOMcom	beste
,	PONfbl	,
Si	ADVgen	si
est	VERcjg	estre
de	PRE	de
tant	ADVgen	tant
fier	ADJqua	fier
estre	VERinf	estre
Qu'	CONsub	que
om	PROind	on
n'	ADVneg	ne
i	PROadv	i
pot	VERcjg	pöoir
aprismier	VERinf	approismer
Ne	CONcoo	ne
ne	ADVneg	ne
la	PROper	il
pot	VERcjg	pöoir
plaier	VERinf	plaiier
Se	CONsub	se
par	PRE	par
un	DETndf	un
engin	NOMcom	engin
nun	ADVneg	non
Que	PROrel	que
dirai	VERcjg	dire
par	PRE	par
raisun	NOMcom	raison
.	PONfrt	.

Dous	DETcar	deux
cornes	NOMcom	corne
at	VERcjg	avoir
aguës	ADJqua	agues
,	PONfbl	,
Trenchanz	VERppe	trancher
e	CONcoo	et
esmulues	VERppe	émoudre
;	PONfbl	;
E	CONcoo	et
si	ADVgen	si
sunt	VERcjg	être
endentees	VERppe	endanter
,	PONfbl	,
Cum	CONsub	comme
falcilles	NOMcom	faucille
curvees	VERppe	courver
,	PONfbl	,
Qu'	CONsub	que
ele	PROper	il
pot	VERcjg	pöoir
detrenchier	VERinf	detrancher
Granz	ADJqua	grand
arbres	NOMcom	arbre
esrachier	VERinf	esrachier
.	PONfrt	.

E	CONcoo	et
quant	CONsub	cant
ele	PROper	il
at	VERcjg	avoir
sei	PROper	soi
grant	ADJqua	grant
Une	DETndf	un
eve	NOMcom	aigue
vait	VERcjg	aller
querant	VERppa	querre
Ki	PROrel	qui
vient	VERcjg	venir
de	PRE	de
paraïs	NOMcom	paradis
,	PONfbl	,
U	PROrel	où
om	PROind	on
fut	VERcjg	être
primes	ADVgen	prim
mis	VERppe	metre
,	PONfbl	,
Si	ADVgen	si
at	VERcjg	avoir
num	NOMcom	nom
Eufraten	NOMpro	Eufrate
,	PONfbl	,
Issi	ADVgen	issi
l'	PROper	il
apele	VERcjg	apeler
l'	DETdef	le
em	PROind	on
.	PONfrt	.

Puis	ADVgen	puis
quiert	VERcjg	querre
un	DETndf	un
buissunet	NOMcom	boissonne
Menu	ADJqua	menu
e	CONcoo	et
espesset	ADJqua	épaisset
,	PONfbl	,
U	PROrel	où
el	PROper	il
se	PROper	soi
vient	VERcjg	venir
juër	VERinf	juer
E	CONcoo	et
ses	DETpos	son
cornes	NOMcom	corne
froter	VERinf	froter
.	PONfrt	.

Cist	DETdem	cest
buissuns	NOMcom	boisson
est	VERcjg	estre
numé	VERppe	numer
En	PRE	en
griu	ADJqua	grief
erechine	NOMcom	erchine
.	PONfrt	.

Mult	ADVgen	moult
at	VERcjg	avoir
sultiz	ADJqua	soltiz
vergetes	NOMcom	vergete
,	PONfbl	,
Menues	ADJqua	menu
,	PONfbl	,
delïetes	NOMcom	delitie
;	PONfbl	;
Unc	ADVgen	onques
ne	ADVneg	ne
set	VERcjg	savoir
mot	NOMcom	mot
la	DETdef	le
beste	NOMcom	beste
Quant	CONsub	quand
prise	VERppe	prendre
est	VERcjg	estre
par	PRE	par
la	DETdef	le
teste	NOMcom	teste
E	CONcoo	et
qu'	CONsub	que
ele	PROper	il
est	VERcjg	estre
enlaciee	VERppe	enlacier
E	CONcoo	et
el	PRE.DETdef	en
buissun	NOMcom	boisson
lïee	VERppe	lier
.	PONfrt	.

Quant	CONsub	quand
ne	ADVneg	ne
pot	VERcjg	pöoir
eschaper	VERinf	eschaper
Dunc	ADVgen	donc
cumence	VERcjg	commencer
a	PRE	a
crïer	VERinf	crier
,	PONfbl	,
E	CONcoo	et
al	PRE.DETdef	à.le
cri	NOMcom	cri
qu'	PROrel	que
ele	PROper	il
fait	VERcjg	faire
Li	DETdef	le
veneres	NOMcom	venarre
i	PROadv	i
vait	VERcjg	aller
Si	ADVgen	si
la	PROper	il
trove	VERcjg	trover
lïee	VERppe	lier
Al	PRE.DETdef	à.le
buissun	NOMcom	boisson
enlaciee	VERppe	enlacier
.	PONfrt	.

La	DETdef	le
beste	NOMcom	beste
fait	VERcjg	faire
grant	ADJqua	grant
dol	NOMcom	deuil
,	PONfbl	,
(	PONpga	(
Faiture	NOMcom	faiture
at	VERcjg	avoir
de	PRE	de
chevrol	NOMcom	chevreuil
)	PONpdr	)
Li	DETdef	le
venere	NOMcom	venëir
la	PROper	il
prent	VERcjg	prendre
Si	ADVgen	si
l'	PROper	il
ocit	VERcjg	ocire
a	PRE	a
turment	NOMcom	tourment
.	PONfrt	.

Issi	ADVgen	issi
est	VERcjg	estre
en	PRE	en
nature	NOMcom	nature
Cum	CONsub	comme
est	VERcjg	estre
ceste	DETdem	cest
figure	NOMcom	figure
.	PONfrt	.

Beste	NOMcom	bête
de	PRE	de
tel	DETind	tel
baillie	NOMcom	baillie
Est	VERcjg	estre
om	PROind	on
de	PRE	de
ceste	DETdem	cest
vie	NOMcom	vie
;	PONfbl	;
Dous	DETcar	deux
leis	NOMcom	loi
Deus	NOMpro	Dieu
li	PROper	il
dunat	VERcjg	donner
Que	CONsub	que
om	PROind	on
pur	PRE	pour
cornes	NOMcom	corne
at	VERcjg	avoir
,	PONfbl	,
La	DETdef	le
viez	ADJqua	viez
e	CONcoo	et
la	DETdef	le
nuvele	NOMcom	nouvelle
Ki	PROrel	qui
mult	ADVgen	moult
est	VERcjg	estre
sainte	ADJqua	saint
e	CONcoo	et
bele	ADJqua	bel
,	PONfbl	,
Par	PRE	par
quei	PROrel	quoi
om	PROind	on
pot	VERcjg	pöoir
destruire	VERinf	détruire
Pechié	NOMcom	péché
,	PONfbl	,
diable	NOMcom	diable
e	CONcoo	et
ire	NOMcom	ire
,	PONfbl	,
Cume	CONsub	comme
la	DETdef	le
beste	NOMcom	beste
fait	VERcjg	faire
L'	DETdef	le
arbre	NOMcom	arbre
ki	PROrel	qui
cuntrestait	VERcjg	contrêter
.	PONfrt	.

Par	PRE	par
les	DETdef	le
arbres	NOMcom	arbre
entent	VERcjg	entendre
Corruptiun	NOMcom	courroucion
de	PRE	de
gent	NOMcom	gent
,	PONfbl	,
Nof	DETcar	neuf
pechiez	NOMcom	pechié
criminals	ADJqua	criminel
Par	PRE	par
quei	PROrel	quoi
om	NOMcom	homme
est	VERcjg	estre
mortals	ADJqua	mortel
,	PONfbl	,
C'	PROdem	ce
est	VERcjg	estre
adulterium	NOMcom	adouterion
E	CONcoo	et
fornicatiun	NOMcom	fornication
Superbe	NOMpro	Superbe
e	CONcoo	et
avarice	NOMcom	avarice
,	PONfbl	,
Envire	ADVgen	envire
,	PONfbl	,
malvais	ADJqua	mauvais
vice	NOMcom	vice
,	PONfbl	,
Ço	PROdem	ce
est	VERcjg	estre
detractiun	NOMcom	detraction
E	CONcoo	et
homicidium	NOMcom	homicidi
,	PONfbl	,
Luxure	NOMcom	lusure
,	PONfbl	,
ebrietas	NOMcom	ébreté
,	PONfbl	,
Tut	DETind	tout
ço	PROdem	ce
fait	VERcjg	faire
sathanas	NOMcom	satane
;	PONfbl	;
E	CONcoo	et
om	PROind	on
destruït	VERcjg	détruire
raisnable	ADJqua	raisnable
Ceste	DETdem	cest
vertu	NOMcom	vertu
diable	NOMcom	diable
,	PONfbl	,
Si	ADVgen	si
cum	CONsub	comme
la	DETdef	le
beste	NOMcom	beste
fait	VERcjg	faire
L'	DETdef	le
arbre	NOMcom	arbre
ki	PROrel	qui
cuntrestait	VERcjg	contrêter
.	PONfrt	.

Mais	CONcoo	mais
quant	CONsub	cant
la	DETdef	le
beste	NOMcom	beste
beit	VERcjg	boire
De	PRE	de
l'	DETdef	le
eve	NOMcom	aigue
qu'	PROrel	que
ele	PROper	il
veit	VERcjg	voir
,	PONfbl	,
Al	PRE.DETdef	à.le
buissun	NOMcom	boisson
vait	VERcjg	aller
freier	VERinf	froiier
Ses	DETpos	son
cornes	NOMcom	corne
enlacier	VERinf	enlacier
,	PONfbl	,
E	CONcoo	et
dunc	ADVgen	donc
est	VERcjg	estre
retenue	VERppe	retenir
E	CONcoo	et
prise	VERppe	prendre
e	CONcoo	et
deceüe	VERppe	decevoir
.	PONfrt	.

E	CONcoo	et
c'	PROdem	ce
est	VERcjg	estre
allegorie	NOMcom	allégorie
,	PONfbl	,
Kar	CONcoo	car
l'	DETdef	le
eve	NOMcom	aigue
signefie	VERcjg	signefier
Ivrece	NOMpro	Ivrece
,	PONfbl	,
