"lemma","count_final","rate_final","count_all","rate_all","vs_all","count_not_final","rate_not_final","vs_not_final","diff_rates"
"ennui",26,0.00130718954248366,33,0.000275686919908773,119701,7,7.01325505204837e-05,99811,18.6388422035481
"ataindre",11,0.000553041729512318,14,0.000116958087234025,119701,3,3.00568073659216e-05,99811,18.399882688118
"chapelain",11,0.000553041729512318,14,0.000116958087234025,119701,3,3.00568073659216e-05,99811,18.399882688118
"ciere",11,0.000553041729512318,14,0.000116958087234025,119701,3,3.00568073659216e-05,99811,18.399882688118
"entreprendre",11,0.000553041729512318,14,0.000116958087234025,119701,3,3.00568073659216e-05,99811,18.399882688118
"plaisir",11,0.000553041729512318,14,0.000116958087234025,119701,3,3.00568073659216e-05,99811,18.399882688118
"défendre",18,0.000904977375565611,23,0.000192145429027326,119701,5,5.00946789432027e-05,99811,18.0653393665158
"esbäir",18,0.000904977375565611,23,0.000192145429027326,119701,5,5.00946789432027e-05,99811,18.0653393665158
"argent",30,0.00150829562594268,39,0.00032581181443764,119701,9,9.01704220977648e-05,99811,16.7271660801073
"embler",20,0.00100553041729512,26,0.00021720787629176,119701,6,6.01136147318432e-05,99811,16.7271660801073
"eschaper",20,0.00100553041729512,26,0.00021720787629176,119701,6,6.01136147318432e-05,99811,16.7271660801073
"tendre",20,0.00100553041729512,26,0.00021720787629176,119701,6,6.01136147318432e-05,99811,16.7271660801073
"bonté",10,0.000502765208647562,13,0.00010860393814588,119701,3,3.00568073659216e-05,99811,16.7271660801073
"briément",10,0.000502765208647562,13,0.00010860393814588,119701,3,3.00568073659216e-05,99811,16.7271660801073
"crever",10,0.000502765208647562,13,0.00010860393814588,119701,3,3.00568073659216e-05,99811,16.7271660801073
"maintenir",10,0.000502765208647562,13,0.00010860393814588,119701,3,3.00568073659216e-05,99811,16.7271660801073
"nature",10,0.000502765208647562,13,0.00010860393814588,119701,3,3.00568073659216e-05,99811,16.7271660801073
"partie",10,0.000502765208647562,13,0.00010860393814588,119701,3,3.00568073659216e-05,99811,16.7271660801073
"reposer",10,0.000502765208647562,13,0.00010860393814588,119701,3,3.00568073659216e-05,99811,16.7271660801073
"esmaiier",13,0.00065359477124183,17,0.000142020534498459,119701,4,4.00757431545621e-05,99811,16.3089869281046
"tüer",16,0.000804424333836099,21,0.000175437130851037,119701,5,5.00946789432027e-05,99811,16.058079436903
"naistre",19,0.000955253896430367,25,0.000208853727203616,119701,6,6.01136147318432e-05,99811,15.8908077761019
"afaire",30,0.00150829562594268,40,0.000334165963525785,119701,10,0.000100189357886405,99811,15.0544494720965
"embrasser",12,0.000603318250377074,16,0.000133666385410314,119701,4,4.00757431545621e-05,99811,15.0544494720965
"travaillier",12,0.000603318250377074,16,0.000133666385410314,119701,4,4.00757431545621e-05,99811,15.0544494720965
"courtil",9,0.000452488687782805,12,0.000100249789057736,119701,3,3.00568073659216e-05,99811,15.0544494720965
"descovrir",9,0.000452488687782805,12,0.000100249789057736,119701,3,3.00568073659216e-05,99811,15.0544494720965
"servise",9,0.000452488687782805,12,0.000100249789057736,119701,3,3.00568073659216e-05,99811,15.0544494720965
"demorer",20,0.00100553041729512,27,0.000225562025379905,119701,7,7.01325505204837e-05,99811,14.3375709258062
"nu",34,0.00170940170940171,46,0.000384290858054653,119701,12,0.000120227229463686,99811,14.2180911680912
"requerre",14,0.000703871292106586,19,0.000158728832674748,119701,5,5.00946789432027e-05,99811,14.0508195072901
"trancher",14,0.000703871292106586,19,0.000158728832674748,119701,5,5.00946789432027e-05,99811,14.0508195072901
"ovrir",22,0.00110608345902464,30,0.000250624472644339,119701,8,8.01514863091242e-05,99811,13.7999120160885
"aprendre",32,0.0016088486676722,44,0.000367582559878364,119701,12,0.000120227229463686,99811,13.3817328640858
"dit",8,0.000402212166918049,11,9.18956399695909e-05,119701,3,3.00568073659216e-05,99811,13.3817328640858
"isnel",8,0.000402212166918049,11,9.18956399695909e-05,119701,3,3.00568073659216e-05,99811,13.3817328640858
"ivre",8,0.000402212166918049,11,9.18956399695909e-05,119701,3,3.00568073659216e-05,99811,13.3817328640858
"maisniee",8,0.000402212166918049,11,9.18956399695909e-05,119701,3,3.00568073659216e-05,99811,13.3817328640858
"paller",8,0.000402212166918049,11,9.18956399695909e-05,119701,3,3.00568073659216e-05,99811,13.3817328640858
"trembler",8,0.000402212166918049,11,9.18956399695909e-05,119701,3,3.00568073659216e-05,99811,13.3817328640858
"voie",61,0.00306686777275013,84,0.000701748523404149,119701,23,0.000230435523138732,99811,13.3090060550419
"delivrer",15,0.000754147812971342,21,0.000175437130851037,119701,6,6.01136147318432e-05,99811,12.5453745600804
"dépendre",15,0.000754147812971342,21,0.000175437130851037,119701,6,6.01136147318432e-05,99811,12.5453745600804
"plenté",15,0.000754147812971342,21,0.000175437130851037,119701,6,6.01136147318432e-05,99811,12.5453745600804
"afïer",10,0.000502765208647562,14,0.000116958087234025,119701,4,4.00757431545621e-05,99811,12.5453745600804
"embattre",10,0.000502765208647562,14,0.000116958087234025,119701,4,4.00757431545621e-05,99811,12.5453745600804
"semondre",10,0.000502765208647562,14,0.000116958087234025,119701,4,4.00757431545621e-05,99811,12.5453745600804
"ire",17,0.000854700854700855,24,0.000200499578115471,119701,7,7.01325505204837e-05,99811,12.1869352869353
"veillier",17,0.000854700854700855,24,0.000200499578115471,119701,7,7.01325505204837e-05,99811,12.1869352869353
"contraire",7,0.000351935646053293,10,8.35414908814463e-05,119701,3,3.00568073659216e-05,99811,11.7090162560751
"ennemi",7,0.000351935646053293,10,8.35414908814463e-05,119701,3,3.00568073659216e-05,99811,11.7090162560751
"esposer",7,0.000351935646053293,10,8.35414908814463e-05,119701,3,3.00568073659216e-05,99811,11.7090162560751
"nomer",7,0.000351935646053293,10,8.35414908814463e-05,119701,3,3.00568073659216e-05,99811,11.7090162560751
"oreille",7,0.000351935646053293,10,8.35414908814463e-05,119701,3,3.00568073659216e-05,99811,11.7090162560751
"poisson",7,0.000351935646053293,10,8.35414908814463e-05,119701,3,3.00568073659216e-05,99811,11.7090162560751
"seulement",7,0.000351935646053293,10,8.35414908814463e-05,119701,3,3.00568073659216e-05,99811,11.7090162560751
"attendre",20,0.00100553041729512,29,0.000242270323556194,119701,9,9.01704220977648e-05,99811,11.1514440534048
"compagnie",11,0.000553041729512318,16,0.000133666385410314,119701,5,5.00946789432027e-05,99811,11.0399296128708
"chier",37,0.00186023127199598,54,0.00045112405075981,119701,17,0.000170321908406889,99811,10.9218554993641
"aise",13,0.00065359477124183,19,0.000158728832674748,119701,6,6.01136147318432e-05,99811,10.8726579520697
"chemise",13,0.00065359477124183,19,0.000158728832674748,119701,6,6.01136147318432e-05,99811,10.8726579520697
"departir",13,0.00065359477124183,19,0.000158728832674748,119701,6,6.01136147318432e-05,99811,10.8726579520697
"ensemble",34,0.00170940170940171,50,0.000417707454407231,119701,16,0.000160302972618248,99811,10.6635683760684
"escouter",24,0.00120663650075415,36,0.000300749367173207,119701,12,0.000120227229463686,99811,10.0362996480644
"damage",8,0.000402212166918049,12,0.000100249789057736,119701,4,4.00757431545621e-05,99811,10.0362996480644
"lire",8,0.000402212166918049,12,0.000100249789057736,119701,4,4.00757431545621e-05,99811,10.0362996480644
"moillier",10,0.000502765208647562,15,0.000125312236322169,119701,5,5.00946789432027e-05,99811,10.0362996480644
"reprendre",10,0.000502765208647562,15,0.000125312236322169,119701,5,5.00946789432027e-05,99811,10.0362996480644
"sohaidier",10,0.000502765208647562,15,0.000125312236322169,119701,5,5.00946789432027e-05,99811,10.0362996480644
"vivre",17,0.000854700854700855,26,0.00021720787629176,119701,9,9.01704220977648e-05,99811,9.47872744539411
"fable",13,0.00065359477124183,20,0.000167082981762893,119701,7,7.01325505204837e-05,99811,9.31942110177404
"compagne",11,0.000553041729512318,17,0.000142020534498459,119701,6,6.01136147318432e-05,99811,9.19994134405899
"envie",11,0.000553041729512318,17,0.000142020534498459,119701,6,6.01136147318432e-05,99811,9.19994134405899
"grever",18,0.000904977375565611,28,0.00023391617446805,119701,10,0.000100189357886405,99811,9.03266968325792
"assembler",9,0.000452488687782805,14,0.000116958087234025,119701,5,5.00946789432027e-05,99811,9.03266968325792
"celer",9,0.000452488687782805,14,0.000116958087234025,119701,5,5.00946789432027e-05,99811,9.03266968325792
"ouvrir",16,0.000804424333836099,25,0.000208853727203616,119701,9,9.01704220977648e-05,99811,8.92115524272387
"rire",21,0.00105580693815988,33,0.000275686919908773,119701,12,0.000120227229463686,99811,8.78176219205631
"fête",14,0.000703871292106586,22,0.000183791279939182,119701,8,8.01514863091242e-05,99811,8.78176219205631
"manoir",14,0.000703871292106586,22,0.000183791279939182,119701,8,8.01514863091242e-05,99811,8.78176219205631
"couvrir",7,0.000351935646053293,11,9.18956399695909e-05,119701,4,4.00757431545621e-05,99811,8.78176219205631
"demi",7,0.000351935646053293,11,9.18956399695909e-05,119701,4,4.00757431545621e-05,99811,8.78176219205631
"dos",7,0.000351935646053293,11,9.18956399695909e-05,119701,4,4.00757431545621e-05,99811,8.78176219205631
"errer",7,0.000351935646053293,11,9.18956399695909e-05,119701,4,4.00757431545621e-05,99811,8.78176219205631
"esprover",7,0.000351935646053293,11,9.18956399695909e-05,119701,4,4.00757431545621e-05,99811,8.78176219205631
"laver",7,0.000351935646053293,11,9.18956399695909e-05,119701,4,4.00757431545621e-05,99811,8.78176219205631
"musart",7,0.000351935646053293,11,9.18956399695909e-05,119701,4,4.00757431545621e-05,99811,8.78176219205631
"pardoner",7,0.000351935646053293,11,9.18956399695909e-05,119701,4,4.00757431545621e-05,99811,8.78176219205631
"parfont",7,0.000351935646053293,11,9.18956399695909e-05,119701,4,4.00757431545621e-05,99811,8.78176219205631
"repondre",7,0.000351935646053293,11,9.18956399695909e-05,119701,4,4.00757431545621e-05,99811,8.78176219205631
"sain",7,0.000351935646053293,11,9.18956399695909e-05,119701,4,4.00757431545621e-05,99811,8.78176219205631
"ester",19,0.000955253896430367,30,0.000250624472644339,119701,11,0.000110208293675046,99811,8.66771333241921
"esveillier",19,0.000955253896430367,30,0.000250624472644339,119701,11,0.000110208293675046,99811,8.66771333241921
"entendre",74,0.00372046254399196,117,0.000977435443312921,119701,43,0.000430814238911543,99811,8.63588574368328
"étendre",12,0.000603318250377074,19,0.000158728832674748,119701,7,7.01325505204837e-05,99811,8.60254255548373
"vie",29,0.00145801910507793,46,0.000384290858054653,119701,17,0.000170321908406889,99811,8.56037322923136
"musser",15,0.000754147812971342,24,0.000200499578115471,119701,9,9.01704220977648e-05,99811,8.36358304005363
"covrir",10,0.000502765208647562,16,0.000133666385410314,119701,6,6.01136147318432e-05,99811,8.36358304005363
"encontrer",10,0.000502765208647562,16,0.000133666385410314,119701,6,6.01136147318432e-05,99811,8.36358304005363
"aidier",28,0.00140774258421317,45,0.000375936708966508,119701,17,0.000170321908406889,99811,8.26518794546476
"merveille",28,0.00140774258421317,45,0.000375936708966508,119701,17,0.000170321908406889,99811,8.26518794546476
"vendre",23,0.00115635997988939,37,0.000309103516261351,119701,14,0.000140265101040967,99811,8.24410328233858
"amender",8,0.000402212166918049,13,0.00010860393814588,119701,5,5.00946789432027e-05,99811,8.02903971845148
"drecier",8,0.000402212166918049,13,0.00010860393814588,119701,5,5.00946789432027e-05,99811,8.02903971845148
"escot",8,0.000402212166918049,13,0.00010860393814588,119701,5,5.00946789432027e-05,99811,8.02903971845148
"faillir",8,0.000402212166918049,13,0.00010860393814588,119701,5,5.00946789432027e-05,99811,8.02903971845148
"goutte",8,0.000402212166918049,13,0.00010860393814588,119701,5,5.00946789432027e-05,99811,8.02903971845148
"orendroit",8,0.000402212166918049,13,0.00010860393814588,119701,5,5.00946789432027e-05,99811,8.02903971845148
"pitié",8,0.000402212166918049,13,0.00010860393814588,119701,5,5.00946789432027e-05,99811,8.02903971845148
"prometre",8,0.000402212166918049,13,0.00010860393814588,119701,5,5.00946789432027e-05,99811,8.02903971845148
"pendre",38,0.00191050779286073,62,0.000517957243464967,119701,24,0.000240454458927373,99811,7.94540388805095
"regarder",22,0.00110608345902464,36,0.000300749367173207,119701,14,0.000140265101040967,99811,7.88566400919342
"finer",11,0.000553041729512318,18,0.000150374683586603,119701,7,7.01325505204837e-05,99811,7.88566400919342
"pasmer",11,0.000553041729512318,18,0.000150374683586603,119701,7,7.01325505204837e-05,99811,7.88566400919342
"commander",28,0.00140774258421317,46,0.000384290858054653,119701,18,0.00018034084419553,99811,7.80601083738339
"envoiier",14,0.000703871292106586,23,0.000192145429027326,119701,9,9.01704220977648e-05,99811,7.80601083738339
"plorer",14,0.000703871292106586,23,0.000192145429027326,119701,9,9.01704220977648e-05,99811,7.80601083738339
"pourpenser",14,0.000703871292106586,23,0.000192145429027326,119701,9,9.01704220977648e-05,99811,7.80601083738339
"salüer",17,0.000854700854700855,28,0.00023391617446805,119701,11,0.000110208293675046,99811,7.75532245532245
"bouter",23,0.00115635997988939,38,0.000317457665349496,119701,15,0.000150284036829608,99811,7.69449639684934
"mestier",30,0.00150829562594268,50,0.000417707454407231,119701,20,0.000200378715772811,99811,7.52722473604827
"demeurer",15,0.000754147812971342,25,0.000208853727203616,119701,10,0.000100189357886405,99811,7.52722473604827
"rue",15,0.000754147812971342,25,0.000208853727203616,119701,10,0.000100189357886405,99811,7.52722473604827
"fier",12,0.000603318250377074,20,0.000167082981762893,119701,8,8.01514863091242e-05,99811,7.52722473604827
"longuement",12,0.000603318250377074,20,0.000167082981762893,119701,8,8.01514863091242e-05,99811,7.52722473604827
"aerdre",9,0.000452488687782805,15,0.000125312236322169,119701,6,6.01136147318432e-05,99811,7.52722473604827
"novel",9,0.000452488687782805,15,0.000125312236322169,119701,6,6.01136147318432e-05,99811,7.52722473604827
"coute",6,0.000301659125188537,10,8.35414908814463e-05,119701,4,4.00757431545621e-05,99811,7.52722473604827
"desdire",6,0.000301659125188537,10,8.35414908814463e-05,119701,4,4.00757431545621e-05,99811,7.52722473604827
"Paul",6,0.000301659125188537,10,8.35414908814463e-05,119701,4,4.00757431545621e-05,99811,7.52722473604827
"porte",27,0.00135746606334842,45,0.000375936708966508,119701,18,0.00018034084419553,99811,7.52722473604826
"talent",21,0.00105580693815988,35,0.000292395218085062,119701,14,0.000140265101040967,99811,7.52722473604826
"merci",41,0.002061337355455,69,0.000576436287081979,119701,28,0.000280530202081935,99811,7.34800509947569
"movoir",16,0.000804424333836099,27,0.000225562025379905,119701,11,0.000110208293675046,99811,7.29912701677407
"oster",20,0.00100553041729512,34,0.000284041068996917,119701,14,0.000140265101040967,99811,7.16878546290311
"convent",10,0.000502765208647562,17,0.000142020534498459,119701,7,7.01325505204837e-05,99811,7.16878546290311
"don",10,0.000502765208647562,17,0.000142020534498459,119701,7,7.01325505204837e-05,99811,7.16878546290311
"fermer",10,0.000502765208647562,17,0.000142020534498459,119701,7,7.01325505204837e-05,99811,7.16878546290311
"chapon",7,0.000351935646053293,12,0.000100249789057736,119701,5,5.00946789432027e-05,99811,7.02540975364505
"esploitier",7,0.000351935646053293,12,0.000100249789057736,119701,5,5.00946789432027e-05,99811,7.02540975364505
"péché",7,0.000351935646053293,12,0.000100249789057736,119701,5,5.00946789432027e-05,99811,7.02540975364505
"repairer",7,0.000351935646053293,12,0.000100249789057736,119701,5,5.00946789432027e-05,99811,7.02540975364505
"sivre",7,0.000351935646053293,12,0.000100249789057736,119701,5,5.00946789432027e-05,99811,7.02540975364505
"fenestre",11,0.000553041729512318,19,0.000158728832674748,119701,8,8.01514863091242e-05,99811,6.89995600804424
"huchier",11,0.000553041729512318,19,0.000158728832674748,119701,8,8.01514863091242e-05,99811,6.89995600804424
"lasser",12,0.000603318250377074,21,0.000175437130851037,119701,9,9.01704220977648e-05,99811,6.6908664320429
"coi",8,0.000402212166918049,14,0.000116958087234025,119701,6,6.01136147318432e-05,99811,6.6908664320429
"endormir",8,0.000402212166918049,14,0.000116958087234025,119701,6,6.01136147318432e-05,99811,6.6908664320429
"merveiller",8,0.000402212166918049,14,0.000116958087234025,119701,6,6.01136147318432e-05,99811,6.6908664320429
"maison",98,0.0049270990447461,174,0.00145362194133717,119701,76,0.00076143911993668,99811,6.47077214151518
"lendemain",9,0.000452488687782805,16,0.000133666385410314,119701,7,7.01325505204837e-05,99811,6.4519069166128
"tart",9,0.000452488687782805,16,0.000133666385410314,119701,7,7.01325505204837e-05,99811,6.4519069166128
"garir",14,0.000703871292106586,25,0.000208853727203616,119701,11,0.000110208293675046,99811,6.38673613967732
"avis",19,0.000955253896430367,34,0.000284041068996917,119701,15,0.000150284036829608,99811,6.35632311044076
"esgarder",19,0.000955253896430367,34,0.000284041068996917,119701,15,0.000150284036829608,99811,6.35632311044076
"coper",10,0.000502765208647562,18,0.000150374683586603,119701,8,8.01514863091242e-05,99811,6.27268728004022
"maudire",10,0.000502765208647562,18,0.000150374683586603,119701,8,8.01514863091242e-05,99811,6.27268728004022
"apeler",45,0.00226244343891403,82,0.000685040225227859,119701,37,0.0003707006241797,99811,6.10315519139049
"avenir",23,0.00115635997988939,42,0.000350874261702074,119701,19,0.00019035977998417,99811,6.07460241856527
"enfer",6,0.000301659125188537,11,9.18956399695909e-05,119701,5,5.00946789432027e-05,99811,6.02177978883861
"gorge",6,0.000301659125188537,11,9.18956399695909e-05,119701,5,5.00946789432027e-05,99811,6.02177978883861
"pertris",6,0.000301659125188537,11,9.18956399695909e-05,119701,5,5.00946789432027e-05,99811,6.02177978883861
"privément",6,0.000301659125188537,11,9.18956399695909e-05,119701,5,5.00946789432027e-05,99811,6.02177978883861
"soper",6,0.000301659125188537,11,9.18956399695909e-05,119701,5,5.00946789432027e-05,99811,6.02177978883861
"voirement",6,0.000301659125188537,11,9.18956399695909e-05,119701,5,5.00946789432027e-05,99811,6.02177978883861
"vis",26,0.00130718954248366,48,0.000400999156230942,119701,22,0.000220416587350092,99811,5.93054070112894
"couchier",35,0.00175967823026647,65,0.000543019690729401,119701,30,0.000300568073659216,99811,5.85450812803754
"chaut",7,0.000351935646053293,13,0.00010860393814588,119701,6,6.01136147318432e-05,99811,5.85450812803754
"trespasser",7,0.000351935646053293,13,0.00010860393814588,119701,6,6.01136147318432e-05,99811,5.85450812803754
"voix",7,0.000351935646053293,13,0.00010860393814588,119701,6,6.01136147318432e-05,99811,5.85450812803754
"revenir",57,0.0028657616892911,106,0.000885539803343331,119701,49,0.000490927853643386,99811,5.8374395912211
"recevoir",23,0.00115635997988939,43,0.000359228410790219,119701,20,0.000200378715772811,99811,5.770872297637
"sage",31,0.00155857214680744,58,0.000484540647112388,119701,27,0.000270511266293294,99811,5.7615794275925
"aporter",40,0.00201106083459025,75,0.000626561181610847,119701,35,0.000350662752602419,99811,5.73502837032249
"cochier",8,0.000402212166918049,15,0.000125312236322169,119701,7,7.01325505204837e-05,99811,5.73502837032249
"gaber",8,0.000402212166918049,15,0.000125312236322169,119701,7,7.01325505204837e-05,99811,5.73502837032249
"octroyer",8,0.000402212166918049,15,0.000125312236322169,119701,7,7.01325505204837e-05,99811,5.73502837032249
"refaire",8,0.000402212166918049,15,0.000125312236322169,119701,7,7.01325505204837e-05,99811,5.73502837032249
"voisin",8,0.000402212166918049,15,0.000125312236322169,119701,7,7.01325505204837e-05,99811,5.73502837032249
"raison",34,0.00170940170940171,64,0.000534665541641256,119701,30,0.000300568073659216,99811,5.68723646723647
"gent",60,0.00301659125188537,113,0.000944018846960343,119701,53,0.000531003596797948,99811,5.68092432909303
"teste",26,0.00130718954248366,49,0.000409353305319087,119701,23,0.000230435523138732,99811,5.67269110542768
"loisir",9,0.000452488687782805,17,0.000142020534498459,119701,8,8.01514863091242e-05,99811,5.6454185520362
"Marie",9,0.000452488687782805,17,0.000142020534498459,119701,8,8.01514863091242e-05,99811,5.6454185520362
"ocire",9,0.000452488687782805,17,0.000142020534498459,119701,8,8.01514863091242e-05,99811,5.6454185520362
"os",9,0.000452488687782805,17,0.000142020534498459,119701,8,8.01514863091242e-05,99811,5.6454185520362
"monter",29,0.00145801910507793,55,0.000459478199847954,119701,26,0.000260492330504654,99811,5.59716711142051
"moi",10,0.000502765208647562,19,0.000158728832674748,119701,9,9.01704220977648e-05,99811,5.57572202670242
"salir",51,0.00256410256410256,97,0.000810352461550029,119701,46,0.000460871046277464,99811,5.56360089186176
"heure",21,0.00105580693815988,40,0.000334165963525785,119701,19,0.00019035977998417,99811,5.54637612129872
"haster",11,0.000553041729512318,21,0.000175437130851037,119701,10,0.000100189357886405,99811,5.51996480643539
"vif",11,0.000553041729512318,21,0.000175437130851037,119701,10,0.000100189357886405,99811,5.51996480643539
"table",12,0.000603318250377074,23,0.000192145429027326,119701,11,0.000110208293675046,99811,5.47434526258056
"raim",13,0.00065359477124183,25,0.000208853727203616,119701,12,0.000120227229463686,99811,5.43632897603486
"perdre",44,0.00221216691804927,85,0.000710102672492293,119701,41,0.000410776367334262,99811,5.38533151847356
"otroiier",15,0.000754147812971342,29,0.000242270323556194,119701,14,0.000140265101040967,99811,5.37658909717733
"sembler",35,0.00175967823026647,68,0.000568082137993835,119701,33,0.000330624881025138,99811,5.32228011639776
"jesir",30,0.00150829562594268,59,0.000492894796200533,119701,29,0.000290549137870575,99811,5.19118947313673
"assëoir",30,0.00150829562594268,60,0.000501248945288678,119701,30,0.000300568073659216,99811,5.01814982403218
"beste",15,0.000754147812971342,30,0.000250624472644339,119701,15,0.000150284036829608,99811,5.01814982403218
