"","text","obs_freq","exp_freq","p_value"
"86","F086_trBocusDurant_BnF-837",16,7.67099044746104,0.00308
"87","F087_trChanoinessesWatriquet_Ars-3525",8,5.17405731523379,0.21268
"88","F088_trDamesParisWatriquetDeCouvin_Ars-3525",6,7.90266465560583,0.49574
"89","F089_trDamesVit1_BnF-1593",4,3.32066365007541,0.68673
"90","F090_Tresces1Garin_Bern-354",9,8.08285570638512,0.74847
"91","F091_Tresces1Garin_BnF-12581",7,6.89874308697838,0.96294
"92","F092_Tresces2_BnF-19152",12,11.249069884364,0.82139
"93","F093_unFemme100Chevaliers_BnF-25545",1,4.96812468577174,0.06818
"94","F094_Veuve_Nott-6",4,12.8965309200603,0.01046
"95","F095_VieillePalme_BnF-2173",1,1.44152840623429,0.82038
"96","F096_VilainAsnier_BnF-19152",3,1.33856209150327,0.09501
"97","F097_VilainBailluelBodel_BnF-837",NA,3.01176470588235,0.07224
"98","F098_VilainFarbuBodel_BnF-2168",4,3.5008547008547,0.79505
"99","F099_VilainMire_Berlin-257",6,9.91050779286073,0.20226
"100","F100_VilainOstelSire_Lyon-5495",4,2.72860734037205,0.45429
"101","F101_VilainParadis_Nott-6",3,4.45329311211664,0.50252
