"","text","obs_freq","exp_freq","p_value"
"86","F086_trBocusDurant_BnF-837",17,8.82463549522373,0.00626
"87","F087_trChanoinessesWatriquet_Ars-3525",13,5.95218702865762,0.00469
"88","F088_trDamesParisWatriquetDeCouvin_Ars-3525",10,9.0911513323278,0.7598
"89","F089_trDamesVit1_BnF-1593",3,3.82006033182504,0.69394
"90","F090_Tresces1Garin_Bern-354",9,9.29844142785319,0.92283
"91","F091_Tresces1Garin_BnF-12581",5,7.93624937154349,0.28881
"92","F092_Tresces2_BnF-19152",11,12.9408245349422,0.5821
"93","F093_unFemme100Chevaliers_BnF-25545",6,5.71528406234289,0.91546
"94","F094_Veuve_Nott-6",7,14.83604826546,0.03599
"95","F095_VieillePalme_BnF-2173",3,1.65832076420312,0.34079
"96","F096_VilainAsnier_BnF-19152",2,1.53986928104575,0.8356
"97","F097_VilainBailluelBodel_BnF-837",5,3.46470588235294,0.38694
"98","F098_VilainFarbuBodel_BnF-2168",1,4.02735042735043,0.11499
"99","F099_VilainMire_Berlin-257",17,11.4009552538964,0.08646
"100","F100_VilainOstelSire_Lyon-5495",8,3.13896430367019,0.00841
"101","F101_VilainParadis_Nott-6",4,5.12302664655606,0.59609
